"","numemp","asset","RWAJT","RBCT2","rbc1rwaj","rbcrwaj"
"57899",6,21595,20482,156,50.629821306513,51.39146567718
"15448",7,22615,17875,224,11.641958041958,12.8951048951049
"22039",18,51169,36952,300,18.3481273002814,19.1599913401169
"16419",42,88164,56701,671,15.2184264827781,16.4018271282693
"30367",34,208526,134344,793,10.4247305424879,11.0150062526053
"4788",6,16730,9972,125,20.0962695547533,21.3497793822704
"31826",60,149953,93704,1089,12.1083411593955,13.2705113975924
"57298",22,69962,60892,690,13.9509295145504,15.0840832950141
"33025",124,424737,387777,4859,9.52093600187737,10.7739757644213
"57657",28,118148,67414,624,30.6672204586584,31.5928442163349
"35048",38,221404,167061,1948,11.0217226043182,12.1877637509652
"35456",28,158609,95692,1076,17.3410525435773,18.4654934581783
"11706",16,44821,32019,246,10.5780942565352,11.3463880820763
"27552",89,347047,255634,2191,12.7447835577427,13.6018682960795
"34393",12,109949,77199,966,13.0843663778028,14.3356779232892
"57611",5,36160,24496,283,27.1717831482691,28.3270738079686
"1149",13,63941,49119,614,12.9461104664183,14.1961359148191
"1673",426,237824,261507,5522,18.6996906392563,20.8112975943283
"57647",61,219856,177123,2008,13.0175076077076,14.1511830761674
"11338",85,316423,243925,2757,12.609613610741,13.7398790611868
"6646",50,91854,69833,247,17.7766958314837,18.1303968038034
"26744",92,347095,257490,2558,10.6543943454115,11.6478309837275
"3564",87,244604,172252,1374,14.3696444743748,15.1673130065253
"26977",62,98962,51409,497,16.6935750549515,17.660331848509
"35517",65,233389,206968,7577,10.0440647829616,13.7050172007267
"57157",13,63959,51013,527,15.4784074647639,16.5114774665281
"57633",111,250309,192345,2410,16.6700460110739,17.9230029374301
"35086",37,118717,74654,739,11.4782864950304,12.4681865673641
"9087",1059,3355212,2692233,33973,12.8881489826475,14.1500382767762
"57626",20,39345,33382,306,26.4184290935235,27.3350907674795
"27789",72,370737,282532,3540,22.0116659351861,23.2646213526255
"22543",5,21556,12512,134,19.9168797953964,20.9878516624041
"8426",139,398593,242339,3745,12.9129029995172,14.4582588852805
"57869",10,18587,12580,128,69.785373608903,70.8028616852146
"35408",84,197087,163090,1679,10.4022318964989,11.4317248145196
"31249",38,112739,79598,711,10.939973366165,11.833211889746
"9751",56,319374,305029,3318,10.573748725531,11.6615141511135
"91005",76,216308,145340,1844,21.9616072657218,23.2303564056695
"27831",66,266855,130514,1633,22.5661614845917,23.8173682516818
"35018",187,52366,10125,0,478.765432098765,478.765432098765
"27207",20,64728,52204,635,14.3379817638495,15.554363650295
"32257",141,223689,117633,1355,28.0635535946546,29.2154412452288
"30332",15,27165,13223,85,49.1340845496483,49.7769038796037
"30619",15,70854,42494,534,16.7317738974914,17.9884218948557
"19795",54,211914,171717,2151,11.1724523489229,12.425094778036
"27942",117,797030,467292,1390,18.6709808856133,18.9684394340156
