"","numemp","asset","RBCT2"
"10885",6,9465,75.95
"19491",120,189114,750
"5713",28,44073,105
"33653",NA,1672920,0
"6123",55,103903,773
"16953",8,11988,125.69
"13167",26,79718,459.34
"9238",47,109370,724.53
"26955",39,85647,689.68
"21015",16,24455,196.51
"12738",8,7931,64.2
"22061",57,101323,547.91
"3062",31,50252,365
"8775",32,62989,512.17
"27302",15,41098,305.84
"26217",38,84290,319
"16259",30,55910,380.09
"15795",50,89414,570
"15834",48,79771,438.12
"19829",18,17295,110
"9359",34,104256,434.28
"1701",18,37726,212
"422",30,69791,222
"25328",6,12787,47
"25338",18,43031,323.15
"22639",18,32028,217.03
"22142",132,135929,1179.54
"13752",52,124771,818
"10523",87,160674,667.42
"4796",15,32764,177.14
"8146",23,27122,188.56
"23418",45,98153,650.84
"23060",25,32591,254.9
"24475",34,72955,277
"8531",18,40246,223.19
"20827",95,142370,1276.99
"1153",6,8006,92
"1612",4,11590,75.86
"21132",9,13243,97.41
"8776",14,19980,162.9
"1937",23,57858,396.94
"1468",24,40104,221
"1878",22,41645,297
"4075",30,48086,400.53
"17543",26,48308,303.29
"15291",40,54111,481.75
"5683",42,121892,1014.09
"18182",8,12021,45.1
"5684",28,45265,255.29
"282",53,85012,758.79
"14749",19,64942,261
"876",23,53353,466.22
"13564",11,18388,87
"2477",10,20556,191.59
"679",959,2737895,18647.28
"99",17,51790,200
"8810",43,72715,512
"17569",4,8152,29.52
"26542",29,51179,470.5
"17327",44,105440,600.51
"14912",11,21828,113
"19792",18,25497,237.01
"19515",13,46187,378
"22309",18,30903,284.87
"1960",5,9542,41.86
"16274",6,15010,70.54
"9068",21,35551,303.32
"10805",10,27355,102
"2372",11,17194,9
"15813",20,38823,131
"15409",49,83272,381
"26403",39,38781,320.54
"16243",25,32576,280.3
"877",43,75333,626.13
"296",25,68306,413
"9732",7,12704,90
"16154",8,27016,182.07
"11522",15,21930,153.58
"10008",10,18656,127.43
"108",23,37254,276
"5687",13,31402,260.88
"9763",9,10757,83.72
"19981",49,114921,893.96
"18321",79,116084,850.05
"26767",24,56986,444.12
"13303",15,29198,302.18
"1249",14,26481,211.11
"8532",20,42531,155.24
"8675",42,74474,637.82
"5635",35,76035,571
"12108",5,6604,38.45
"1751",5,9993,78.08
"49",12,9964,35
"11207",19,42967,444.03
"26551",19,50392,471.19
"11732",13,39513,257
"33632",7,10969,62
"22681",14,27367,74
"24494",14,14909,116.76
"1625",12,13707,104.93
"305",7,11340,49.57
"1484",12,31734,236.1
"10594",34,70865,398.26
"12461",9,23370,113
"21166",258,478657,5785.54
"2398",11,19674,132.19
"21158",10,20263,59.47
"20972",14,28275,165
"8296",35,71049,580.93
"8693",15,23333,186
"8288",14,26436,218.77
"19603",54,101809,340
"2333",5,4318,11.99
"15397",41,68132,435.18
"5775",37,86638,571.28
"26324",14,33454,183
"13162",8,20273,25
"18243",6,6911,47.42
"22838",15,38237,223.39
"2379",26,59941,340
"16527",9,19653,95.9
"309",68,113655,792.34
"24841",22,50056,428
"24500",29,24066,206
"9392",18,43618,277
"5950",151,375148,3343.34
"5636",32,85842,602.69
"8486",19,62131,417.22
"26643",30,136263,1130.64
"17995",7,18036,135.51
"15113",16,23771,219.36
"1372",23,42361,299.83
"15866",11,16192,108.9
"20884",571,614591,14958.21
"8144",16,69894,159.9
"10315",18,35008,178
"9127",4,9471,54.12
"27125",70,104148,960
"10057",23,50523,403.73
"12986",142,273738,2153
"13962",12,33531,166
"896",53,70869,477.49
"18450",23,52001,329.11
"18053",3935,11381188,216759.94
"1627",24,44734,274
"27484",11,17698,162.94
"17813",7,17510,125
"149",30,37482,352.34
"434",16,24520,104.25
"9514",3,7174,29.53
"10054",44,94318,539
"20086",160,297496,2280.46
"18693",53,86914,600
"15821",18,37834,233.5
"19171",21,35028,150
"289",18,72874,296.02
"19764",43,178355,1465.77
"8297",15,39444,254.81
"1464",10,24476,181.93
"9360",24,55376,498.52
"11241",10,24258,200
"13054",18,18956,186.43
"16460",75,196422,946
"21029",74,100556,792.95
"20992",58,119173,861.73
"16706",71,152309,716.27
"1678",40,117363,1005.58
"22308",27,37288,318.88
"10310",73,107972,673
"4937",10,16463,130.36
"10674",15,27328,259.19
"8584",12,21004,124
"10842",117,243231,2182.15
"22444",19,41365,322
"19734",13,20699,157.64
"19505",43,106876,737.25
"33648",NA,102229,0
"18415",7,18103,129.58
"21339",13,21103,173
"21332",15,28011,216.85
"310",21,32297,245.44
"14794",25,27236,166.2
"23826",24,49348,369
"20183",53,85341,527
"8118",31,57451,390.51
"16469",11,9767,54.31
"27265",12,14995,118.23
"8804",38,46940,313
"22991",8,10143,81.1
"20040",22,34262,205.81
"11750",15,33184,193.47
"17378",24,40342,293.65
"22609",3,5128,38.24
"9817",7,18058,211.92
"9775",12,28493,216.69
"21120",23,63114,388
"1635",64,152211,730.61
"12102",14,37250,128
"22012",36,43682,342.43
"27320",30,96624,852.27
"8695",14,39339,235
"15547",27,48839,286
"13874",47,70541,621.19
"11200",50,132020,878.97
"7768",326,571078,5681.87
"23194",52,44671,283.97
"23277",15,25170,139
"18379",14,30876,182
"4130",19,42438,231.32
"9318",19,35743,168
"8886",59,98832,646
"8265",6,4644,22.31
"15266",5,8514,86.4
"6072",20,66568,751.49
"971",123,164840,1386.48
"13832",15,15390,93
"11255",31,49563,396.46
"1643",11,25130,71
"17309",90,229517,1594
"19087",8,16530,114
"11608",15,68036,362
"91280",14,35820,257
"23733",38,78065,602.36
"273",18,27182,130
"26268",10,20775,132.82
"20434",40,78546,263
"16795",20,20278,135.66
"24606",63,92522,855.2
"16490",14,28037,183.15
"22591",17,34641,249.55
"23790",63,102658,815.81
"27228",23,55017,433
"17878",207,104037,921.02
"8885",17,31915,224.61
"23321",30,31393,241.29
"24750",19,22734,200.15
"20761",3,994,6
"11448",49,81077,538.83
"16281",9,11058,44
"13264",36,62365,487.62
"16805",51,65742,458.74
"148",31,44223,330.61
"127",26,52097,312
"1694",53,83270,441.09
"8120",18,40853,271.35
"80",53,114870,920.61
"15653",17,25196,149.59
"11466",20,23248,199.91
"9332",13,23209,137
"32779",45,103931,947
"8145",12,31558,201.9
"9034",28,51212,224.63
"17032",10,15677,106
"285",21,23244,142
"11780",80,142645,1118.05
"26477",105,187426,1549.89
"20914",14,34793,178
"12327",39,82066,694.14
"17900",9,13454,126.32
"9315",42,68395,469.88
"303",49,76531,555.81
"1523",21,58755,224
"6139",17,28634,254.62
"13611",5,8588,63
"27553",24,100320,843
"15152",18,43760,321.87
"2472",33,66875,404
"27377",12,12550,79
"9165",17,30900,264.73
"157",9,16764,160.89
"618",34,76067,355.68
"11232",12,22579,154
"19954",14,17789,116.46
"22273",42,61507,390.31
"17829",6,13988,120.73
"11813",1258,1889858,16822.67
"17355",9,14418,96.41
"12511",21,44810,338.86
"13901",6,15732,145.88
"25144",20,38779,230
"18421",206,463208,2052
"15556",26,53143,321
"20769",13,29674,157.35
"1373",9,20170,95.31
"12232",10,25221,205.48
"2145",14,34161,247.13
"11609",15,33267,239
"168",27,36776,243.53
"8556",32,39364,324.82
"9057",21,51971,343.92
"13017",17,28567,205.18
"12530",35,83885,405
"18099",27,73831,508.54
"91",16,25033,209.74
"12158",94,257322,1658.1
"27542",19,34865,319.12
"21704",37,59359,351
"19448",58,173382,1128.12
"10626",9,22429,104
"26990",547,1037668,6223.3
"14701",34,48405,374.14
"14800",39,58348,428
"13172",65,136434,786
"5704",12,17843,111
"18129",158,364928,2822.4
"20637",115,225674,2111.74
"2392",14,21744,139.02
"20130",33,60970,438.38
"33350",194,510988,3504.98
"33527",16,30772,230
"21590",170,382640,2743.29
"18267",23,59613,531.71
"27343",19,46892,444
"14329",31,111133,746.64
"18171",35,172471,665.05
"21529",3,20061,88.77
"9523",8,17977,128.51
"23876",39,47003,843.36
"5867",32,57629,415
"9803",26,148948,636
"9304",19,36889,247
"4214",1568,2873932,45367.76
"5902",15,37615,231.62
"33693",NA,44436,0
"21085",6,7414,61.84
"16905",5,14756,70.3
"15275",20,38753,328.78
"15506",67,101912,849.1
"5663",42,59614,293.61
"21971",24,55775,283.99
"13710",4,9912,66.17
"17110",5,10510,57
"10634",50,90199,714.19
"12247",6,12225,101.26
"15874",16,38893,255
"20830",38,62736,654.96
"1713",12,33466,289.88
"1617",34,75098,417
"27064",33,56806,507
"33698",NA,75272,0
"16607",9,17827,53
"11067",17,18211,117
"22319",5,6048,51.73
"11256",25,63578,382.84
"16982",60,125923,784.91
"24217",6,18005,163.11
"11603",17,28308,180
"12745",4,10432,39.15
"14660",37,98886,822.81
"15309",88,145255,1215.49
"101",24,56988,273
"20318",38,53405,461
"8432",76,110084,562
"2442",116,277001,2343.06
"18803",9,12085,54.75
"11711",35,91372,548.83
"50",26,45468,311.99
"1838",24,62961,550.37
"12956",29,53036,583.56
"9160",20,34426,174
"1377",15,32907,114.82
"8472",28,74472,342
"6178",30,61831,336
"15673",60,97140,601.41
"19390",8,9104,18.35
"4935",69,133053,932.24
"10373",64,135674,955
"10628",10,16076,105.02
"328",11,17158,148
"14349",24,40590,318.68
"33313",7,25232,188
"11243",36,54118,465.84
"24243",103,250884,2079.72
"8802",7,7131,36.67
"15796",69,121352,792.27
"25070",46,74431,761.04
"21922",104,139494,1444.58
"21230",124,187906,1023
"22420",21,51185,298.32
"18556",82,133215,993.79
"22623",165,208712,1921.51
"10591",12,29835,80.43
"22730",53,81077,405.88
"22637",16,20336,125
"22002",4,8903,45
"664",120,159722,1006.93
"15193",15,27922,207
"27127",25,62686,520
"29285",63,147215,1039.19
"9046",8,20915,106
"27504",69,121190,1153.12
"24267",139,265168,2204.91
"23646",7,7672,41
"5863",64,154287,1050.91
"32975",28,50109,385
"9527",43,80583,509
"19506",26,48430,230
"15294",6,23953,230.1
"12236",11,24651,203.24
"22739",19,27531,263.09
"8148",69,106925,764.61
"26280",16,32055,301.9
"24919",53,97106,794.54
"10067",8,14436,59.8
"9820",6,7670,57.5
"5634",26,51657,362
"12469",36,78817,609.3
"13202",16,34346,229.54
"11392",28,70146,491.47
"32275",46,85959,627
"1536",347,724510,6996.94
"16413",14,50891,231.06
"1025",119,224387,1929
"19726",46,80964,469
"21930",22,41274,357.36
"8892",57,89493,588.5
"22169",39,63794,458
"13565",67,123278,1296
"11788",20,50279,180.33
"8333",4,7424,70
"26598",17,23767,158.66
"836",70,163635,545
"21573",84,146849,981
"15400",24,65304,520
"12474",24,43096,252.39
"21161",22,41496,229
"10629",17,30423,256.99
"22407",81,108945,904
"20408",56,77561,684.36
"26928",38,31172,257.63
"26759",28,72496,536.58
"26539",73,56935,324
"22353",17,35836,163
"16107",23,33213,248.12
"21219",24,34642,174
"20387",142,241224,2212
"20524",37,69626,498
"22340",15,32951,801.54
"27357",24,50564,345
"26210",29,31088,244.22
"23760",10,11374,72.98
"22597",156,228125,2137.54
"19125",30,41837,74
"22346",12,13939,241
"77",47,103733,933.96
"2247",83,96061,483
"20704",33,40956,337.43
"19258",48,109361,362
"25291",5,9129,81.36
"22441",34,62968,410
"21960",25,68595,317
"26627",17,33136,288
"32941",53,183138,1083.04
"3514",1728,3577725,97137
"18573",79,142922,1040.6
"24340",10,11516,64
"4198",11,32013,143.28
"11293",9,10868,85.22
"16389",62,85834,611
"1476",18,39643,234.87
"26611",9,8512,59.54
"11244",22,56709,358.37
"11257",17,30954,215.35
"19818",32,65911,335
"12786",19,40485,314.27
"19480",8,18714,118.78
"26400",66,101476,970.63
"17041",48,105744,739.23
"8893",3,6105,43.67
"17159",194,186196,2114.12
"13397",42,265681,292
"27537",21,46645,351
"14127",230,689485,7519.37
"15134",30,60934,389
"420",10,21157,59.09
"184",32,52472,419.89
"194",11,19627,151.11
"1035",29,66486,401
"17445",17,25188,189.92
"23273",57,114795,1272.36
"8558",10,25411,146.09
"27496",12,34982,293.25
"22025",7,8042,54.69
"25268",11,23169,146
"12627",69,218138,1903.5
"26192",31,48219,454.51
"18626",110,292315,2215.53
"10744",21,41428,315
"17173",6,8687,66
"8874",5,6643,21
"5608",24,64113,326
"79",13,35352,303.75
"9995",39,186974,405
"15423",8,13062,52.73
"313",50,87569,472.42
"23309",25,44812,383.39
"1531",55,97805,337
"29298",72,179645,323
"22335",34,73517,676.53
"4087",34,60879,478
"15204",13,19345,111.69
"22978",34,48355,480.47
"1418",33,43723,301.53
"10003",35,76556,601.25
"22528",39,58333,829
"24211",20,34662,311
"8250",34,66639,563.65
"293",31,37660,282.37
"11647",32,61098,385.99
"9323",28,71437,407.13
"12207",21,64783,394.76
"15136",51,122793,936
"16201",17,30339,184.2
"17145",14,40142,310
"32727",5,21534,149.51
"32092",13,27942,188
"5699",22,41166,328.87
"11715",11,25989,182.69
"11431",38,89463,736.1
"23063",57,53280,410
"862",18,41457,185.12
