"","numemp","asset","RWAJT","RBCT2"
"57899",13,127293,106218,1185
"15448",6,23559,16159,220
"16522",146,582559,378688,4762
"22039",24,104665,67586,694
"16419",46,109629,69631,781
"30367",34,210045,145395,865
"4788",7,19095,12408,156
"31826",69,215576,132426,1169
"57298",43,123115,100266,1104
"58485",36,150717,120874,1515
"57657",42,259520,233609,2939
"35456",40,230881,164121,1837
"58358",15,45390,36841,467
"58773",13,14415,3124,0
"11706",17,51470,39017,350
"27552",113,585848,461160,4130
"58321",44,261652,182990,1782
"34393",12,114721,90844,1125
"57611",5,60775,41599,521
"1149",20,123323,97223,1243
"1673",630,627753,552679,8844
"58548",16,49993,36128,293
"6646",46,111199,73585,925
"3564",90,349253,252580,1658
"26977",59,129197,69765,881
"35517",102,450282,389881,9882
"57157",19,82958,74936,944
"57633",110,251235,245770,3104
"9087",1216,4584908,3658199,46223
"57626",32,141854,127305,1261
"22543",4,24730,13413,121
"8426",146,547058,362124,3805
"57869",21,100732,69956,665
"35408",140,622245,486857,10856
"31249",38,122563,88400,596
"9751",55,385925,355494,4469
"91005",57,157437,117240,1483
"27831",59,237822,116657,1472
"35029",42,181479,122257,1540
"32257",129,239578,121987,1021
"30332",15,34381,25487,86
"30619",17,87409,54622,683
"19795",66,268366,219796,2748
"26549",18,88237,55243,397
"27942",157,1196643,757916,8183
"32266",87,1484715,905246,11420
"19600",281,425855,286888,3699
"4061",18,56175,42185,465
"58562",21,71834,58562,672
"58727",13,56310,45660,433
"16476",12,38299,30736,397
"35189",307,754501,537658,6735
"14936",31,119306,97098,1222
"18489",152,477832,424744,5318
"26568",42,208363,132788,1663
"14311",13,80996,66278,742
"32304",6,22740,12254,140
"7506",240,947053,637940,7982
"58697",10,37458,29653,372
"22658",66,303290,247752,3176
"9812",8,34414,23641,115
"57962",19,56862,38954,62
"28380",148,525366,272280,2567
"8251",26,103984,79314,864
"8822",10,30082,21166,265
"31372",38,76538,49443,340
"18664",9,49287,13609,151
"33535",354,2961791,1690915,36095
"57072",79,432411,382691,4788
"29864",227,964916,643771,8144
"18152",41,48589,36312,454
"10375",27,112704,110460,1260
"57103",55,386569,341264,8319
"31217",92,297078,219039,1308
"28225",260,1600924,1386336,17355
"34885",51,137205,113655,909
"27197",147,1229054,911397,11505
"57478",35,145039,95520,1117
"35267",36,1239453,444214,1902
"3304",51,157042,115431,1416
"35224",24,82870,67236,841
"35314",9,88754,32144,237
"13947",34,137479,90196,1137
"57845",62,282314,230784,2457
"29849",68,184236,151160,1674
"17230",100,530072,416793,4142
"34106",46,228978,170749,2144
"9831",61,199731,115813,1403
"17622",50,177774,133061,1683
"3931",392,791126,633585,10400
"13080",39,132180,78607,835
"2773",262,982749,750844,9358
"20093",48,152017,90170,522
"57759",10,27939,23630,318
"6058",93,399290,254907,3180
"35078",38,156956,113960,1435
"58629",54,238143,192867,1215
"34987",43,186112,160112,1184
"35265",19,121605,68357,855
"8583",46,119763,85406,1072
"15062",21,54966,29376,369
"10973",172,718024,682179,8548
"11569",189,488427,363926,1854
"12511",46,136443,95037,1190
"197",71,262619,179211,1924
"34566",42,120076,95842,1206
"34930",20,76533,60592,768
"57733",32,169838,136105,1702
"15657",31,115685,72628,817
"34664",109,613447,412519,5157
"57512",150,886285,767993,27657
"7237",327,1406812,887688,9707
"57424",16,56150,40239,515
"35173",21,140063,99555,1251
"1946",40,109251,79004,955
"15083",8,15086,9670,126
"91",53,148178,111258,966
"55130",33,157292,124911,1576
"4051",6,21381,9853,124
"34782",61,1183050,670327,3885
"58424",41,241526,169838,1560
"15699",27,84169,71158,891
"15426",9,16521,13020,93
"23091",521,2793112,2470124,20676
"18545",336,932123,754959,9470
"35377",17,233497,138181,1746
"58400",35,150567,121208,1524
"19590",58,140217,102140,1278
"8276",14,47625,28056,250
"27711",50,184080,121399,947
"10173",9,43364,30947,253
"9465",37,178477,140840,1768
"622",511,4645872,2630144,33010
"903",203,717605,477931,5987
"14531",624,2782020,2311631,25163
"34302",47,107177,59101,307
"28701",39,222884,132199,1012
"6423",241,2662029,2583730,32742
"3735",1236,5284516,3769850,98660
"24107",1747,11881885,11419573,373892
"27267",37,213117,169564,1241
"29031",160,494084,345893,3369
"20726",23,140965,118243,1492
"35461",52,281564,207865,0
"8893",14,33415,25239,316
"19838",52,222333,160097,2029
"20311",78,454337,414703,20254
"34422",48,482582,396569,4339
"32328",287,635741,384319,2601
"1117",70,244248,207054,2117
"19234",44,116266,79473,942
"17906",46,125330,83393,889
"35568",55,207073,163329,2043
"31980",32,95032,72764,863
"6183",34,121441,91463,939
"20537",54,166653,90558,550
"34955",238,700295,566405,7106
"19115",126,269183,216168,2568
"22559",86,250348,157904,1945
"4624",34,120755,93537,1185
"18609",179,715280,554211,6936
"34232",21,47566,42362,541
"15423",30,106825,96888,888
"30617",74,666409,415081,3100
"34606",42,117935,95091,643
"20843",222,650693,546076,6947
"20473",304,1083990,913779,11434
"23433",238,717634,488535,5501
"5216",164,629149,554595,6964
"5800",35,235109,201282,2523
"20241",296,847339,640302,8006
"21567",16,22555,13508,148
"23886",93,335345,226749,1770
"15836",22,73353,40379,428
"34788",78,786062,447739,4771
"27006",381,3077744,2406104,26656
"21663",54,223943,163621,2046
"35033",32,151678,137164,1392
"34868",110,538688,443942,5626
"35412",57,604746,472483,5946
"57444",28,142067,115371,1451
"57359",29,163727,129558,865
"58514",8,63843,51168,501
"31581",4,29076,11801,34
"34090",58,381740,307133,3839
"57709",66,208521,177692,2220
"428",31,69727,47095,564
"10647",9,33469,21799,278
"2328",16,43091,26074,331
"35328",90,30437544,22686827,301313
"27471",61,24470107,21060261,322677
"29140",130,349728,247990,2697
"30182",81,289302,203706,359
"34656",129,664672,600030,6613
"57113",121,542631,368385,4634
"313",116,435071,344150,2893
"35223",10,109897,92202,1160
"57025",20,59190,48566,609
"4190",231,683127,337495,4110
"8843",53,197007,153731,1798
"32569",8,100159,27735,3170
"1439",18,105747,95559,1158
"57695",9,66849,44863,344
"30950",3,6180,2926,36
"16730",134,378579,287317,3669
"34334",21,93944,76676,810
"58309",89,301740,242524,2033
"24472",70,188214,113641,1099
"25621",65,213757,128108,1489
"19300",404,1775631,1380881,17342
"18806",27,79036,62878,2986
"33993",45,295666,253243,3164
