"","numemp","asset","RBCT2","rbc1rwaj","rbcrwaj"
"15448",8,18870,169,13.052179069078,14.3047731989327
"22039",18,42914,472,13.9756414678802,15.2280627272004
"16419",38,71840,531,11.3737984468058,12.3350410021542
"30367",26,122867,704,11.0001681389604,11.91070527827
"4788",6,16604,148,11.9624141669678,12.8538730273461
"31826",50,105398,649,11.8706514623266,12.8587305695538
"35048",30,125291,818,10.1327604367641,10.9858479251619
"35456",12,46136,155,22.6930075383416,23.3645264708431
"11706",17,36308,156,9.69194312796209,10.3080568720379
"27552",49,207152,1194,10.9798726609424,11.8079926759235
"34393",10,70786,494,13.1136835856337,14.0912239042248
"1673",344,137206,2078,10.1993172857017,11.6095362836183
"19713",62,160709,1368,9.05352380781352,10.2818507510932
"6646",38,71656,246,14.7534143695586,15.0955467163639
"26744",70,204665,1371,11.0831436409269,12.0834062919512
"26977",57,74355,481,16.8567958274786,18.0023339446045
"35517",18,26893,102,69.3819403857393,70.1271186440678
"19593",13,37865,256,12.7144497293751,13.5542069870428
"35086",21,11763,14,164.992115341293,165.30750168957
"9087",921,3148282,33159,11.3586158608576,12.6434594799016
"27789",87,348096,2971,21.9407235523679,23.1941778293429
"22543",6,20765,148,15.8852397130993,17.0026425066063
"8426",107,229666,1841,11.9893221140084,13.2148824700267
"31249",36,91173,531,10.2495989512359,11.1655425801666
"8841",13,40359,339,23.0458769948532,24.3011071203762
"9751",43,95554,868,11.793445363618,13.0444181823423
"91005",58,216943,2086,15.0805789748564,16.3775522892885
"27831",59,196433,1781,17.8649688237673,19.539927208434
"35018",2,21126,0,756.315179606025,756.315179606025
"34799",11,2878,0,139.096573208723,139.096573208723
"32257",139,213106,810,14.3460170509035,14.957674794415
"30332",15,35022,81,24.7857285230217,25.1893561889575
"30619",12,50904,376,14.4623691753883,15.7156189587361
"19795",50,151594,1567,10.7784147439238,12.0157609639772
"27942",91,444201,1221,16.112715647057,16.584166061748
"22051",253,763577,3838,11.966229361134,12.9848690339378
"25002",33,101135,629,17.4335929698422,18.6898342320751
"32266",59,798573,3295,11.2597696865291,12.0086180055408
"35559",13,20414,141,37.394471114054,38.5614964409866
"35189",86,87660,582,16.4947422800673,17.4646291266019
"14936",23,66716,525,9.33750548092638,10.3838641527484
"30400",62,165280,868,11.1283849436019,11.8617717882641
"18489",127,260600,2651,11.1117422897583,12.3666832351062
"26568",34,130326,706,16.3862750689098,17.2250736621994
"14311",13,50087,412,13.5185468646359,14.5696208990255
"32304",6,24362,93,27.7131627496591,28.4591321087671
"7506",167,569088,3712,18.286869089471,19.4427404614144
"22658",53,158260,1861,13.2839007725455,14.7288326410187
"9812",6,24153,131,40.0896191187453,41.0679611650485
"5682",20,75279,448,15.67638987702,16.587051529627
"28380",87,187602,1483,10.2317774666419,11.4825998211906
"26973",103,366678,2833,9.62386308995727,10.583167974861
"10922",14,21882,177,10.8873596522999,12.1695038029699
"33914",1,92102,0,124.280295662323,124.280295662323
"8251",18,61234,333,11.7592149353758,12.5562470081379
"8822",10,23561,190,15.9709009513151,17.0341354224958
"31372",22,40130,1005,33.2250487280724,38.2477884951772
"11687",252,576991,2133,12.8433235720563,13.5200560929722
"29472",56,166197,711,14.0261293587267,14.6802833747355
"33535",229,971976,17069,15.3756839458477,16.6477375198048
"18664",1,927166,202,15.7841679255597,15.8435367351857
"35408",21,19334,132,41.3543250737991,42.5351104749978
"57072",14,25473,223,23.3428398582664,24.3064557946591
"34939",28,68856,414,16.4041829406577,17.2735290411994
"57103",19,29264,30,137.74340560696,138.157713023063
"25332",22,4812,0,206.291390728477,206.291390728477
"31217",61,153983,1104,11.6644197281204,11.9939707149009
"34885",9,32314,214,11.1095258477196,12.1272649450706
"27197",63,408854,3325,11.3065118520526,12.5583566760037
"35267",11,24103,206,162.680384820951,165.432923570283
"19600",52,75372,355,28.9951355107714,29.9819318971508
"15696",32,75528,553,12.7537411275374,14.003797640038
"35224",14,21765,137,21.6341689879294,22.4292014856082
"34676",26,64358,3162,10.5825206017994,16.5589324865805
"35314",10,23288,140,61.6120130911891,62.5104280305461
"10361",91,171662,888,11.1886904948693,11.8853359274485
"29087",43,147479,410,32.4007867946094,32.8925334254805
"29849",69,139209,732,13.5738336803863,14.3846085685171
"35029",26,74080,534,14.2433112091355,15.3440244053263
"17230",120,383967,1925,15.0791140404434,15.7871313712365
"34947",20,68576,582,11.2707058647963,12.3563647216833
"34106",21,53363,463,10.5313092979127,11.7863919761453
"9831",61,166423,1073,25.9847529327723,27.1824178767957
"17622",45,116876,1043,11.8514492753623,13.1111111111111
"3931",265,431293,7260,13.5058569805242,15.3982034901962
"4061",9,24258,224,12.9182052142777,14.1714221774645
"29561",26,49288,254,31.414099168177,32.5944514150286
"13080",47,139995,750,30.0540522505088,31.3052617530279
"2773",250,666657,5888,9.93963376350192,11.0196875112474
"20093",28,34818,191,13.348822473334,14.3573767029253
"34388",44,79621,458,20.629165751117,21.4678092726873
"6058",101,248734,2074,23.243653411268,24.8040990811627
"35078",13,34155,301,17.6220629895018,18.8760206632228
"35265",15,37489,192,16.9828641370869,17.7172582619339
"34987",10,41043,207,20.7611884788628,21.6165957270962
"1078",292,1140595,10964,10.6702020663802,11.9232879217336
"8583",24,57013,487,12.0721554116559,13.3235687120979
"15062",22,44626,251,15.703733684104,16.973591014874
"4822",5427,17162624,314211,8.25087544850269,10.4011631129765
"23834",1,61427,160,40.1056279914177,40.7658029377785
"9296",25,63917,625,15.88418618679,17.1408464863778
"11569",175,303070,2017,11.8297975170414,12.8452329409869
"23124",35,127129,3803,9.14477372460322,12.8206615244834
"34664",14,97477,477,14.1277061588116,15.0280289160265
"34930",10,34026,331,17.9851762214491,19.2368779307215
"34566",19,47598,323,21.6339570972159,22.6167655560627
"1932",90,298352,2736,10.5096657975442,11.6122558363524
"35140",18,51219,302,23.751420539506,24.6545846043424
"16635",15,25103,224,9.12535522576571,10.3041785075255
"34473",37,90845,528,16.4437232863701,17.4885230330853
"7237",266,620713,3705,14.7198685182152,15.7844227415216
"33468",83,107358,880,9.02065613608749,10.089914945322
"35146",12,59121,203,19.4309905643454,20.1592939403724
"35173",18,39957,263,28.33570306069,29.3197635261543
"33684",NA,1358096,NA,NA,NA
"34782",30,67766,0,241.680779797524,241.680779797524
"15699",27,79710,745,11.6229838709677,12.8746639784946
"15426",10,15705,157,8.78421900161031,10.048309178744
"10790",51,152808,649,9.6318760869379,10.1878742707343
"23091",426,855971,6155,10.1974544008182,11.0717938519234
"18545",171,348439,2444,9.71577999419729,10.636678435377
"35377",11,93266,125,40.9477424248473,41.4467643418899
"19590",55,100204,823,11.5395794981106,12.6787271443797
"8276",13,33777,144,22.2089552238806,22.7820895522388
"27711",39,117640,851,23.1750290960817,24.5506271822061
"10173",11,35922,210,15.7142312530975,16.5148107201403
"9465",36,176415,1521,14.846372747144,16.1009609436219
"622",519,2803463,3666,16.166589835995,16.5052606684546
"903",197,530577,4393,16.7293993041517,17.9801609220274
