"","numemp","asset","RWAJT","RBCT2","rbc1rwaj","rbcrwaj"
"57899",13,90640,69571,888,5.84726394618447,7.12365784594156
"22039",24,114957,65272,739,16.1217673734526,17.2539526902807
"16522",142,754473,355822,4508,17.383691845923,18.6506174435532
"16419",42,111884,63815,807,15.02781477709,16.2924077411267
"30367",37,252275,160369,1226,11.746035705155,12.5105226072371
"4788",7,22307,16382,172,12.4587962397754,13.5087290929068
"31826",68,224837,113466,1423,23.7119489538716,24.966069130841
"57298",39,138401,108027,1353,14.1473890786563,15.3998537402686
"32487",16,47427,26096,327,17.7191906805641,18.972256284488
"58485",47,229203,189839,2382,16.2242742534463,17.479021697333
"57657",47,361225,215221,2716,18.9893179568908,20.2512765947561
"35456",44,276149,179266,2256,12.6225832003838,13.881048274631
"58358",5,36420,22805,310,3.91580793685595,5.27515895636922
"58773",25,49218,30105,339,15.1901677462216,16.3162265404418
"11706",17,56386,41111,370,12.1573301549464,13.0573325873854
"27552",147,729430,457821,5725,13.2525594064056,14.5030481345329
"58321",60,526246,348589,4325,11.8626806927356,13.1033968369627
"34393",7,110623,81592,1031,18.3326796744779,19.5962839494068
"57611",4,53337,31451,396,26.8385742901657,28.0976757495787
"1673",482,504361,263406,4347,36.9854900799526,38.6357941732535
"58548",20,85622,56304,652,13.1944444444444,14.3524438761012
"6646",53,108521,78201,828,16.3501745501976,17.4089845398396
"3564",88,308917,198032,2133,14.7299426355337,15.8070412862568
"26977",54,127217,67097,844,17.014173509993,18.2720538921263
"57157",16,67027,51875,673,4.14265060240964,5.44
"57633",79,272784,229001,2887,11.3073742036061,12.568067388352
"9087",1170,4342464,3359059,43053,14.3877198941727,15.6694181316851
"57626",36,166701,141531,1770,10.7446425164805,11.9952519236068
"22543",5,26340,13297,97,23.3285703542152,24.0580582086185
"8426",155,700061,398918,6791,12.8244401104989,14.526794980422
"57869",26,129212,95737,895,11.1524280058911,12.0872807796359
"35408",248,1255973,595660,12013,17.9256622905684,19.9424168149616
"31249",36,127813,90850,890,11.9977985690699,12.9774353329664
"9751",54,358846,290177,3384,15.7307436495656,16.8969284264432
"91005",37,182018,107802,1158,34.5828463293816,35.6570379028218
"27831",55,244777,110443,1383,20.5381961735918,21.7904258305189
"35029",56,143408,107494,1353,10.6024522298919,11.8611271326772
"32257",114,221792,114890,1023,34.8228740534424,32.9619636173731
"30332",18,41863,32287,405,32.8553287700932,34.1097035958745
"30619",15,80379,43674,558,17.2688556120346,18.54650364061
"19795",68,300335,215679,2704,12.4258736362836,13.6795886479444
"26549",22,96822,60624,668,14.4546714172605,15.5565452626023
"27942",150,1176402,718892,4375,24.8639573120858,25.4725327309248
"32266",86,1045821,600543,7545,19.6497170061095,20.9060799976022
"19600",265,287205,177729,2363,28.963759431494,30.2933117274052
"4061",19,69343,43463,548,12.5232956767826,13.7841382325196
"58562",28,108595,70242,886,16.3022123515845,17.5635659576891
"58727",27,124206,96136,1128,15.9752850128984,17.1486227843888
"35189",250,711402,601238,7563,13.3827203204056,14.6406248440717
"14936",30,118651,83463,1024,13.0333201538406,14.2602111115105
"7506",251,982544,662486,8360,12.285089798124,13.5470032574273
"18489",147,512571,443972,5578,13.0136585190057,14.2700440568324
"26568",44,196056,119125,1492,14.8146904512067,16.0671563483736
"14311",14,114252,85302,816,10.3198049283721,11.2764061803944
"32304",6,26163,12265,154,31.9200978393804,33.1757032205463
"58697",9,51465,36022,454,18.9772916550997,20.2376325578813
"9812",8,40265,27385,188,26.9782727770677,27.6647799890451
"28380",153,557945,275124,3450,13.8424855701429,15.0964655936959
"27015",206,400246,311217,1377,14.8006053653881,15.2430619149982
"8251",28,118811,85400,1072,11.751756440281,13.0070257611241
"8822",11,34233,21040,193,15.7271863117871,16.6444866920152
"31372",30,73828,44808,563,11.8126227459382,13.0690948044992
"18152",33,50681,34248,430,17.7090633029666,18.9646110721794
"57072",63,353001,263421,3353,7.12737405142339,8.40024143860968
"29864",210,763967,607817,7731,7.60854007044884,8.88046895693934
"10375",27,117409,94503,1183,12.6271123668032,13.878924478588
"57103",76,594955,443219,8311,11.481006003804,13.3561512480286
"34885",172,196841,140771,1752,16.6213211527943,17.8658956745352
"57264",31,364387,264477,3307,5.44773269509258,6.69812497873161
"57478",37,171941,91446,1147,12.5549504625681,13.8092426131269
"35267",37,1020389,399840,1912,34.2989695878351,34.7771608643457
"3304",69,271729,194854,2441,10.38880392499,11.6415367403287
"35224",24,60570,42012,536,6.7504522517376,8.02627820622679
"35314",8,33939,23208,301,34.3502240606687,35.6471906239228
"13947",34,163956,91739,1143,16.476089776431,17.7220157185058
"57845",81,304826,217493,2750,9.53869779717048,10.8031063068696
"29849",66,172261,131908,1407,14.9998483791734,16.0665008945629
"17230",100,514309,367609,4613,19.8327570870136,21.087622990732
"34106",36,133336,100784,1271,4.81624067312272,6.07735354818225
"9831",60,223045,133154,1457,22.3598239632305,23.454045691455
"17622",48,165141,120945,1531,13.8963991897143,15.1622638389351
"3931",466,1120897,809649,11627,10.2460448910577,11.66851314582
"13080",38,143793,62824,789,26.2542977206163,27.5101871896091
"2773",259,944725,673403,8596,10.8712019399973,12.1477035296843
"20093",47,124212,88374,982,12.2139995926404,13.3251861407201
"57759",9,37751,26872,358,3.08499553438523,4.41723727299792
"6058",101,407934,236419,2967,13.6655683341863,14.9205436111311
"58629",86,488677,381276,4730,11.9926247652619,13.2331959000829
"35265",22,126342,69638,872,9.98305522846722,11.2352451247882
"15062",20,55178,31109,392,10.8875245105918,12.147610016394
"10973",158,623782,547449,7003,11.648938987924,12.9281449048222
"11569",188,550360,329304,4136,13.7447464956393,15.0007288098535
"12511",43,146425,98657,1235,14.4571596541553,15.7089714870714
"197",70,273880,176163,2218,12.675192861157,13.9342540715133
"34566",40,137322,117694,1474,11.3608170340034,12.6132173262868
"34930",22,80744,54630,688,15.1473549331869,16.4067362255171
"57733",34,215741,169738,2146,11.1495363442482,12.4138377970755
"15657",57,194015,125843,1484,11.8536589242151,13.0329060813871
"34664",65,534747,330694,4152,12.0676516658905,13.3231930425106
"7237",328,1469695,860386,10705,13.12422563826,14.3684346328276
"57424",15,58220,41890,529,12.4516591071855,13.7144903318214
"35173",29,153666,97062,1230,15.3520430240465,16.6192742782963
"1946",47,109626,101613,1279,9.82453032584414,11.0832275397833
"15083",7,14225,6766,87,2.36476500147798,3.65060597103163
"91",58,178673,143794,1810,10.8412033881803,12.0999485374911
"55130",21,146717,101463,1303,7.93096991021358,9.21518188896445
"4051",10,35726,17923,226,20.292361769793,21.5533113876025
"34782",48,1080082,571261,0,14.7802843183764,14.7802843183764
"57803",1000,77423723,67101765,823099,17.5377592526814,18.7644020988122
"58424",105,662358,460726,5768,15.9604624006459,17.2123995606933
"15699",24,85180,61997,781,14.2781102311402,15.5378486055777
"15426",11,21430,17097,214,9.92571796221559,11.1773995437796
