"","numemp","asset","RWAJT","RBCT2"
"15448",6,19761,15418,193
"22039",20,46038,34957,441
"16419",40,80670,50395,571
"30367",28,193328,101608,728
"4788",6,17433,10594,133
"31826",60,140249,85438,960
"57298",17,51301,45286,510
"33025",109,234488,183932,2300
"35048",36,187234,134465,1143
"35456",24,112727,67883,750
"11706",15,45252,29493,184
"161",45,195903,117192,1472
"27552",70,276319,186626,1751
"34393",12,104370,80040,907
"1149",18,62858,46915,590
"1673",420,235003,355054,5956
"6646",41,80529,54888,251
"26744",78,242208,178555,1796
"3564",87,233698,146995,1122
"26977",58,89875,51005,517
"35517",43,128052,123748,1264
"57157",10,46562,37937,322
"35086",40,76819,46609,329
"9087",1086,3122340,2581987,33884
"27789",84,359948,255563,3208
"22543",5,21692,13147,129
"8426",120,331952,202361,3507
"35408",35,54015,37418,481
"31249",39,107937,69407,762
"9751",53,191592,179043,1171
"91005",57,210729,128399,1652
"27831",68,239912,127202,1595
"35018",184,42302,7804,0
"32257",167,247669,160654,888
"30332",17,33295,16242,88
"30619",13,65520,38239,479
"19795",55,179280,136052,1708
"27942",106,603725,353256,1453
"22051",304,827520,415362,4238
"32266",63,855087,482463,3726
"35559",15,42080,32882,411
"35189",271,290329,203624,2546
"14936",21,83162,61272,767
"30400",53,157667,114783,1443
"18489",131,284265,232723,2924
"26568",40,158799,105158,703
"14311",13,62685,52823,548
"32304",6,26138,13247,122
"7506",209,865521,505094,3928
"22658",60,230487,175726,2450
"9812",6,26670,19995,201
"5682",20,70868,48286,604
"28380",110,281160,173368,2048
"8251",19,65001,50417,460
"8822",11,26571,16003,176
"31372",38,85006,45444,678
"29472",94,326364,206332,1275
"33535",668,1267076,1193662,25216
"18664",2,184923,170640,644
"57072",45,135776,121905,1260
"27642",307,1032861,645635,5329
"34939",37,128173,100090,914
"18152",38,39914,28040,351
"10375",20,53485,39952,508
"57103",29,113770,91817,988
"25332",19,4093,1268,7
"31217",83,191874,142918,1126
"34885",16,84161,47986,445
"27197",150,763798,605954,7209
"57478",11,42294,14711,150
"35267",22,1012059,406926,967
"3304",21,17556,12513,161
"19600",94,84564,49786,622
"15696",33,81941,41166,516
"35224",24,44545,29018,363
"34676",41,135573,93819,3177
"35314",12,60985,45714,510
"10361",120,250647,178962,1402
"29087",43,157584,76483,553
"27311",24,68567,25804,324
"29849",71,162166,103883,1102
"35029",48,130382,93870,1060
"17230",120,422698,296560,2959
"34947",51,99849,70941,826
"34106",36,97575,79601,997
"9831",60,182104,99587,1247
"17622",54,187063,126903,1595
"3931",298,501455,420902,7029
"4061",9,29912,22299,281
"29561",20,50684,28270,354
"13080",47,143554,57037,714
"2773",246,704226,508509,6425
"20093",30,50384,32969,253
"34388",66,174873,120555,1043
"6058",87,298796,175299,2914
"35078",16,66036,54053,657
"34987",15,67894,50453,462
"35265",14,56098,40636,407
"1078",501,2437305,1951286,21039
"8583",28,83964,62806,786
"15062",20,44790,20043,255
"11569",165,429474,252558,2099
"12511",38,116913,79519,1000
"23124",53,260316,206647,5084
"34664",76,368655,172318,1369
"34566",22,82475,73017,605
"34930",13,49416,41188,516
"1932",93,361056,338926,3729
"57512",43,170275,106555,1225
"35140",19,76032,62676,555
"34473",42,135620,72966,913
"7237",269,808799,480356,5984
"33468",67,138544,88607,1113
"28299",32,175461,74968,571
"35173",25,86121,60851,761
"15083",9,23148,16976,207
"91",39,109935,77894,675
"55130",21,129640,86913,641
"32317",92,251446,189509,2388
"33684",NA,896169,NA,NA
"34782",54,844278,352541,0
"15699",28,79137,66831,838
"15426",10,12623,10389,125
"10790",56,196311,133130,531
"23091",411,1153483,977343,7544
"18545",181,424961,339665,3347
"35377",12,143840,78453,605
"19590",54,116879,78645,819
"8276",13,38824,20811,205
"27711",50,148233,86545,897
"10173",11,41727,28936,266
"9465",37,162722,113767,1429
"622",536,3414825,1454960,6322
"903",204,675524,386445,4832
"14531",546,1491803,1041596,13026
"34302",37,71398,41907,525
"28701",41,198700,104774,667
"6423",232,2251339,1756406,22158
"3735",1269,4394828,3445828,42429
"27267",32,140145,106478,888
"29031",163,401863,264528,3311
"6782",56,76610,33898,425
"20726",24,111750,80873,1015
"35461",21,52017,31882,400
"19594",34,57723,36284,456
"19838",58,178632,131329,1673
"20557",26,67004,60115,670
"34422",47,474735,260185,2227
"32328",57,220937,144532,955
"1117",54,150855,124742,1560
"19234",32,70412,50971,638
"17906",45,97436,47013,589
"35568",25,85580,70517,880
"31980",19,52318,40134,502
"6183",27,74268,52724,642
"20156",110,246068,199584,1770
"21919",68,116697,72206,709
"20537",58,126007,80526,901
"34955",149,447186,283528,3548
"10973",24,63925,57688,529
"4624",30,82102,62611,359
"34232",17,25201,19539,245
"18609",137,400704,316557,3960
"20311",76,303329,256942,2393
"34606",28,52392,39914,257
"20843",149,594669,506293,20265
"20473",309,776702,550264,6904
"23433",72,151658,128103,1404
"5216",127,362617,275667,3448
"5800",36,152222,122685,1337
"20241",245,532941,398872,4513
"21567",18,25608,18713,235
"23886",86,238494,171530,1560
"15836",21,39493,24480,176
"20504",57,171752,126573,1586
"34788",44,343679,157700,1972
"27006",201,1249704,1052816,10995
"21663",44,116893,91218,620
"35033",12,46560,30917,386
"34868",77,270437,216218,2426
"35412",44,271391,204333,2554
"57359",11,52115,42576,393
"31581",7,34062,14842,39
"34090",52,206206,156284,944
