"","numemp","asset","RWAJT","RBCT2"
"35260",7,512346,496404,5959
"57899",14,90143,77628,763
"15448",8,33385,28149,360
"16522",127,456267,289531,3559
"22039",23,101664,70671,591
"16419",49,104193,66567,673
"30367",38,183271,131174,707
"4788",6,19460,10691,134
"31826",66,172245,113377,1067
"57298",37,116272,87319,911
"58485",27,69384,44384,556
"33025",144,689104,502149,6293
"57657",39,223855,199143,2490
"35048",45,302965,199003,2094
"35456",35,218261,142783,1356
"58358",14,32091,27669,346
"11706",17,50385,37321,310
"27552",104,428884,349606,3348
"58321",31,190033,107620,1028
"34393",10,125540,90959,1012
"57611",5,48148,38188,449
"1149",24,110679,93509,982
"1673",585,316236,321909,6728
"11338",90,347197,270823,3432
"58548",8,11157,5968,32
"6646",53,115696,78906,477
"3564",98,348064,209708,1390
"26977",63,102827,65374,658
"35517",107,414238,386903,9549
"57157",19,78619,74304,931
"57633",125,263408,234604,2814
"9087",1146,3974460,3422958,43121
"57626",31,124655,112799,1224
"22543",4,23651,14321,121
"8426",143,468418,314076,3672
"57869",23,76565,62994,638
"35408",109,375652,315462,2070
"31249",41,115470,93402,787
"9751",57,382858,357622,3651
"91005",63,155878,94509,1196
"27831",58,248374,122530,1531
"35018",176,56277,29147,0
"27207",18,74166,50608,643
"32257",138,236967,122879,1023
"30332",15,28916,19970,85
"30619",16,87677,53786,675
"19795",60,249230,204371,2556
"27942",149,1079511,687016,1811
"32266",83,1492439,911148,4180
"19600",267,328536,269983,3177
"4061",18,48658,38187,478
"58562",13,21591,6989,39
"58727",12,16273,4937,0
"16476",11,41722,30104,378
"35189",203,621815,525284,6443
"14936",30,119072,96067,1183
"18489",147,455632,380090,4761
"26568",40,194808,127050,1479
"14311",13,75189,65673,617
"32304",6,23295,12297,140
"7506",235,911378,582881,5848
"22658",72,356879,284984,3167
"9812",7,31269,23300,152
"28380",147,451697,254670,3191
"8251",27,88128,69857,720
"8822",10,29791,21496,157
"31372",30,70780,46488,288
"18664",21,42907,15895,171
"33535",787,2217247,1968956,40680
"57072",77,354594,338514,3232
"29864",312,1021563,749139,6623
"18152",48,50176,36075,423
"10375",26,115837,106955,1279
"57103",47,327079,247312,1290
"31217",82,265695,210038,1525
"28225",244,1310073,1162923,12630
"34885",29,106835,85551,924
"27197",175,1181061,884752,11066
"57478",27,110601,79469,930
"35267",39,1338397,425328,1494
"3304",39,120642,83326,1009
"57840",14,178650,128812,1165
"15696",32,74318,37032,469
"35224",33,97236,83588,874
"35314",10,77201,37904,484
"29087",46,131097,74126,303
"13947",33,132979,87840,1091
