"","rbc1rwaj","rbcrwaj"
"57899",4.8565898293155,6.13706195265231
"22039",17.4249597182771,18.6525140778392
"16522",17.6007441327991,18.8723526044648
"16419",13.2268656716418,14.2686567164179
"30367",11.3134682055558,11.9491690124068
"4788",13.4573304157549,14.1781439052645
"31826",17.8910666628404,19.140815565185
"57298",11.5823414963874,12.8319190332216
"32487",17.5127289307698,18.7666236036173
"58485",16.0879160987516,17.3425568437801
"57657",18.8950214012165,20.1612600435534
"35456",12.2618312530322,13.5215895558594
"58358",-0.704423781346858,-0.704423781346858
"58773",22.5022071806945,23.4365803413773
"11706",12.121064668386,12.9434090798501
"27552",12.7770604477464,13.9218529627937
"58321",12.2179334464595,13.3777307941885
"34393",15.9698104641925,17.2273294745205
"57611",25.2179232298517,26.4749961767854
"1673",36.2905029627299,38.2167512709599
"58548",12.9394206390592,14.018305072555
"6646",15.7668275526621,17.0127586335915
"3564",14.3306861624562,15.3455444764119
"26977",16.6555034605939,17.9087593956984
"57157",5.2673876203288,6.55147713971243
"57633",9.79258501259446,11.0559666246851
"9087",13.9636865424919,15.2318548747005
"57626",11.3049291922446,12.4384610709293
"22543",21.9671425496808,22.5625941602697
"8426",12.0192368314205,13.6642532361909
"57869",11.5095559867086,12.3882161414777
"35408",16.6596298249499,18.6757248079739
"31249",12.2751721538936,13.0688501376089
"9751",14.9488408581705,16.1997300765226
"91005",38.872207604602,40.0175411443017
"27831",20.8027222755431,22.0539219963354
"35029",11.3427411789104,12.6067764138925
"32257",35.4678007290401,33.3544523520222
"30332",33.0310922478377,34.2818558888782
"30619",15.4179279259374,16.7038600057447
"19795",12.0440795555434,13.2980037892309
"26549",13.6958279815423,14.7075147075147
"27942",23.3072311944118,23.8852744359232
"32266",18.7778618700819,20.0356208957794
"19600",25.0612017229447,26.3699373005134
"4061",10.1912770685373,11.4461243518801
"58562",8.61827584032289,9.88837737276912
"58727",17.8109594913196,19.0624181372199
"35189",13.6819121423905,14.9404468943794
"14936",12.4227970044652,13.4259964606748
"7506",11.9861971737644,13.2492973572197
"18489",12.8281214334627,14.0839990869664
"26568",14.813490035769,16.0688128087208
"14311",10.6732432921003,11.7359192211347
"32304",31.7373018440634,32.9909414428987
"58697",19.2398286937902,20.2275160599572
"22658",15.1300767802004,16.1007725342198
"9812",27.8930257759889,28.6090254663674
"28380",13.4443073488153,14.6987323550581
"27015",15.2204275061683,15.4582359622664
"8251",10.3954169144216,11.6475323606092
"8822",14.8388540734109,15.4789615040286
"31372",12.9575778309956,14.208433116661
"18152",17.8194854491776,19.0727239862626
"57072",7.55389869953563,8.82419488649219
"29864",7.16193913593386,8.42857803896164
"10375",11.9165152015863,13.1268588896233
"57103",10.4369840294557,12.3828310873552
"34885",14.5398248641326,15.7783547549549
"57264",6.98449039881832,8.23744460856721
"57478",12.5858325342503,13.8390150888911
"35267",33.289175603543,33.771426626868
"3304",11.4228197037156,12.6763781423869
"35224",7.18107759844497,8.46528490619608
"35314",33.5250814594312,34.4985719457742
"13947",15.7474733371283,16.998721900609
"57845",10.2165363824088,11.4734908435668
"29849",15.2919442335241,16.2884451298269
"17230",18.9262617944939,20.1776975889144
"34106",3.64511344098709,4.91437143916664
"9831",22.1659297237033,23.4173423030542
"17622",14.6212716526017,15.881991185213
"3931",11.5608799235975,13.016529837733
"13080",23.7716997258982,25.0272628135224
"2773",12.1070474703645,13.3879743784007
"20093",11.9762747453756,12.5661590414651
"57759",6.16424467725583,7.51267320040554
"6058",13.2875668064934,14.5414252329636
"58629",13.7351444168857,14.940516121885
"35265",9.29986936824259,10.5561577586926
"15062",10.6805413687436,11.938202247191
"10973",10.8992524530258,12.1754407540474
"11569",13.0100423373489,14.2623396279339
"12511",14.6172340140126,15.8709357877684
"197",12.0275946479735,13.2821497120921
"34566",11.2338793699712,12.4867576630449
"34930",14.560318969932,15.8168117638452
"57733",13.5430486220338,14.821855980305
"15657",10.1272881561401,11.3104618741666
"34664",11.5377276002609,12.7908996921184
"7237",12.5569312659107,13.7934505901412
"57424",11.4638869629665,12.7262294690033
"35173",14.6933547488589,15.9488060505637
"1946",8.35450433304712,9.60706034398817
"15083",5.94804010938924,7.20145852324521
"91",10.0129609056763,11.2647463365603
"55130",9.89648579152107,11.1541504582317
"4051",23.2547910775997,24.5177505497958
"34782",16.5707000717468,17.2620526882581
"57803",19.2269506226737,20.4789031616068
"58424",18.5474854524937,19.7996890291782
"15699",14.1700735895339,15.4292722812756
"15426",9.1307861018123,10.3832390626804
"23091",11.8783668388044,13.1615309277319
"18545",11.964585509815,13.2260979968916
"35377",21.9345728406684,23.2075367214431
"19590",12.4445694463976,13.6980265316646
"58275",37.4315097361544,38.6903256624238
"1149",13.6479068335727,14.5226246665299
"8276",29.0409163259574,30.1114197434537
"27711",17.1627660960821,17.898674598125
"10173",20.0528119204049,20.8544214265506
"9465",20.6597453008268,21.9152952436658
"622",11.0052424169271,12.2625090527112
"903",12.0238348584805,13.2827120488457
"14531",12.490209520545,13.7427481897254
"34302",15.6383426543989,16.8575981718684
"28701",15.9672858917105,16.8948022091272
"6423",12.3268248644735,13.5909826377834
"24107",15.6047700390901,16.8912129621059
"27267",11.0093042071197,11.8441545307443
"29031",11.8552691490438,13.1121622988971
"20726",15.109865470852,16.3811659192825
"8893",13.3609162924466,14.6324234320601
"19838",26.7742996968445,28.0478327533939
"20311",10.713147059023,17.0906340517037
"34422",13.046572602515,14.171797157968
"32328",14.5139829543411,15.5913237356604
"1117",11.8063411697909,13.0575845154901
"19234",11.8881472491909,13.1459850323625
"17906",15.3134016402753,16.5640547970102
"35568",11.1867329113637,12.440731414052
"31980",11.7932092309838,13.0481768109879
"6183",10.7027852124456,11.9532034125125
"20537",20.6409595754712,21.1924523337025
