"","numemp","asset","RWAJT","RBCT2"
"57899",16,76117,67622,849
"22039",23,155036,85454,1037
"16419",45,125194,71631,898
"30367",39,233313,142705,1282
"57298",54,215684,152138,1408
"3881",100,310547,241721,3038
"32487",14,51258,26366,330
"58485",61,453761,291922,3667
"57657",65,554385,441526,5545
"35456",47,363365,213023,2674
"11706",17,67747,47075,411
"27552",179,985970,786314,7418
"58321",82,789973,685554,7221
"34393",11,101779,63007,792
"57611",5,38792,26257,303
"1673",386,683744,545571,7110
"58548",28,105684,82664,1030
"6646",58,123204,86827,1091
"3564",90,318308,191528,2215
"26977",49,127378,74617,933
"57633",178,436011,360617,4525
"9087",1119,4912578,3965298,50221
"57626",44,195800,164880,2061
"22543",5,29706,13165,112
"8426",170,874119,481372,6612
"57869",41,171462,133722,731
"35408",287,1695123,1142827,10023
"31249",37,143889,104791,1122
"9751",46,363726,243264,1620
"29132",205,842090,537159,4148
"91005",25,170287,121048,1048
"27831",44,221791,100153,1204
"35029",38,128183,98707,1240
"32257",101,247420,135632,1696
"30332",21,57257,44030,551
"30619",13,68193,33281,418
"19795",75,336697,243262,3051
"11694",96,336663,250306,3162
"26549",24,118348,81225,879
"19600",290,309325,155375,1963
"4061",22,87162,65557,825
"58727",45,213194,182122,2281
"35189",223,998663,848657,10648
"58562",27,133350,89484,1123
"14936",40,148924,129253,1188
"7506",264,1044804,712257,8992
"18489",155,624587,536986,6420
"90140",91,392023,248828,3151
"14311",14,161348,109252,950
"32304",6,24364,15658,142
"58697",13,90559,51464,647
"9812",8,47856,33303,203
"28380",159,660123,338599,3086
"27015",201,554305,388344,3094
"8251",30,131598,93272,997
"8822",10,43908,28556,234
"18152",31,60886,39117,395
"57072",44,260084,195894,2483
"10375",29,132182,96716,1211
"34885",194,436551,357482,4477
"57264",25,267638,224638,2812
"35267",11,18167,4826,0
"3304",126,501429,419507,5251
"35314",9,38804,33903,433
"13947",36,202646,109621,1372
"57845",91,282804,206527,2599
"17230",87,541487,316147,3891
"34106",40,136979,94846,1193
"9831",56,258637,161649,1989
"17622",40,168307,114695,1446
"3931",565,1527255,1230758,15399
"13080",29,135822,52160,655
"20093",44,125971,92472,1060
"6058",90,409955,291482,3585
"58629",178,1206361,944762,7462
"197",69,309697,192346,2430
"11569",185,624739,329324,4139
"10973",132,559637,472006,5976
"12511",44,158289,98087,1232
"34566",44,164998,172014,1938
"34930",20,93399,56834,712
"57733",38,169776,119468,1508
"15657",59,191711,102927,1299
"57424",14,62243,45106,562
"35173",32,161047,110293,1384
"1946",50,140680,105144,1316
"91",51,122754,80770,1033
"55130",118,119614,67884,860
"4051",11,48812,23016,288
