"","numemp","asset","RBCT2"
"10173",10,27217,171
"9465",29,130965,440
"11892",62,99731,556
"903",179,495966,2969.63
"622",427,1844987,4938
"14531",380,852351,7126
"33197",52,154413,952
"28701",31,127943,0
"6423",177,986747,8050.53
"3706",36,132532,918.34
"14341",64,188932,1360
"11980",25,51102,161
"9266",141,478525,2911
"3735",401,1208430,6453
"15082",32,103028,500
"10817",10,19205,111
"10459",72,154819,546
"27267",33,102046,564
"29031",100,292112,849
"20289",80,155387,1376.91
"29289",95,347435,1138
"6782",48,67490,414.75
"26213",31,69262,647.39
"20726",27,56201,456.53
"21946",20,34030,228.22
"22968",87,158875,1031.63
"21614",35,52563,277
"20311",74,153527,1237
"19594",39,53434,417.09
"19838",36,95590,819.78
"19234",29,33106,281.04
"17906",46,58094,369.8
"19281",78,86300,603.22
"34063",4,2662,20
"26904",15,64915,364
"20156",45,106917,592
"20537",71,133749,1097.29
"21919",59,71993,509.32
"20663",24,51230,418.4
"10973",22,49769,392.26
"10570",61,148282,1432.13
"5243",343,750582,6780.48
"4624",17,44861,216
"27501",77,149137,900
"22989",106,267157,1106
"18609",114,181510,1400
"26498",124,471572,3743.5
"20639",132,225290,1443
"10892",12,14957,78
"16749",34,87834,477.36
"19862",47,134239,603
"24678",21,32807,252.58
"20473",182,331016,2766.6
"21567",18,20614,112
"23886",74,117225,724.05
"20504",50,103396,980.07
"27006",62,181938,1321
"21663",51,79672,415
"21224",64,115287,727
"9771",97,240900,2371.93
"33994",11,23017,187
"15001",140,400618,2463
"31581",6,19116,0
"10647",9,23510,181.18
"428",39,50971,271.03
"2328",17,29534,148
"26365",827,11431418,98564.67
"27471",100,211661,2517.99
"29140",104,211502,1412
"29242",14,52638,127
"28574",634,1312546,9231
"31346",5,19517,50
"30182",68,120631,565
"27930",475,1584516,3497
"32328",16,67653,561
"22461",51,75875,542
"18362",42,66062,544
"31758",18,31449,91
"25711",34,63003,359
"26306",116,22129,235.78
"23348",33,66685,341
"8843",51,83486,391
"25046",23,28234,248.07
"22675",127,277219,2424.29
"239",5,12122,114.32
"1439",21,44461,431
"14993",8,18714,187.87
"4488",10,21763,175
"25192",191,198066,2214.07
"26764",13,57744,521.97
"30950",3,6554,18
"16730",61,123490,733
"26398",17,34860,298.09
"26248",51,118378,750
"25621",26,44974,410.07
"10882",55,141708,598
"32972",57,138199,561
"24472",40,66342,456
"22373",63,156105,1059.96
"20241",145,225359,836
"19300",94,233922,1467
"22695",48,110312,898.84
"24179",47,72972,228
"18806",24,29971,274.75
"33993",9,22685,122
"33812",11,26498,212
"6837",115,302481,2120.26
"894",540,1408231,12995.05
"3619",2133,6185896,154075.22
"13085",150,330915,1626
"13595",64,106105,841.27
"24525",23,43367,211
"15872",291,543066,3851
"24481",18,29893,240.03
"24334",19,39155,282.96
"27528",37,62105,451
"28268",134,431992,2512
"23001",34,45740,260.96
"20393",156,284711,2513.64
"24655",77,125893,1213.2
"29899",10,39090,0
"30617",38,146497,849
"9104",8,28083,184.94
"18246",230,1248450,4112
"31980",13,26546,218
"30385",8,34022,74
"32633",2931,19447658,86499
"32526",750,3310658,7456
"29597",20,103164,542
"29878",28,68887,360
"17784",166,211140,1041
"8733",40,78673,513
"15432",9,17274,134.44
"1117",32,73283,643.09
"228",54,153248,1432.42
"9645",38,42176,238.03
"20292",21,17927,82.1
"5617",15,21889,113.56
"22569",24,40325,87.99
"20006",10,13361,81.82
"16701",290,692771,2723.2
"14542",5,11233,72.72
"26944",22,48245,367
"15444",77,147359,1217.18
"19115",45,67553,485
"10204",8,13228,104.75
"22263",7,9971,92.68
"20712",16,27652,269
"22554",27,56338,572
"21131",24,45652,358.95
"13150",167,349422,3143
"13099",44,104359,331
"10120",12,32762,196.46
"4858",146,325644,2613.38
"6770",28,64863,431.89
"30713",3,6658,0
"25057",38,57314,349.97
"19355",30,89784,611
"8205",23,39204,241
"5174",18,40398,278
"1804",90,182400,662
"29668",27,63967,276
"1424",71,151753,1404.19
"28705",98,297005,2003
"23671",60,52662,419.46
"28254",376,1253069,8497
"26478",6,20156,113.68
"5417",26,40882,399.8
"28949",6,35278,43
"19157",133,244396,1553
"2782",4143,9242172,87944
"27083",1338,6546818,49863.64
"33766",86,311152,2475.75
"33431",219,1096605,8912.85
"26800",18,61517,357.13
"29688",43,127052,653
"15954",162,344950,2666
"33784",49,128882,655.06
"15354",20,37806,306.03
"22381",14,25487,124.81
"33467",11,22653,167
"18903",45,117336,924
"28454",85,230089,1873
"32113",42,176964,1128
"11681",4,9811,51
"29979",531,1690416,12883
"22959",7,13634,72
"9923",44,62629,425
"33991",13,23216,136
"25244",41,87880,793.76
"10858",11,36466,140
"16782",43,67605,450
"18483",6,11136,77.72
"23284",239,1096619,7410.27
"34067",7,4639,0
"16410",19,31640,182
"22015",34,71594,497.05
"17751",92,234491,1133
"32018",21,35073,185
"33134",21,70213,681.04
"11682",22,50596,148
"10989",33,64814,450
"30079",6,21555,90
"23339",152,131330,1248.37
"9619",25,28122,216
"6051",52,106905,735
"16068",952,3997442,23685.25
"17453",16,48025,159
"22288",90,690777,3319.78
"33655",NA,197050,0
"21001",57,93702,595
"26987",24,100795,956.35
"14203",16,22982,142.98
"18625",33,86182,214.56
"31813",3,5690,19.16
"12612",215,556223,4093.45
"28507",13,47208,83
"32569",50,174066,597
"15392",7,12963,105
"18775",233,524380,14375
"90713",15,21340,148.21
"97",157,395621,2941.37
"32960",14,40441,8
"33901",37,70386,420
"19732",78,156703,1203
"18277",42,111485,418
"18434",17,40001,316
"26822",24,34284,165
"1391",17,36262,247
"1431",10,34563,278
"29471",7,58244,274
"4666",162,256339,2554.35
"29743",16,35673,112
"9967",44,92752,227
"1198",22,60765,298.31
"15085",73,86022,390
"17123",79,324288,611
"28780",63,254740,604
"34012",2,3625,0
"22671",27,92175,761.54
"8023",31,84486,881.73
"32422",4,8604,24
"31217",24,68447,459
"29663",159,323708,1777
"29884",9,62455,236
"17305",28,36467,299.05
"22552",8,14909,125.68
"1436",3,3948,47.44
"11343",8,23755,167.05
"9049",67,119350,413
"25745",61,180273,1386.35
"33825",18,31751,88
"24497",20,34088,295
"33013",10,25562,195.59
"19601",77,268728,3647.89
"22177",61,132269,813.48
"5296",449,1063838,22439.27
"11619",170,345828,9184.05
"1515",89,153726,1860.94
"1509",330,664910,8539.52
"12340",178,455725,5176.14
"5311",231,432779,5986
"33792",8,38191,369.96
"33367",270,271711,3177.87
"13073",51,102528,690.43
"29805",961,6477248,10855
"26243",9,67208,860.06
"24064",13,28881,130
"29085",52,136309,495
"28225",169,479422,4187.44
"9631",12,36230,65
"90146",54,155542,769.84
"27293",19,59523,428.99
"9096",6,14906,93.36
"21641",26,61806,463.37
"27184",30,146402,1416
"25663",207,443990,3851.83
"5915",318,930429,6953.49
"24829",14,69169,674.22
"29973",80,250700,1029
"30243",25,100802,588
"32335",41,247149,1103
"26390",50,110067,833.4
"30783",10,59574,20
"1396",8,13574,127.5
"284",12,41616,278
"28288",7,23238,80
"11477",19,54727,318.41
"35",103,210852,1747.05
"26336",27,108812,591
"28191",12,69724,342
"5814",16,51561,381.25
"28242",25,79356,364
"18836",71,149628,1283.23
"14418",36,125570,2194
"23658",32,66818,498
"11694",95,95498,911.55
"11556",33,74027,544.99
"26579",32,55854,266
"21645",4,7378,5
"90030",4,5181,55.75
"22314",1,1859,0
"13191",13,45699,274.35
"26617",8,30458,180
"10171",16,54879,412.22
"28626",113,569379,2906
"28522",41,180532,378
"1814",10,26996,111
"18331",47,80767,527.02
"22616",11,43348,268
"29197",96,276132,1138
"13272",17,41359,315.75
"33365",33,73059,571
"2987",141,241024,883
"26704",18,28159,332.38
"32004",34,54396,440
"6959",84,141408,582
"32477",17,29120,155
"32341",82,241824,783
"32404",12,34720,219
"11652",93,241357,1550.53
"27476",664,976940,8249.4
"19919",572,1116534,35292.29
"33690",NA,405899,0
"22519",495,2516157,61488.14
"9828",64,352741,2419
"22464",86,92639,863.29
"33691",NA,475827,0
"22302",52,61335,635
"16876",6984,12471000,88877.5
"33976",472,965572,0
"20828",1389,4406218,60928.51
"12342",13,23938,195.59
"14618",87,291510,2931.17
"26653",10,15444,94
"18408",264,697510,4917
"1047",57,82542,688.91
"1961",45,65128,507.35
"33927",7,9606,30
"21269",48,100343,355
"27122",20,36642,328.83
"24516",60,429918,9564
"22559",52,86114,640
"16697",4,4495,40.36
"33658",NA,195810,0
"33657",NA,250334,0
"33686",NA,1721211,0
"33694",NA,229232,0
"33674",NA,158153,0
"16604",114,246118,1852.24
"25270",852,2547343,23688.56
"4800",1618,4975476,41558.83
"33660",NA,281907,0
"33666",NA,150893,0
"19842",501,2005747,16552.51
"14570",34,77625,733.92
"5170",37,107338,755
"32964",447,1085788,10376.52
"15093",39,69223,468.77
"16601",20,41550,295
"11782",42,87768,393.52
"866",20,28687,203.24
"19434",55,125628,1028.19
"13290",39,96012,563.83
"22130",47,76432,671
"155",27,42891,314.81
"26689",18,73543,644.53
"9108",108,172543,1540.06
"18700",49,54750,424
"12226",9,16077,100.39
"24799",38,65284,582
"32971",2816,8548115,56276
"25178",136,282242,3344
"28163",188,452392,4352.9
"3622",3204,16164000,930288.75
"27595",2576,7299580,143578.99
"3510",52385,159795000,5844296.25
"17300",1591,4067938,32828.95
"33326",393,965017,3930
"22911",1327,3661217,35120.18
"33404",2434,7424716,21848
"9575",3417,7256744,129107
"20209",139,229363,2527.49
"12773",90,194594,1453
"5618",18,55941,470.61
"8243",29,64748,651.09
"27519",24,76532,650
"33554",75,72842,534.93
"8252",16,47177,109
"20360",24,56045,231
"19588",75,148737,1157.75
"19877",43,74121,613.24
"14033",12,25163,203.1
"581",16,15309,110.06
"21882",34,60920,553.61
"33681",NA,62750,0
"6195",21,65947,511
"23123",64,123857,988
"16282",9,21961,79
"1465",11,16408,147.47
"18930",30,42545,147
"33589",24,56305,395.84
"33696",13,31816,206
"18407",34,49864,298
"1623",29,40772,165
"8595",10,18591,115
"15817",5,17442,138.36
"287",88,154164,1083
"100",175,443252,3139
"32715",36,294636,404
"15267",9,23366,216.49
"10253",17,42468,319.67
"16959",7,14938,29
"8278",10,18696,104
"1756",9,14330,94.55
"9788",28,77532,571.06
"32722",45,123939,750
"10883",12,48417,100
"33987",61,33764,0
"23813",42,33664,149.51
"17948",2007,4147873,50723.78
"6137",36,77098,550
"27473",17,40447,258
"15103",6,8571,55
"5605",28,41323,129
"15833",9,15175,135.12
"11245",26,71529,312
"9385",22,56779,369.16
"1675",4,12206,89.97
"15906",14,25524,173
"2733",10,27454,201
"16288",21,28124,251
"1749",60,138453,916
"20239",24,51867,357
"8254",31,48685,414.45
"12549",26,65953,501.41
"9176",43,111932,772.62
"17190",25,49086,314
"15068",12,27207,188.67
"871",138,273397,1978.23
"16754",136,768896,4007
"15554",17,27436,96
"20632",27,55859,371.23
"18936",38,104460,702
"12325",9,32187,259.48
"9406",13,12924,86.21
"105",22,42335,333.72
"21979",94,129554,913.74
"23457",17,32908,225
"9023",84,124042,821.57
"32920",23,69900,659.93
"13274",15,21067,146.23
"16922",15,29381,243.17
"10885",7,10579,58
"19491",110,192888,587
"5713",30,45102,125
"33653",NA,1703280,0
"6123",63,113924,881
"16953",8,12826,138.31
"13167",27,75317,399.37
"9238",43,119569,788.82
"26955",48,95518,846.36
"21015",16,26374,213.2
"12738",7,8438,72.03
"22061",59,120806,810
"3062",26,46485,319.54
"8775",32,71242,595.26
"27302",23,58503,491.89
"26217",39,80232,332
"16259",28,57234,402
"15795",52,111325,580
"15834",36,80102,579.85
"19829",18,19819,144.66
"22639",22,38227,221
"25328",6,12888,47
"25338",24,56324,493.01
"9359",33,103612,516.32
"1701",18,61923,397
"422",31,74299,100
"22142",184,278343,2001
"10523",93,167403,848.87
"4796",15,35500,229.14
"8146",21,25901,164.84
"23060",27,36268,271
"8531",20,45930,233.52
"20827",84,159971,1406.6
"1153",6,7872,77.83
"1612",5,13043,99.87
"8776",15,23799,155.78
"1937",25,69814,468.27
"1468",23,44720,330
"1878",22,44205,309
"4075",29,50326,420.93
"17543",27,47204,320.25
"15291",36,58028,507
"5683",37,115020,980.03
"18182",8,11759,46.27
"5684",26,51130,330.59
"282",51,103804,771
"14749",25,65765,266
"876",25,63276,589.3
"2477",9,23792,217.69
"99",18,55253,298
"8810",45,88299,622
"17569",4,8225,34.36
"26542",32,65835,358
"17327",44,109377,692.34
"14912",11,22682,155.3
"19515",15,52856,446
"22309",18,37817,322.51
"1960",5,9590,35.9
"16274",7,13996,95.07
"9068",24,51285,466.02
"10805",11,31153,95
"2372",16,23212,170.59
"15813",24,42607,148
"15409",58,108388,670.02
"26403",45,49996,456.42
"16243",31,40516,380.63
"877",43,77853,657.78
"296",27,83245,441
"16154",8,26960,196.14
"11522",15,23112,159.58
"10008",11,18781,119.49
"108",24,51512,423
"5687",12,45698,300
"9763",8,17928,133.6
"19981",49,134435,921
"18321",78,122321,997.98
"13303",17,32338,331.7
"1249",20,28029,227.19
"8532",24,45650,159
"8675",41,91844,791.09
"5635",39,85079,693.36
"12108",5,6765,40.32
"1751",6,12715,93.52
"49",10,11024,35
"11207",20,47692,480.62
"26551",24,63742,560.65
"11732",12,39981,283
"6843",28,80074,570.36
"33632",10,23046,143
"22681",15,32111,77
"16993",53,130771,1047.69
"1484",12,38741,318.69
"10594",37,74093,467.13
"12461",8,24702,130.12
"2398",9,20937,148
"21158",11,22013,63
"8296",42,80103,752.88
"8693",15,29606,240
"8288",15,25784,188.4
"19603",45,99814,285
"2333",4,4843,11.33
"15397",40,79932,613.49
"5775",38,85931,632.45
"26324",16,43500,240
"13162",7,20689,85
"18243",7,8316,59.15
"22838",15,44035,221
"2379",26,68205,397
"16527",11,20762,115
"309",65,122932,817.83
"24841",22,58847,507.51
"24500",31,31711,229
"9392",21,49642,281
"5950",160,443774,4077.65
"5636",32,101924,727.25
"8486",20,75691,518.23
"17995",7,19542,149.2
"15113",17,29718,275.59
"1372",23,44257,321.96
"15866",11,16238,122.23
"20884",544,828594,15412.82
"8144",16,68875,93
"10315",16,40588,205
"9127",4,10312,62.36
"27125",76,120806,1102
"10057",25,57400,421.17
"12986",194,322481,2623.49
"13962",14,37568,175
"18450",27,58700,395.03
"18053",3798,11218399,224919.34
"1627",25,48967,298
"17813",7,18276,150
"149",29,44779,444.94
"9514",3,7256,29.29
"10054",47,108380,507
"15821",20,37451,242.2
"289",19,79329,274
"8297",19,46918,311
"1464",13,30519,246.37
"9360",24,58276,514.51
"11241",11,25121,244.77
"16460",67,219901,1586
"21029",74,99255,813.26
"16706",72,151170,751.6
"1678",42,114403,1042.58
"10310",83,127371,936.29
"4937",10,19204,151.45
"10674",12,37491,312
"8584",12,20924,126
"22444",19,46323,358
"19505",46,120498,989.16
"33648",NA,118248,0
"18415",9,19547,150.4
"21339",13,24077,165
"21332",15,33651,257.32
"310",22,37302,277.21
"14794",28,26019,172.51
"23826",29,69057,567.52
"20183",58,102504,859.98
"8118",32,61493,421.66
"16469",11,8993,48.58
"8804",37,46955,273.81
"22991",7,10446,70.71
"20040",24,41484,234
"11750",14,33888,229.05
"17378",23,46442,325.46
"22609",3,4247,38.23
"9817",7,17394,174.7
"9775",12,33370,257.91
"21120",33,68180,519.47
"1635",68,192418,987.37
"12102",11,42503,121
"22012",41,62260,541.06
"27320",25,84116,724.88
"8695",14,45539,308
"15547",27,50719,328
"13874",48,75815,656.4
"11200",60,152166,887
"7768",345,675628,6752.96
"23194",46,52907,351.6
"23277",17,27158,173
"18379",18,38600,232
"4130",17,41265,225.1
"9318",19,33939,163
"8886",75,106546,740
"8265",5,4728,24.58
"15266",5,10058,95.53
"971",111,177572,1621.8
"13832",17,18904,142
"11255",31,58936,402
"1643",13,26919,92
"17309",84,220778,1630
"19087",9,15811,166.8
"11608",18,80983,477
"91280",16,47847,349
"273",20,31141,179.5
"26268",10,19180,121.39
"20434",36,93676,345
"16795",21,21162,166.69
"24606",65,96273,852.68
"16490",19,37472,278.49
"22176",24,62423,432.66
"23790",53,79587,598.91
"17878",166,107165,968.51
"8885",17,34905,179
"23321",24,39141,302.29
"24750",18,23037,206.09
"2224",8,24154,50
"20761",3,1070,7
"11448",49,87103,627.27
"16281",9,12965,50
"13264",34,74486,557
"16805",48,65576,404.08
"148",31,56252,384
"127",28,51623,247
"1694",39,86719,448
"8120",20,43881,316.12
"11466",18,26774,231.86
"15653",15,27670,186.81
"9332",13,27926,181
"32779",66,151205,3931.35
"8145",13,29728,209.14
"9034",28,56396,268.08
"17032",10,16314,118
"285",20,34374,160
"11780",33,147633,1173.64
"26477",113,223427,1778.55
"20914",11,42874,188
"12327",45,94946,807
"9315",41,69031,515.23
"303",46,79323,600.69
"1523",21,61546,196
"6139",22,35067,299.32
"13611",4,9249,77.36
"27553",29,173031,974
"27377",12,16074,122
"9165",17,35991,317.55
"157",16,22625,222.38
"618",34,78357,432.47
"11232",10,20814,172.84
"19954",15,18847,136.14
"22273",42,64613,438.02
"17829",6,15361,142.51
"11813",1386,2292164,20760.36
"17355",9,14438,68
"12511",22,51259,403.9
"13901",6,15552,145.55
"15556",25,58608,324
"20769",13,32065,176.73
"1373",9,19116,95.15
"12232",11,30109,250
"2145",14,39646,306.65
"11609",15,36298,273
"168",24,34803,255.53
"8556",37,44701,428.39
"9057",21,54078,374.54
"13017",25,36596,220
"12530",35,88218,658.92
"18099",27,79050,572.61
"91",16,25675,209.72
"21704",36,62006,464.41
"19448",65,199249,1363.67
"10626",9,21973,110
"27575",0,12885,47.83
"26990",504,958999,6045.44
"14701",28,55048,435.17
"14800",30,65266,538.72
"9628",10,14045,112.21
"5704",12,23421,103
"18129",163,376008,2936.56
"20130",36,64630,551.61
"33350",216,549722,3858.4
"33527",23,51944,462.27
"31203",84,207028,0
"3753",132,204460,1882.54
"27343",17,62162,563.3
"14329",30,121186,817.59
"18171",35,192018,832.91
"21529",3,23133,99.96
"9523",8,19455,164.05
"23876",28,40297,829.86
"5867",30,58083,457.21
"9803",28,173738,825
"9304",23,41359,300
"4214",1912,4023728,31689.37
"5902",14,37964,247.06
"21085",12,14516,127.31
"16905",6,15325,75.88
"21971",18,56220,328.74
"13710",5,10435,75.6
"17110",4,10757,57
"10634",48,97119,821.49
"12247",6,13558,118.58
"20830",43,91908,918.95
"1713",14,43073,326.03
"1617",36,81025,389
"27064",57,106421,851
"33698",NA,67990,0
"16607",10,18927,57
"11067",17,20413,135.93
"22319",7,8923,80.53
"11256",29,71011,490
"16982",56,136418,1019.9
"11603",19,32842,281.36
"12745",4,10292,43.56
"14660",36,110018,948.3
"15309",92,148778,1268.62
"101",20,58905,262
"20318",38,58317,492.83
"8432",77,130633,679
"2442",137,308966,2676.07
"11711",36,89647,429
"50",30,52031,376.46
"12956",28,52053,374.54
"9160",26,48460,270
"1377",15,31470,97.62
"8472",29,73839,330
"6178",29,76353,404
"15673",62,110561,759.77
"10373",65,162513,1230
"10628",13,17454,132.55
"328",11,18610,128
"14349",26,45494,265
"33313",7,38473,403.41
"11243",30,57830,492.03
"24243",115,307827,2165.55
"8802",7,7378,41.7
"25070",71,98452,941.35
"21230",127,216534,1086
"18556",87,124894,1117.2
"22623",170,254194,2208
"22637",19,27608,164
"22002",8,11001,79
"664",110,156243,1309.47
"15193",17,32463,262.73
"29285",71,120383,929.36
"9046",8,19144,156
"27504",66,130017,1207.17
"24267",118,164095,1313.78
"5863",64,161333,1014.37
"32975",41,98214,684
"19506",34,80101,397
"33990",9,17637,3
"15294",6,25826,246.66
"12236",11,25546,226.93
"22739",22,29530,313.64
"26280",16,29433,230.84
"24919",54,118143,950
"10067",8,14600,63.75
"9820",6,10458,94.79
"5634",29,55961,464
"12469",35,84036,631.89
"13202",17,36277,309.73
"11392",29,70711,609.96
"32275",65,127805,940
"1536",349,731379,6603
"16413",16,49525,231.13
"19726",52,94753,663.91
"21930",21,42825,327.58
"8892",59,105268,693
"22169",37,62710,651.84
"13565",69,148948,1315
"11788",26,57425,358.94
"8333",4,8713,69
"836",71,177488,553
"21573",64,166533,1094
"15400",23,66225,570
"3403",36,50930,268
"12474",25,45724,287.23
"21161",23,47446,271
"10629",19,33298,294.44
"22407",115,169706,1563
"20408",55,92963,824.06
"26928",33,36158,265.44
"26759",31,78982,544.65
"26539",78,54327,420.99
"22353",31,46991,220
"16107",24,39878,269.55
"21219",24,32575,261.77
"20387",135,256004,2220.79
"15506",76,134077,1169.8
"110",29,57046,512.13
"20524",34,79746,645
"22340",19,47612,1069.25
"26210",25,36826,288
"23760",10,11044,54
"22597",188,308038,2897
"19125",28,47660,66
"22346",10,16964,105
"77",38,132082,1115.41
"2247",89,111981,962.66
"20704",33,47897,342
"19258",46,108206,405
"25291",5,11287,116.13
"22441",39,79030,692
"24340",11,16954,119
"26627",35,54012,353
"32941",68,225489,1440.46
"3514",1732,4256654,87345
"4198",12,32216,177
"11293",20,29700,275.53
"16389",56,107250,785
"26611",7,11268,78.21
"11244",22,60978,439.22
"11257",17,33248,251.34
"12786",19,43153,340.73
"19480",8,17714,118.53
"26400",68,142024,1237.39
"17041",49,109389,827.4
"17159",176,226628,2499.56
"13397",43,337012,1803.42
"27537",32,74722,743
"15134",29,68176,458
"420",10,19470,84.54
"184",32,51507,408.46
"194",11,22305,173
"1035",28,66553,367
"17445",30,49775,310
"23273",65,142937,1415.42
"8558",11,26822,175.51
"27496",16,45875,406.48
"22025",7,8426,66.09
"25268",12,29089,154
"12627",72,231576,2017.81
"18626",102,305718,2434.48
"10744",20,48856,439
"8874",7,7541,59.79
"5608",26,73576,398
"9995",39,178967,484
"15423",11,15765,91.94
"313",68,98809,641.63
"1531",52,99444,305
"12838",53,116817,964.03
"4087",31,60644,448
"15204",12,19314,110.82
"22978",31,58153,539.5
"1418",26,42987,235
"10003",35,72431,435.97
"22528",48,72051,614.8
"24211",19,29094,282.24
"8250",37,73971,635.24
"293",27,41009,295.53
"11647",31,70504,427.56
"9323",27,77196,470.89
"12207",21,69510,478.22
"15136",51,138931,1222.62
"16201",16,31728,230.28
"17145",17,44535,348.03
"32727",7,28296,156.74
"32092",15,34802,272
"5699",23,44863,363.19
"11715",11,28383,214
"11431",35,98276,799.86
"23063",75,55939,494.99
"862",18,47539,221.97
"15104",50,83706,530
"18795",6,12047,109.38
"306",39,67643,398.26
"13654",30,62866,544
"4328",58,149406,1458.17
"21377",696,324521,10
"2293",1219,2721184,80305
"11594",27,91669,891
"19556",170,440420,3062
"15025",5035,12752949,311170
"6522",103,264048,3765
"10013",94,261175,2075
"4315",216,532827,4837
"10851",60,151478,933
"6538",90,214170,5294
"11325",135,280071,2534.81
"3663",627,1793327,19570.59
"6643",441,1099999,21138
"17219",982,2643206,80163
"18914",1300,3129406,23930
"6559",3385,7380923,276241.39
"6564",69,194688,1922
"6570",1799,3551202,121191.38
"6576",104,310932,4402
"5292",65,175528,1403
"12806",63,136885,1101
"13875",98,290385,3365
"12332",174,555318,4043
"4345",1843,5884922,72234.69
"5298",97,269402,1933
"5300",159,355495,2751.38
"14985",1819,4210683,101914.06
"4350",485,913267,10150.61
"10143",708,1651808,17433.01
"19152",326,821079,14735
"12358",135,363123,2636
"10283",183,435205,2701
"6633",74,199231,1595
"8402",82,221986,3102
"4356",40,120597,899.59
"13093",231,679882,6264.76
"5309",1490,4735535,166557
"12320",40,123959,959
"15824",340,564669,4597
"5316",50,142692,936
"12109",100,280692,1796
"2719",121,220205,2128.17
"6677",103,245809,3769
"15095",75,179408,1556.63
"26936",133,382702,2829
"14830",50,133215,1338.99
"4373",124,298750,2867
"3734",328,862135,6101
"6699",88,251917,4925
"14549",140,340677,2498
"935",363,726928,5520
"13391",108,283567,4713
"5327",57,180684,1828
"27474",6750,18292578,106090
"16703",440,911430,9601.27
"2487",152,194723,1870
"6768",895,2558572,16669
"6742",21,47378,252.13
"6745",87,196003,1079
"29538",117,221915,1665
"6738",463,1168074,16289.43
"2116",3136,7639397,69496.6
"12323",10,12838,124.04
"18124",33,62971,422
"32640",2663,11984603,36855
"29951",45,131366,115
"13653",35,93719,691
"9534",41,91533,691
"27208",62,90045,637
"24430",506,544780,237
"30559",737,1752972,14378
"32401",23,54772,393
"22434",31,33603,130
"27351",15,22200,171
"29146",148,556111,4338
"29311",367,1043556,11118
"12029",257,1874393,7273
"32539",48,68188,254
"26392",166,1554138,98781.94
"953",225,519079,4421.24
"623",11056,81393000,1363233.75
"23592",17,22240,0
"27512",47,62873,503.35
"23537",51,67456,608.89
"23210",31,62370,563
"4950",90,157398,1529.18
"27550",42,57151,468.05
"9006",42,70201,414
"30100",92,260119,1925
"27129",5,20838,189.2
"10842",93,204857,1986.34
"5903",159,369206,3364.61
"32247",106,606765,2416
"10502",31,47598,407.74
"26712",14,21679,187
"33897",23,64245,525
"4009",131,229398,2514
"26972",27,40612,349
"10374",24,44127,380
"19274",7,13766,240.66
"19582",67,141607,912
"17514",66,117157,849.38
"16578",46,173015,1495.45
"15938",13,48630,323.71
"14244",18,54894,449.31
"15781",35,97438,671.22
"27022",25,49598,431
"11971",146,323651,2703.6
"30878",2,13957,71
"29320",73,166190,1256
"20215",23,78035,173
"851",36,67672,396.07
"7268",0,102890,100
