"","rbc1rwaj","rbcrwaj"
"15448",11.4465146136415,12.3127373411603
"23309",9.09854584370601,10.3586100551973
"16419",13.2231796730153,14.4214562615877
"4788",34.457234274295,35.7232988577317
"23406",12.14773111404,13.3995503598654
"33619",9.84723190905989,10.9543860706852
"11706",14.7220362558579,15.677506158556
"27552",11.977096836147,12.9162700682325
"1673",8.72872340283459,10.0129515238006
"19713",15.8941334991496,17.1459581763064
"6646",21.7480605450097,22.3969439683931
"26977",16.225030244913,17.39841148457
"28738",15.3797298287613,16.4936365635
"20662",14.4158515595483,15.4485537970698
"19593",12.7012086860208,13.9536128661396
"9087",10.7792955472209,12.3003175549695
"22536",13.405718196808,14.3794916467038
"22543",14.4009157715068,15.4434235136599
"27789",13.9229933897613,15.1808538692126
"8426",12.7024093855547,14.8866939195249
"31249",10.5566096058326,11.1790914323477
"27136",10.1262382256116,11.3859912195527
"8841",12.3705285638014,13.5006228866346
"27831",12.6458036984353,13.3940256045519
"32257",15.041017968994,16.1014023377776
"30332",23.5065732566508,24.3385474786559
"30619",14.3115354312462,15.5304259164851
"19795",11.0039119191485,12.265818081529
"22051",12.8711045546745,13.6477278087731
"27942",15.0320433691624,15.7956274699531
"25002",15.5699081530492,16.592848126061
"32266",9.00519508382628,9.54232690716278
"21109",9.56397647027295,10.659395141299
"14936",17.2509776699496,18.453735077217
"23064",22.2461890121211,23.1154322875586
"18489",10.9491857124536,12.2056745421136
"26568",19.2542521473823,20.3657768670658
"14311",11.401302184051,12.3825748979572
"32304",27.579795475674,27.7347381468857
"7506",17.7742223306935,18.9730558126099
"22658",9.19399676518825,10.4446219378936
"9812",37.4121432805487,38.1234651536963
"26202",13.1419400674681,14.3939309240115
"5682",12.4016611698778,13.6552764567675
"28380",8.37180645143772,9.62201102565552
"26973",12.848784460752,14.1011558376258
"10922",14.5884224279952,15.7132306993126
"33914",47.5735845910114,48.8284832819144
"8251",12.4221991701245,13.3039419087137
"8822",16.7273069689701,17.9825743050778
"13435",8.97357132073348,10.2242734256062
"33104",20.4777488741574,21.6105843193197
"31372",32.422836855065,33.6711905170933
"29472",18.7614980289093,19.3117608409987
"33535",26.3367460605673,27.6075750111025
"33979",11.1227244797162,17.1913173160417
"18664",10.1506782370916,15.8404867900113
"28923",13.5272844033596,14.7417318709547
"25332",9.3789798401932,10.5820904439811
"91005",12.2674556470321,13.5453068901512
"27197",24.5042991468749,25.7608009430747
"19600",24.8783803606315,26.1375905946182
"15696",13.7028709225405,14.9584514615309
"19158",12.1416318749514,13.402487674284
"10361",12.1991881396309,13.1895386073516
"29087",33.4681935969239,34.2974170358606
"29849",10.3467996886269,11.495385006434
"32106",10.8035628685375,11.876258324993
"17230",13.8621802301323,14.7963393941642
"230",10.5418097707997,11.7100067755426
"34106",31.1221634954503,32.3753949563297
"29349",15.3089018199827,15.9558004209484
"9831",19.8771016684033,21.0434172798735
"17622",12.1483128969009,13.4028269585321
"4061",12.6069853799495,13.8646004484246
"29561",58.8717412154503,58.8717412154503
"13080",25.2618679916739,26.467132209763
"2773",11.7325074901837,12.6016966820481
"23032",18.4529898366861,19.7082400283825
"20093",12.0496560893912,13.0021222736455
"6058",27.2049104454083,28.4562696298572
"26984",10.753998357028,11.4449899181265
"1078",8.80244593119193,9.98793478281653
"8583",17.9585259921285,19.2198141045157
"15062",12.4231772641241,13.7001853159764
"9296",11.3068262122345,12.5688299494531
"11569",11.9657895536382,13.2186202637176
"23124",8.94337997452603,11.5801847582918
"30196",11.3195404039448,12.5565503795264
"33468",11.0605506487454,12.3122996775422
"163",13.9901569149365,15.2420943628094
"3640",10.2814698983581,11.2918746616948
"33684",NA,NA
"32474",9.17473614030937,10.2135072504288
"15699",14.4193937718704,15.6723113087841
"15426",8.95959419930273,10.2169895566576
"23091",9.3067247486768,10.2371905189938
"18545",10.0763444201431,10.8896457942627
"31751",13.4370899877845,14.2786047142922
"23403",14.6126757355982,15.4142687194734
"19590",15.9056608199939,16.9378865959227
"8276",24.3266461776735,24.8953367374102
"14498",16.0302225852563,16.9355387652304
"27711",25.9857856337749,26.9596630808483
"10173",15.1568040271169,15.9697598794804
"9465",26.5998893416677,27.8537843877999
"11892",16.8458091019114,17.6492909524207
"903",14.6625571426356,15.6602185763079
"622",20.5920711325282,21.4235560454746
"14531",13.821887369806,15.0724052713847
"18936",14.8776858148355,15.8151089168467
"3831",16.039958805205,17.2919274326617
"4415",11.7637751531097,12.7925261608282
"33197",9.24446673609708,10.131296245885
"28701",17.5862764205786,18.1491313552203
"6423",15.8237508844126,17.0957212181952
"14341",11.8113220705935,12.8559277963671
"9266",13.531880657208,14.4444814311837
"3735",9.44335798791218,10.2148408361915
"15082",16.3963639983175,17.2119277808638
"3706",15.6905877513052,16.5102352983835
"27267",13.2513443687597,13.950985599245
"29031",19.7919601376621,20.0178982781194
"29738",9.93822083660081,10.536694527858
"6782",17.1131750355705,18.4137334391512
"26213",12.6705000541113,13.920509645959
"20726",13.9820941936082,15.236930014113
"20557",9.86077460961004,11.111226336339
"22968",12.6781658986084,13.6773520773259
"21614",11.701038109648,12.6494406136262
"19594",13.4691101435785,14.7243587044333
"19838",21.1278755397922,22.3996136028074
"20311",9.72771327342014,10.6858808610689
"19234",9.81740641047945,11.0727486885608
"17906",22.9169523231955,24.1744249469811
"34063",26.7095218963439,27.657693852953
"20156",10.1220356111117,10.8986258636409
"20537",11.4679044531928,12.7190544432595
"21919",13.7416386398608,14.996654385538
"10973",11.5710972768508,12.7386992806065
"10570",13.5880285450609,14.8568552093237
"4624",13.5442770894796,14.377144633927
"27501",9.98849633784354,10.6628024431459
"18609",9.44540883668617,10.3961768980694
"34232",90.3351698806244,91.1003979185797
"22989",15.6889997779316,16.3687902498922
"26498",12.3328023917834,13.5851551972207
"20639",16.0976785183668,17.1021057389064
"10892",11.5783778466381,12.7391667896316
"19862",16.6857812998525,17.5271536607089
"24678",9.31928569562226,10.5716312427359
"20473",11.2352178300287,12.4876043686804
"20241",12.4906101380873,13.080737994828
"21567",21.8987262345485,22.8901298864278
"23886",16.8453233502346,18.1020196051088
"5800",10.7664094784968,11.926995743578
"20504",10.5095524267091,11.6759653304209
"27006",9.06326732498366,10.2689060043456
"21663",12.6477651316568,13.6751450169962
"21224",11.5057277919852,12.4037580515023
"33994",14.0083501362786,15.2197152256685
"15001",11.0563019572198,12.1489583461451
"31581",30.3692699490662,30.3692699490662
"34090",23.5309554530146,24.0558094779889
"10647",22.3617715557228,23.6118769745762
"428",30.2921267274107,31.5468599991228
"2328",36.3358924228697,37.0171052541946
"27471",10.0786331126193,11.3616827585163
"29140",9.21273031825796,10.4681175748255
"28574",13.2595908874809,14.5107371024939
"31346",59.7316547954282,60.5598807354646
"30182",14.7768925919414,15.5167516535241
"32328",12.466104057376,13.7256392711422
"25711",12.2648903841697,13.4132591016684
"26306",84.012140383341,85.2808792088121
"23348",10.7571203759485,11.5114204705698
"8843",14.7929261438086,15.6544160393755
"25046",13.4876523427127,14.6780086255048
"22675",3.67281491823258,4.9578726953407
"239",10.4521886700105,11.7053077449117
"1439",9.42505836738642,10.6067855191364
"14993",16.1410926561982,17.39398236869
"4488",9.40835405378994,10.3312739552004
"25192",18.1607806201941,19.4597187587962
"26764",32.0364593606589,33.3022954294858
"30950",28.6799620132953,29.3447293447293
"16730",18.6739801343396,19.5687128815581
"26248",10.8532007016379,11.7890515460306
"26398",12.9354305369914,14.1738618151412
"25621",12.0498767059011,13.2878093583715
"32972",13.6876884942284,14.9450394194238
"24472",14.8241862511861,15.6790751614663
"22373",15.4904166104648,16.5745632227855
"19300",9.8705029536102,10.9626028589095
"18806",20.0068786930993,21.2708491784893
"33993",9.26827886957014,10.0668290196523
"33812",14.8070827903954,15.9960735653478
"6837",20.5140239196189,21.7648629111273
"3619",8.71630122240725,11.4637261626859
"13085",11.5365899113725,12.4787749523731
"13595",12.3965305958762,13.6501219565082
"15872",11.0613592536399,12.0078780627202
"24481",10.9994592665825,12.2507137549118
"24334",24.3166051730345,25.568299833609
"27528",9.74107543909068,10.654658129744
"28268",16.2487800910865,17.1132888744307
"23001",13.2868440833842,14.5078927029993
"20393",12.8966829218974,14.1544223135277
"24655",12.0017265336747,13.1305396576481
"18246",28.9983315524486,29.7889764742104
"9104",27.420495910484,28.6774411630117
"31980",10.7816570858721,11.8728756480742
"30385",12.7182308750397,13.4430219024442
"30617",16.773536031254,18.0347360822116
"32633",8.88890538874419,10.9178430954944
"32526",11.4293474907352,12.2256408519123
"29597",34.3894466043831,35.6389872144529
"29878",24.1283154276821,24.8632757614405
"17784",15.9997552745163,17.2500461960689
"8733",16.7573426499837,17.8938617445568
"15432",20.2114188633272,21.4660112362093
"9645",15.1875250933357,16.4335390025428
"228",9.22577109781336,10.4761744912215
"1117",17.1052043200566,18.3703960024055
"20292",17.1573767601888,18.4089990365122
"5617",36.3103788198845,37.5783692437685
"22569",10.6680873909977,11.9253208572814
"20006",37.5730503021884,38.8390033381454
"26944",10.6428192991343,11.792686263893
"16701",27.3043775246645,28.568937788141
"15444",12.4644770326069,13.7197374023428
"19115",11.2657334217309,12.30236606855
"10204",14.7312077937675,16.001264878575
"22263",14.0071292696411,15.2632814393993
"20712",10.7985936715219,11.8487740285832
"22554",11.0961214843349,12.1375766263689
"21131",8.7170611722766,9.63179998965334
"13150",13.2206670255582,14.3710425799175
"13099",16.753231965806,17.3685316890306
"10120",34.4771542544928,35.7314773430722
"6770",13.0930994126822,14.3568389341816
"30713",34.2424242424242,34.2424242424242
"25057",11.8128380471358,13.0760830120568
"19355",10.8092674687288,11.6809825871747
"8205",9.04082649748791,9.80859632817446
"5174",9.47700189971792,10.3525032141692
"1804",15.427001109276,16.5947215296553
"29668",16.3655077767612,16.3655077767612
"28705",10.128668236951,11.295796555328
"23671",21.7082511062237,22.959240552425
"28254",9.42125682786589,10.3310709565562
"26478",15.1331111009635,16.2564500662131
"5417",12.0748245211355,13.336090696022
"28949",17.2117743254293,17.4366312346688
"19157",10.7752018293922,11.7236010000654
"2782",9.55080997380598,10.6005176866182
"27083",10.4365445624303,11.6918171269446
"33766",20.8677770712396,22.1240589936617
"33431",13.3829305536776,14.6363521738184
"26800",24.6451707386441,25.8968143101174
"29688",22.070269418623,23.2582322357019
"15954",23.3549241122855,24.6109617833108
"33784",16.6271345069156,17.6772416834793
"15354",21.2252434258462,22.4812876730476
"22381",18.8223290282738,20.0726758496004
"33467",18.2820089946584,19.3852336753705
"18903",10.3214160651968,11.3627486032082
"8868",9.90175345845449,10.9103382299259
"28454",14.7415822980505,15.7791114669965
"32113",11.8258583605513,13.0018720624552
"11681",10.5541243888334,11.4873035066505
"29979",9.66556359669243,10.9167592452131
"22959",25.6821382262315,26.7138853645274
"34149",93.0762346432349,93.9915385241234
"9923",12.0897934015108,13.3419734812512
"33991",16.3345661532097,17.5862290334431
"25244",9.31068935799453,10.3098275421201
"10858",52.3569549123668,53.5759413697245
"16782",17.3185529250476,18.5334861165108
"18483",23.7410240217061,25.0044274253102
"23284",14.0078167056317,15.2659472410591
"34067",16.7984075140599,17.6487640840307
"16410",13.9224365819019,14.969470159543
"22015",9.60482110342839,10.8557126834677
"17751",19.4369248992445,20.2990162797752
"32018",12.9396738062488,13.9811357830615
"33134",8.79277114544567,10.0450773161562
"11682",48.1453927091083,49.1940340808446
"10989",19.5249146019631,20.7755503317809
"30079",41.3982343116201,42.531615366261
"23339",15.9294800590255,17.1667036930674
"9619",11.1343535542589,12.341737311461
"6051",25.0207432271009,26.2707560315621
"16068",16.4985534152614,17.7681550357455
"17453",11.6711287759892,12.2056101104433
"22288",22.7741597472229,24.0819396121186
"33655",NA,NA
"21001",19.347283583772,20.1300673507153
"18625",15.853026579006,17.0862970908133
"31813",32.9478907619844,34.2130897672446
"12612",18.387646653912,19.6572479745068
"28507",29.8071303331385,30.3156049094097
"32569",10.1098245868484,10.6456525417583
"15392",12.0401908972741,13.0648879949145
"18775",10.075931748165,13.3042300749317
"90713",14.2435909835351,15.4960198674914
"97",12.4498859756866,13.7147093092749
"32960",29.4989701766166,29.7403939734585
"33901",10.3547672963622,11.3770725998875
"19732",10.4524968353764,11.7086398832647
"18277",30.4360639248636,31.1984470448044
"18434",14.170000848503,15.3220069055094
"26822",10.2794568747744,10.9307334897149
"1391",16.4534696401048,17.463579446007
"1431",14.5251236161633,15.6131613060761
"2315",11.3623233490356,12.2144698249045
"29471",35.3156364318544,36.5725541694025
"4666",16.5069780787763,17.7927094247698
"29743",16.4047911827663,16.9057703693583
"9967",51.587494845796,52.2173629306398
"1198",29.3926326560444,30.4706914193831
"15085",26.2243318331403,27.203387224096
"17123",15.4747241095868,15.8496039195821
"28780",18.9606519628869,19.5099743398725
"34012",153.194765204003,153.656658968437
"22671",34.2248000553605,35.5103479671325
"8023",11.8745647508996,13.1252488469161
"32422",22.4150141643059,23.5127478753541
"31217",25.0637634611751,26.3130549782732
"29663",13.6318049960737,14.6018640427199
"29884",25.0347422296038,26.1024302613294
"17305",13.8826283119601,15.1331814253163
"1436",30.8317334788021,32.1129231075253
"11343",18.264734415365,19.5302536488593
"9049",14.7169394224301,15.3964976822697
"25745",12.3327545280846,13.5847641805901
"34095",36.3128806677194,37.3900293255132
"33825",35.0099664194516,35.9473485732756
"24497",17.1619138908859,18.3441169422478
"33013",26.7171972584184,27.9787399929001
"19601",13.0678876889165,14.7164062987169
"22177",12.74582091994,14.0047578613054
"5296",8.01365847524696,10.5179669308162
"11619",8.06967128392404,11.2679107026761
"1515",9.2478176366045,10.938461082334
"1509",8.76840362420572,10.2740529441173
"12340",9.40724475289386,10.989692081987
"13237",14.7282421690042,15.9837307037382
"5319",12.0059197318094,13.2611732757255
