"","numemp","asset","RWAJT","RBCT2"
"15448",9,18410,12929.7,112
"23309",67,121504,91245.35,1149.75
"16419",38,57652,37971.2,455
"4788",7,14756,5444.43,68.93
"23406",198,1088190,669219.62,8377.42
"33619",68,187996,145959.8,1616
"11706",20,25704,15385.1,147
"27552",38,80708,47382.1,445
"1673",112,53610,37439.61,480.81
"19713",25,40726,29381.91,367.81
"6646",32,58406,38219.5,248
"26977",30,43154,24714.9,290
"28738",77,294139,163748,1824
"20662",8,21711,11910.5,123
"19593",16,20875,15691.42,196.52
"9087",802,1987099,1484401.27,22578.07
"22536",31,60273,32143,313
"22543",6,15926,9784.1,102
"27789",70,242167,152366.66,1916.56
"8426",85,155606,101909.8,2226
"31249",37,73418,46909,292
"27136",299,557099,419128.99,5279.99
"8841",26,83668,56190,635
"27831",58,188390,105450,789
"32257",85,130406,60827,645
"30332",11,31316,15144.7,126
"30619",14,43445,21577,263
"19795",33,109280,89595.41,1130.61
"22051",155,486654,233189,1811
"27942",56,271936,165666.1,1265
"25002",29,59600,36756.8,376
"32266",48,554461,261016,1402
"21109",52,80449,59703.2,654
"14936",17,50237,29099.8,350
"23064",7,12015,6212.3,54
"18489",89,173813,125771.91,1580.31
"26568",32,95574,57488.6,639
"14311",12,40206,31285.9,307
"32304",6,21107,9681,15
"7506",157,472082,265508.1,3183
"22658",44,109964,78638.27,983.47
"9812",6,18572,11809,84
"26202",24,35350,19677.46,246.36
"5682",20,56993,37994.91,476.31
"28380",65,123563,81021.94,1012.94
"26973",28,43397,25317.57,317.07
"10922",13,13635,8801.5,99
"33914",27,76100,23986,301
"8251",15,42166,26992,238
"8822",11,24282,15292.36,191.96
"13435",130,145461,100216.51,1253.41
"33104",112,307737,143004,1620
"31372",24,34751,17463,218
"29472",33,100379,60880,335
"33535",80,102224,96352.07,1224.47
"33979",0,2076433,1405114.37,85270.67
"18664",3,1573898,1135254.19,64593.79
"28923",250,1016066,473384,5749
"25332",62,224929,159004.5,1913
"91005",14,242173,172016.11,2198.11
"27197",13,17730,8949.45,112.45
"19600",35,64634,25701.03,323.63
"15696",33,44138,30687,385.3
"19158",120,441054,321999.55,4059.95
"10361",73,101415,70480.1,698
"29087",36,141606,59815,549
"29849",57,109289,62947,723
"32106",1148,3490207,2232134,24114
"17230",110,310016,215702,2015
"230",13,28711,21400.5,250
"34106",18,19809,11384.17,142.67
"29349",28,64032,32308,209
"9831",58,136071,80424.2,938
"17622",32,65988,42713.75,535.85
"4061",11,15692,11350.85,142.75
"29561",12,45693,11469,0
"13080",50,121089,59572,718
"2773",76,238368,161644.9,1405
"23032",26,36250,18349.33,230.33
"20093",25,25448,15643.6,149
"6058",80,227982,98956.4,1238.3
"26984",61,152910,127208.5,879
"1078",98,377942,261495.5,3100
"8583",25,41546,17178.47,216.67
"15062",24,42557,23262.97,297.07
"9296",26,58058,42239.97,533.07
"11569",220,315423,158643.94,1987.54
"23124",20,53003,38195.85,1007.15
"30196",63,163778,105658,1327
"33468",32,56367,37077.72,464.12
"163",256,470182,275336.44,3447.04
"3640",26,53410,33254,336
"33684",NA,370182,NA,0
"32474",196,241708,185989,1932
"15699",26,47801,33572.84,420.64
"15426",10,14218,10156.71,127.71
"23091",257,450087,338647.6,3151
"18545",151,271331,200171.8,1628
"31751",8,25284,11051.5,93
"23403",32,95801,54890.7,440
"19590",32,65212,38363.7,396
"8276",12,31252,16529.2,94
"14498",8,22038,14691,133
"27711",37,91233,42407.8,413
"10173",11,31082,21772.4,177
"9465",35,143295,80210.86,1005.76
"11892",63,109878,69572.2,559
"903",186,613207,283763.6,2831
"622",436,2027916,616246.9,5124
"14531",388,962447,584449.85,7308.65
"18936",39,115914,76806.3,720
"3831",68,170259,109644.92,1372.72
"4415",172,434890,338760.3,3485
"33197",76,209805,153919.1,1365
"28701",31,136817,59518,335
"6423",179,1069336,679377.48,8641.48
"14341",51,190818,131915.8,1378
"9266",132,585087,354481.4,3235
"3735",352,1484636,951155.3,7338
"15082",32,134686,62288.2,508
"3706",117,422654,223388.7,1831
"27267",27,107637,86044.1,602
"29031",112,324557,181023,862
"29738",246,846624,522830,3129
"6782",56,57540,27972.6,363.8
"26213",61,117207,75585.02,944.82
"20726",26,63248,48132.99,603.99
"20557",35,63105,44357.57,554.67
"22968",86,161649,100882.1,1008
"21614",39,66893,40910.9,388
"19594",38,55889,35859.83,450.13
"19838",40,100965,69855.58,888.38
"20311",79,179540,123256.1,1181
"19234",25,39802,27532.73,345.63
"17906",44,67235,33110.86,416.36
"34063",4,7982,6222.5,59
"20156",49,127284,91039,707
"20537",67,139391,86729.01,1085.11
"21919",60,79040,42040.11,527.61
"10973",22,58655,37170.2,434
"10570",40,145622,96069.86,1218.96
"4624",18,55044,27015.1,225
"27501",124,211101,148300.6,1000
"18609",131,217424,155768.8,1481
"34232",6,6473,2613.6,20
"22989",116,317676,191382.5,1301
"26498",127,558621,354226.06,4436.16
"20639",142,263090,160190.8,1609
"10892",12,18132,10165.5,118
"19862",48,147956,81176.9,683
"24678",22,42372,31000.23,388.23
"20473",188,376197,279060.01,3494.91
"20241",162,257681,155220.6,916
"21567",15,19553,7968.5,79
"23886",78,131323,64896.35,815.55
"5800",13,48330,35499.3,412
"20504",50,120754,92934.5,1084
"27006",79,255122,181148.8,2184
"21663",56,74820,47304.8,486
"21224",65,127030,87747.6,788
"33994",18,57241,38634.1,468
"15001",145,381791,252046.3,2754
"31581",7,20662,9424,0
"34090",10,51305,22863.5,120
"10647",9,24968,15414.7,192.7
"428",38,49702,24623.56,308.96
"2328",17,31335,14679.7,100
"27471",1038,10597870,10492385.11,134622.51
"29140",140,272101,167757,2106
