"","numemp","asset","RBCT2"
"15448",8,19996,181.42
"23309",85,158911,1463.18
"22039",20,42813,466.34
"16419",42,68613,530
"4788",7,15571,100.73
"31826",40,85465,547
"33619",137,377831,2650
"35048",20,29442,20
"11706",18,29979,75
"27552",54,138247,872
"34393",7,45374,321
"1673",246,85682,1128.57
"19713",45,98782,833
"6646",32,62409,251
"26744",64,163545,1098
"26977",46,61651,365
"20662",12,22558,162
"19593",20,24343,209
"9087",908,2712681,27908.14
"27789",80,303063,2359.75
"22536",32,77610,396
"22543",7,19386,138
"8426",97,206770,2032.65
"31249",47,79096,495
"8841",15,41332,262.76
"9751",37,77820,736.69
"27831",53,193794,1177
"35018",1,5672,0
"34799",6,2811,0
"32257",112,175852,1120
"30332",15,35986,107
"30619",15,45833,321
"19795",47,135039,1420.55
"22051",233,629967,3652
"27942",83,380235,1358
"25002",30,89326,515
"27093",19,139947,1147
"32266",54,659249,3178
"14936",18,54610,429
"18489",108,220981,2210.06
"26568",38,110388,578
"14311",13,48803,409
"32304",7,24608,30
"7506",162,505799,3484
"22658",54,131761,1159
"9812",6,21191,134
"5682",20,64826,441
"28380",90,153768,1307
"26973",47,107228,698
"10922",16,20314,128
"33914",8,293194,8
"8251",16,54904,296
"8822",10,24420,206.42
"31372",19,39783,994
"33104",103,280986,1585.69
"29472",55,130548,582
"33535",117,432244,9174.89
"18664",1024,2463098,8313
"34939",18,19985,92
"25332",49,189090,50
"31217",64,108687,1007
"91005",44,203159,1822.51
"34885",6,12513,103
"27197",40,212078,2217
"19600",27,65681,272.6
"15696",32,67918,521.98
"34676",12,18190,134.14
"10361",75,130982,693
"29087",45,156158,472
"29849",60,115863,670
"35029",15,17038,90
"17230",115,346362,1667
"34947",13,17027,98
"34106",19,37042,322.55
"29349",30,77803,256
"17622",43,90850,781.27
"9831",58,156485,941
"4061",10,20278,182.99
"29561",21,48334,153
"13080",46,135244,720.49
"2773",234,574073,4329
"23032",23,41073,275
"20093",28,31863,158
"34388",24,47308,310
"6058",107,231703,1787.62
"1078",210,638161,6932.92
"8583",23,49241,382
"15062",22,43078,272.35
"4822",5381,16576795,328348.25
"23834",2,48161,163
"1932",81,236275,2131
"11569",178,311313,1768
"34566",19,31623,221
"34664",10,26975,120
"23124",25,89180,948.69
"34427",11,35146,289.36
"9296",23,62907,605.94
"30196",79,175813,1628.24
"34930",8,17679,104
"34473",30,59054,319
"7237",236,492731,3260
"33468",40,74315,655.11
"35146",10,34344,0
"33684",NA,546733,0
"34782",23,64634,0
