"","numemp","asset","RWAJT","RBCT2","rbc1rwaj","rbcrwaj"
"15448",10,21561,15662.1,145,9.74326559018267,10.6690673664451
"23309",69,137297,101630.77,1284.17,9.92032235906508,11.1838865335764
"16419",39,61813,42845.2,479,11.1937860016991,12.311764211627
"4788",7,15374,6167.66,77.86,30.6761397353291,31.9385309825769
"31826",37,73031,43449,496,12.0808303988584,13.2223986743078
"23406",217,1221070,770039.3,9180,12.225220193307,13.4173671395733
"33619",77,244696,175764.9,1896,9.85407211564994,10.9327857837373
"11706",20,25520,14712.4,99,15.8029961121231,16.4758978820587
"27552",37,101697,69332,628,9.06507817458028,9.97086482432355
"34393",6,16305,11736.6,118,40.1223522996439,41.1277542047953
"1673",140,67932,67058.97,861.67,8.85638416456441,10.141327849205
"19713",36,63344,47519.63,594.53,10.3893906581343,11.6405157195037
"6646",32,60244,39693.7,260,22.4090976653726,23.0641134487337
"26977",36,48299,27326.9,309,15.6878387230165,16.8185926687623
"28738",72,339873,202990,2549,13.9548746243657,15.2106015074634
"20662",10,22832,13696,112,13.3323598130841,14.1501168224299
"19593",18,21596,17271.6,216,11.9849927047871,13.2356006391996
"9087",821,2332369,1862490.95,26303.05,9.75768499707341,11.1699361545891
"22536",31,65428,36308.4,376,13.7351136376155,14.7706866730564
"22543",6,18549,11535.1,132,13.8447000892927,14.9890334717514
"27789",78,260047,173886.96,2185.06,13.6997046817082,14.9563026462709
"8426",88,169771,115339.7,2285,12.3322672072149,14.3133717184976
"31249",40,71175,49975,424,10.0050025012506,10.8534267133567
"27136",331,916649,543741.07,6853.57,7.5528596727115,8.81330703969079
"8841",24,81782,51160.35,641.15,13.657060594777,14.9102771970872
"27831",57,184193,100430,1222,14.8979388628896,16.114706760928
"32257",105,151537,66861,722,15.5920491766501,16.6719014073974
"30332",12,33354,17464,94,21.7991296381127,22.337379752634
"30619",13,41879,21611,268,15.4134468557679,16.6535560594142
"19795",34,124413,106236.55,1338.75,10.1603450036734,11.4205045250434
"22051",165,531848,270170.2,2280,11.4413062580551,12.2852187250852
"27942",59,290490,177160.5,1300,16.149198043582,16.8829959274217
"25002",30,68153,38411.5,388,13.1340874477695,14.1442016062898
"27093",9,31673,31568,204,44.751013684744,45.3972377090725
"32266",51,562003,277008,2082,9.44413157742737,10.1957344192225
"14936",17,54190,36126.6,363,15.0110998544009,16.0158996418152
"18489",98,200261,154480.13,1940.03,10.4168736781876,11.6727180382357
"26568",32,99849,61749.3,613,19.2666151681072,20.2593389722637
"14311",13,44730,37212.2,333,10.4078769865797,11.3027447987488
"32304",6,21417,10182,20,28.6485955607936,28.8450206246317
"7506",160,466518,278521.3,3174,18.0334502244532,19.1730399075403
"22658",43,128708,91886.1,1117,9.37029648662856,10.5859319309449
"9812",6,20111,12069.5,134,38.3942996810141,39.5045362276813
"26202",19,38318,25020.67,313.27,7.56574464232972,8.81778945168135
"5682",20,61122,41174.1,479,11.6092397890907,12.7725924792527
"28380",77,134707,90399.56,1130.86,8.6549093823023,9.90586679846672
"26973",26,48187,31211.7,378,14.6800718961159,15.89115620104
"10922",13,16953,10827.7,107,13.068333995216,14.0565401701192
"33914",28,170051,46212,577,46.2715312040163,47.5201246429499
"8251",17,48744,30913.8,238,12.1272700218026,12.8971527279079
"8822",10,24712,15322.6,191.9,17.5035568376124,18.7559552556355
"13435",85,168957,116900.42,1461.52,9.46720294075932,10.7174294155658
"33104",107,303088,130997.14,1643.84,23.0582896695302,24.3131567605216
"31372",19,35577,17177,187,34.3249694358736,35.4136345112651
"29472",41,107656,70787,328,17.4904996680181,17.9538615847543
"33535",129,237839,178764.3,2296.4,17.199183505879,18.4837800388556
"18664",4304,4814831,5033002.46,173889.66,12.9328567822715,16.3878453578185
"28923",285,1009095,479100,5818,13.7601753287414,14.97453558756
"25332",62,225106,172691,2162,8.89507849279928,10.1470256122207
"31217",27,91099,50481,636,20.9702660406886,22.2301459955231
"91005",13,241283,170865.24,2172.44,13.5469332439998,14.8183679723272
"27197",20,87148,46773,570,25.1726423363907,26.3912941226776
"19600",35,64251,28385.79,355.99,20.8132308454336,22.0673442592227
"15696",35,64556,38786.4,363,10.1195264319452,11.0554214879442
"10361",77,108499,73896,586,12.5067662661037,13.2997726534589
"29087",40,157725,63955,516,33.0763818309749,33.8128371511219
"29849",58,114015,67563,751,10.6744815949558,11.7860367360834
"34525",207,590132,187941.8,1986,14.9540974918831,16.0108076010765
"32106",1231,3764541,2294649,27131,10.811675336838,11.9866262770472
"17230",110,315837,220688.6,1941,14.817711472183,15.6972313023872
"34106",21,31015,20926.23,265.93,12.9024673818457,14.173264845125
"29349",28,71362,35712,239,14.9865591397849,15.6558019713262
"17622",32,74713,47209.35,593.35,12.3556032862134,13.6124517706768
"9831",54,140277,87984.1,938,20.0672621530481,21.1333638691536
"4061",8,16081,11801.03,147.63,13.0497083729132,14.3007008710257
"29561",13,43517,11221,142,64.0228143659211,65.2882987256038
"13080",49,119291,53134.26,665.26,29.5647290467582,30.8167649271863
"2773",247,516759,381147.8,3855,11.3357600384943,12.3471787060033
"23032",24,36478,20390.3,226,17.464186402358,18.5725565587559
"20093",24,27031,13886.8,139,13.5164328715039,14.5173834144655
"34388",13,19631,10111.5,86,62.1371705483855,62.9876872867527
"6058",94,233504,89755.6,1075,30.330140960564,31.5278378173618
"1078",173,572019,413184.4,4584,8.17620413549011,9.28563614696005
"29376",7,38303,17687,220,18.7708486458981,20.0147000621926
"8583",23,41631,22155.75,278.05,15.8153075386751,17.0702864944766
"15062",23,40600,22484.31,285.81,12.9334633795745,14.2046164636584
"34427",10,21951,8798.71,110.11,53.2237112031195,54.4751446518865
"9296",25,57482,45963.83,578.53,11.8897837712828,13.1484473769919
"10106",46,126150,82764.6,667,12.4111032977867,13.2170034048373
"11569",198,303524,162726.07,2034.77,11.9867087062325,13.2371352666478
"34566",8,10609,4379.4,27,87.3863999634653,88.0029227748093
"23124",22,64995,49787.84,1154.44,7.87340844672113,10.1921272342805
"34473",15,20218,10757.41,134.61,40.0282224066945,41.2795459130032
"30196",67,189298,112635,1414,11.6420295645226,12.8796555244817
