"","cert","numemp","asset","RBCT2"
"7174",1001,43,76317,564.33
"7175",30303,153,709569,1431
"7176",26569,15,40763,344.68
"7177",22089,205,847509,1947
"7178",30429,7,30399,181
"7179",9526,2,4222,34.12
"7180",2359,36,72488,497.71
"7181",26729,11,19542,134.09
"7182",15930,6,11284,50.52
"7183",33371,62,5449,0
"7184",33436,1,6127,0
"7185",33400,63,6633,0
"7186",26809,7,11973,57
"7187",26553,38,90804,687.85
"7188",27650,11,54458,187
"7189",13736,5,23686,72
"7190",30585,5,17381,39
"7191",17292,72,139547,822
"7192",16179,27,38555,169
"7193",33318,6361,6066952,258724.01
"7194",24935,40,49271,213.86
"7195",11261,4,8088,59.49
"7196",23798,37,48868,366.89
"7197",6803,45,130154,959.91
"7198",27423,24,39422,327.72
"7199",13300,12,12852,105
"7200",2476,19,34366,318.11
"7201",11242,33,76452,468.44
"7202",30864,65,87230,339
"7203",5752,157,408551,1540
"7204",8728,107,241080,1704
"7205",13794,17,54233,391.51
"7206",19237,35,62438,542.84
"7207",13955,46,55363,511.43
"7208",30595,30,57354,88
"7209",22393,14,27551,102.94
"7210",8944,5,12756,86.51
"7211",25173,25,42516,159
"7212",12266,76,114103,836
"7213",2675,176,471700,5897.29
"7214",12206,31,53638,301.09
"7215",29011,71,192268,588
"7216",19367,195,204962,3579.03
"7217",28321,10,29985,89
"7218",17941,273,717133,5981
"7219",26634,16,54993,262
"7220",17476,25,83307,514
"7221",12717,10,24076,144
"7222",16129,106,184744,1175.86
"7223",26572,38,115723,745.99
"7224",23290,236,827413,5802.37
"7225",15772,12,57505,164
"7226",10316,11,24372,120
"7227",30547,8,21587,0
"7228",15513,23,47767,306.85
"7229",26602,12,45878,289.1
"7230",90238,40,65503,499.32
"7231",26715,12,38925,364.47
"7232",25758,86,174543,967
"7233",17311,50,87757,771.51
"7234",26685,15,20303,164.09
"7235",22952,22,39392,385.01
"7236",24899,28,45675,338
"7237",6094,36,54330,443.22
"7238",26672,201,476731,3054
"7239",11653,565,1823866,62393.1
"7240",7946,14135,28553021,853464.25
"7241",26511,19,72913,211
"7242",1925,17,35960,238.38
"7243",256,7,24518,134.67
"7244",24538,28,43744,259
"7245",26614,14,25016,90
"7246",9003,8,26268,155.52
"7247",14029,7,19612,102.66
"7248",21931,13,14674,94.14
"7249",19200,28,42522,322
"7250",84,144,256304,2212.12
"7251",23117,13,22088,151.68
"7252",32473,40,79262,525.5
"7253",22206,17,44228,463.22
"7254",32333,62,110810,1193
"7255",27335,23,87442,969.91
"7256",4532,22,43887,319.58
"7257",14008,70,166979,1387.69
"7258",9633,21,46354,276.21
"7259",3780,57,103293,811.24
"7260",17043,34,54476,497.45
"7261",3793,31,71513,297.91
"7262",22790,17,47069,442
"7263",1087,74,150919,1261.43
"7264",3758,163,404961,3858.59
"7265",18159,56,124039,1003.58
"7266",4585,189,403856,3264.32
"7267",26366,261,599691,4325.52
"7268",8285,351,777110,6581.63
"7269",12221,54,128767,964.66
"7270",4710,92,221070,1854.35
"7271",1061,28,53123,530.62
"7272",18865,37,85376,637.37
"7273",4553,48,84541,651.77
"7274",4554,23,43958,380.38
"7275",25875,22,66694,353
"7276",19407,82,161260,1561.04
"7277",13630,24,47014,305.62
"7278",1969,32,73619,483.18
"7279",17147,36,63968,455.07
"7280",13066,23,48056,444.13
"7281",4601,21,41323,293.65
"7282",8571,57,106968,868.19
"7283",19330,28,40626,359.75
"7284",8308,128,216557,2101
"7285",4605,161,343779,2574.09
"7286",19516,2317,4788599,82120.82
"7287",12618,19,51241,315.78
"7288",18163,21,53800,468.84
"7289",13694,71,164760,1338.83
"7290",4783,83,202478,1764.62
"7291",4573,39,84502,670.54
"7292",1065,92,168985,1150.54
"7293",11454,17,41036,345.99
"7294",1637,26,42506,391.74
"7295",25071,41,81867,742.13
"7296",5621,12,28366,159.68
"7297",3117,444,694080,5184.9
"7298",14306,54,123383,649.84
"7299",23757,102,320505,2422.33
"7300",9282,234,476119,3022.7
"7301",11301,112,205083,1120
"7302",20347,977,2234283,19157.11
"7303",25628,19,31945,239
"7304",3337,38,40872,229.12
"7305",445,47,99952,813.21
"7306",30084,34,83298,375
"7307",911,60,121748,1168.32
"7308",24992,31,57508,454.05
"7309",16743,18,34535,246.55
"7310",11446,21,32171,237.19
"7311",9319,85,125398,633.1
"7312",855,24,35633,139
"7313",12203,130,187542,1121.04
"7314",93,8,8431,28
"7315",8665,29,52078,422.28
"7316",5606,29,58942,307
"7317",13592,50,96109,756.4
"7318",16464,31,66228,283
"7319",18116,58,68128,334
"7320",16766,52,90601,739.64
"7321",9361,169,368767,2669.5
"7322",15878,21,34413,185
"7323",8735,37,49518,298.94
"7324",15337,17,38115,145
"7325",11444,40,120831,981.49
"7326",327,28,37909,248.05
"7327",11005,13,15458,96.3
"7328",11253,38,91380,514.62
"7329",18637,38,66250,358
"7330",8943,17,46427,153.55
"7331",20263,158,231357,1709.32
"7332",46,40,50184,417
"7333",9357,111,171505,818
"7334",8866,129,246129,2226.66
"7335",4997,113,168411,1218.07
"7336",10309,117,205768,1249.03
"7337",1125,14,38392,218
"7338",8189,7,11096,94
"7339",8540,24,31243,272.61
"7340",17180,72,169786,1269.15
"7341",11870,4805,10421197,288428.3
"7342",6493,48,116588,874.59
"7343",18561,19,15015,97
"7344",30728,248,935065,6036
"7345",30120,8,22198,52
"7346",91363,25,1893113,1000
"7347",27374,9,304320,1757
"7348",33704,75,83296,559
"7349",90240,11,29401,217.49
"7350",17960,46,181416,835.38
"7351",32770,83,130323,645
"7352",24766,28,45004,291.68
"7353",16539,116,243312,727.2
"7354",18531,57,124588,587
"7355",26512,16,40619,261.33
"7356",26258,66,151063,1286.21
"7357",27510,23,45180,298
"7358",22965,23,37083,303.27
"7359",25172,47,95888,1466
"7360",31390,9,10043,71
"7361",30083,26,81817,536
"7362",27231,38,85730,334
"7363",18685,51,71791,486
"7364",22797,280,951150,7797.97
"7365",12099,123,235491,713
"7366",27525,12,42967,391.81
"7367",23530,23,32901,227.59
"7368",26937,133,183278,1423
"7369",21592,29,46283,363.93
"7370",912,100,122118,900.43
"7371",33656,NA,24557,0
"7372",30746,17,226206,477
"7373",28256,2063,6902251,15765
"7374",29388,84,550405,3632
"7375",20280,126,210734,1664
"7376",25869,15,38447,167
"7377",24311,44,62022,556.8
"7378",32298,169,346001,1694
"7379",31101,141,330573,2484
"7380",27260,22,61033,397
"7381",15292,34,65797,563.79
"7382",1945,10,17689,153.99
"7383",5067,286,328369,2612
"7384",5069,59,83374,617
"7385",15858,47,86666,620
"7386",5055,95,116935,1120
"7387",5059,36,40289,329.2
"7388",14254,35,58121,441
"7389",32293,12,40053,182
"7390",16411,68,221138,1880
"7391",27849,12,40643,199
"7392",22488,5000,9173077,104903.25
"7393",15183,17,27265,279.67
"7394",11459,8,16771,133.76
"7395",17358,46,89598,649.25
"7396",28671,471,1550434,7993
"7397",17075,365,668316,5351
"7398",19397,21,91898,561
"7399",24452,57,105734,999
"7400",31926,94,187480,1721
"7401",9889,67,166448,1587.24
"7402",22742,13,18102,131
"7403",21449,87,149423,992
"7404",22101,40,57715,540.11
"7405",8778,543,1075020,6113
"7406",17657,28,52744,355.05
"7407",30943,19,49439,146
"7408",23447,31,44721,320.17
"7409",31050,11,33758,24
"7410",28919,94,175019,342
"7411",16002,250,527676,3784
"7412",28017,32,90684,262
"7413",27068,24,118256,1090
"7414",21652,103,208639,1809.06
"7415",30133,13,51942,165
"7416",18396,526,826785,7454.8
"7417",9896,489,1068626,8935
"7418",28615,277,731032,4858
"7419",17774,31,55390,370
"7420",13273,63,114543,907
"7421",8707,28,47701,367
"7422",8195,134,213919,1156
"7423",19968,20,28536,187
"7424",15115,23,50707,234
"7425",14582,30,83554,457
"7426",13374,15,35198,164
"7427",30082,133,352207,1150
"7428",18260,86,234929,1224
"7429",18692,34,86695,730.31
"7430",28826,24,59718,0
"7431",28368,36,127356,0
"7432",90183,217,983034,3637
"7433",16005,188,409389,1506
"7434",10463,4,8405,39
"7435",14017,51,95445,583.22
"7436",32099,387,1016016,3482
"7437",23930,60,91810,861.19
"7438",19757,107,397563,4522.72
"7439",19796,9,24592,126
"7440",29980,49,120475,474
"7441",28254,217,952315,6126
"7442",27399,23,44213,364
"7443",6384,4009,10028388,95361.77
"7444",24251,0,12942,99.37
"7445",18253,69,102692,718
"7446",15455,38,79693,451
"7447",25884,78,86749,580.89
"7448",29930,9,80653,60
"7449",18117,138,281806,2196
"7450",19628,24,53259,338
"7451",33415,15,46067,293
"7452",10866,8,12881,69.4
"7453",11304,15,30296,223
"7454",28495,37,126852,530
"7455",28731,4,28342,0
"7456",27425,27,64831,627.62
"7457",23003,32,38150,219
"7458",28980,28,43430,100
"7459",32441,34,52055,357
"7460",28186,16,37962,185
"7461",10685,47,119071,918
"7462",1551,9,25044,194
"7463",30152,2,7983,0
"7464",28602,57,150477,401
"7465",29835,95,160266,860
"7466",5747,9,21230,107
"7467",2616,23,27035,176.7
"7468",21920,26,71973,371
"7469",15873,10,33592,152
"7470",30022,14,92488,299
"7471",15669,36,89342,556.73
"7472",212,14,20210,138
"7473",30183,19,65903,0
"7474",29505,44,120540,225
"7475",33547,13,23778,184
"7476",30426,9,17505,85
"7477",12515,54,89818,403.5
"7478",13659,62,160380,884.55
"7479",29829,5,38437,199
"7480",5439,26,96479,786.96
"7481",28868,21,81693,270
"7482",9933,13,17469,134.71
"7483",21883,51,98542,761.03
"7484",23976,116,187279,1492
"7485",13018,21,29658,91
"7486",14577,13,26089,107.54
"7487",23989,29,35735,279.65
"7488",15145,15,43597,76
"7489",10195,18,40398,242.13
"7490",26755,15,9854,103.84
"7491",16258,25,74340,692
"7492",9342,56,124536,1126.2
"7493",13809,33,51917,415.58
"7494",15416,13,31721,311.05
"7495",8224,26,90049,822.65
"7496",1398,31,55283,580.18
"7497",9344,14,33778,349.24
"7498",12397,18,39621,199
"7499",6480,136,289292,2296
"7500",28153,50,167616,76
"7501",23749,33,40173,227
"7502",32316,8,40173,117
"7503",30526,6,14174,79
"7504",23222,34,39287,338.87
"7505",8551,19,27312,183.37
"7506",9387,22,38354,275
"7507",32487,19,34861,125
"7508",25849,25,46731,241
"7509",22916,17,22899,180.3
"7510",19671,21,34613,286.93
"7511",13029,40,71351,456
"7512",28878,36,80478,315
"7513",28077,5,26399,46
"7514",26621,51,303571,2283
"7515",27084,93,755499,6105.99
"7516",26343,10,17903,119.81
"7517",27791,14,68444,75
"7518",22805,95,159152,3098.39
"7519",33508,17,26926,220.24
"7520",33484,10,10451,76
"7521",10457,22,58994,211.03
"7522",23111,46,67429,490
"7523",30213,80,182073,2220
"7524",12712,6,6531,35.83
"7525",10875,40,99308,779.11
"7526",27276,158,1387017,166395.3
"7527",33458,17,60274,450
"7528",12181,226,697879,5528
"7529",156,16,34132,250.61
"7530",12847,137,225918,1996.9
"7531",29578,15,43964,58
"7532",30103,14,39564,59
"7533",14693,6,16327,69
"7534",90245,25,75889,619.74
"7535",22825,187,319782,1964.49
"7536",2201,13,35506,248.74
"7537",22460,28,30756,245
"7538",1860,12,28877,190.5
"7539",2711,68,143468,1239.22
"7540",19498,33,52160,314
"7541",1044,29,55083,334.22
"7542",29977,22,73614,133
"7543",959,39,171174,1021.34
"7544",32956,11,24992,244.59
"7545",8594,8,17961,115.94
"7546",21724,85,134295,953
"7547",25056,23,13014,126.71
"7548",15015,16,26988,147
"7549",18224,16,41612,277
"7550",29873,34,100140,256
"7551",960,5,9320,88.96
"7552",25783,16,22215,182.25
"7553",32798,6,24684,142.78
"7554",29439,11,54489,120
"7555",637,11050,103490418,2867505.68
"7556",23744,16,9052,0
"7557",2760,47,87555,576.68
"7558",30434,14,66556,101
"7559",275,41,70024,493
"7560",18958,14,25671,170.48
"7561",25232,32,57519,420.59
"7562",28427,25,46188,273
"7563",1907,24,51437,414
"7564",18429,58,186635,789
"7565",30414,59,174395,315
"7566",29725,6,13281,24
"7567",2147,84,181770,1276.34
"7568",9037,40,85196,694
"7569",33760,14,20697,60
"7570",29358,4,7314,18
"7571",17052,70,148555,980
"7572",21125,69,137010,1051.79
"7573",10494,25,39874,267.1
"7574",27362,20,32322,165
"7575",19279,40,48518,446.76
"7576",1928,10,14319,103.17
"7577",24046,31,46253,273
"7578",27317,35,69132,641.27
"7579",1772,20,31170,212.26
"7580",23337,17,25335,105
"7581",16648,89,172826,648.61
"7582",6786,50,66469,383.03
"7583",33314,39,37539,352.37
"7584",32992,59,54284,666.88
"7585",10835,7,13192,84.33
"7586",19525,44,117021,233
"7587",28926,10,38793,0
"7588",32996,18,28577,241.37
"7589",27928,8,29138,159
"7590",32455,72,155756,550
"7591",26552,28,96759,451
"7592",27968,6,47191,198
"7593",33798,148,180521,1081.94
"7594",15523,10,52190,230.66
"7595",11939,27,37388,292.52
"7596",2637,251,615108,6250.31
"7597",23546,47,143834,1032.11
"7598",32392,28,60909,425.46
"7599",10860,25,66023,337.99
"7600",8861,18,51651,522.52
"7601",27742,19,50296,66
"7602",30118,24,50810,161
"7603",27886,17,35994,168
"7604",28302,26,72875,188
"7605",27744,160,357867,1724
"7606",30196,52,125846,473
"7607",29641,27,86123,397
"7608",29755,18,76130,215
"7609",30001,14,46699,117
"7610",29575,131,308116,2115
"7611",28534,49,334443,500
"7612",27716,20,40972,150
"7613",29999,24,60079,449
"7614",29988,45,171912,429
"7615",30125,367,1216329,2276
"7616",28753,15,58074,143
"7617",28028,20,81923,408
"7618",27811,318,815656,2085
"7619",30201,26,81002,100
"7620",18659,25,25128,189
"7621",13771,31,57353,432.04
"7622",21761,0,1331,0
"7623",22055,34,98546,864
"7624",23941,54,64283,655.95
"7625",20432,84,310983,3482.26
"7626",9384,10,21589,152.34
"7627",32905,18,41520,366
"7628",26399,95,224859,1675
"7629",29677,5,16558,12
"7630",28130,15,48598,41
"7631",28373,32,144705,296
"7632",25050,33,42672,363.61
"7633",3214,90,155727,924.55
"7634",4432,47,75205,382
"7635",16853,1217,2236657,19690.39
"7636",25858,13,14057,167.98
"7637",25830,167,412544,2967.07
"7638",23331,44,30544,287.78
"7639",1136,13,19305,170.4
"7640",7414,398,851137,7397.45
"7641",23009,32,57393,220
"7642",24108,57,115221,931.9
"7643",5107,13,29158,139
"7644",26771,24,73965,628.64
"7645",24567,24,27951,227.63
"7646",19733,50,115911,398
"7647",4978,848,1996462,15733
"7648",14266,65,156906,1258.12
"7649",19526,198,371804,3050.98
"7650",16361,50,122784,583
"7651",3860,63,118943,709.77
"7652",24364,74,85809,691.49
"7653",4999,277,452076,3460.58
"7654",5429,574,778949,6528.02
"7655",24469,49,108912,503
"7656",15630,17,43186,166
"7657",9077,26,67166,302
"7658",2577,42,53051,486.61
"7659",26309,7,11535,63.42
"7660",33671,NA,86401,0
"7661",33663,NA,56844,0
"7662",5026,32,45184,193
"7663",17426,17,27249,180
"7664",22406,118,208636,2253.46
"7665",13390,43,96910,441.13
"7666",16276,21,33538,219.15
"7667",18734,40,94557,795.35
"7668",17847,74,81160,437
"7669",3753,94,126731,1123.51
"7670",33669,NA,1782,0
"7671",16718,30,84803,713.47
"7672",17576,149,196722,988
"7673",6008,27,68851,159
"7674",24314,174,366447,3264.13
"7675",16752,13,21838,78
"7676",14221,186,486299,3242.8
"7677",26007,66,231257,2041
"7678",25910,107,140940,1484.91
"7679",26415,14,27822,272.21
"7680",25062,15,20836,181.92
"7681",6557,3452,8834187,214171.33
"7682",19081,307,516910,4791.6
"7683",6519,76,140856,1194
"7684",2680,131,206988,1518
"7685",2731,99,182488,1676
"7686",6561,3196,5785074,128380.98
"7687",6569,707,1968478,19527.37
"7688",4347,2838,5095342,44196.63
"7689",2756,1628,5038112,45857.21
"7690",2703,210,467526,3893.69
"7691",10254,523,1387507,13408
"7692",10276,467,1140602,11871.75
"7693",12975,128,248086,2230
"7694",13096,105,260115,2093.68
"7695",24112,13,1234,0
"7696",26463,47,113073,803
"7697",6420,1984,4083261,29204.97
"7698",10044,116,296441,2543.98
"7699",14901,67,125199,944.62
"7700",6357,2313,6590993,129068.54
"7701",7063,4260,16456767,488233.43
"7702",18603,179,685098,8085.65
"7703",27486,175,4501088,156547.79
"7704",15474,5270,22001243,156022.26
"7705",2155,3389,14936154,129271
"7706",13444,94,199459,1248
"7707",12883,1278,4059374,29305.23
"7708",4892,5250,24549294,505767
"7709",11535,2628,8559981,84086.11
"7710",10313,1618,5112089,48649
"7711",27306,20089,36911237,475395.8
"7712",6886,6127,11289509,123678.34
"7713",18198,93,297004,1671
"7714",30365,34,119523,405
"7715",21898,18,31629,233.33
"7716",7645,137,250013,2497
"7717",14899,14,29841,175
"7718",3180,73,122445,576.92
"7719",11567,27,51498,240.01
"7720",21071,33,45980,323.03
"7721",26699,65,201387,1342
"7722",33260,289,788070,6614.96
"7723",15247,525,706246,6911.89
"7724",942,1939,4400978,42405.19
"7725",33108,29,66822,186
"7726",8075,2423,4585390,36535.9
"7727",5021,8280,24400120,559149.6
"7728",12411,77,450805,2436
"7729",24007,21,3868,0
"7730",32612,25,61782,336
"7731",24209,25,35431,251.44
"7732",13696,5,6919,43.19
"7733",33234,12,31066,282.93
"7734",16516,5,8512,40.03
"7735",8354,26,45276,247
"7736",9819,9,23700,165.1
"7737",16912,6,10160,65.89
"7738",8322,28,66732,540.33
"7739",20927,30,33412,234
"7740",2482,37,90981,641
"7741",31626,5,26639,31
"7742",28085,4,13875,56
"7743",30866,18,52688,32
"7744",31280,6,12274,71.26
"7745",22669,30,30325,115.97
"7746",23481,31,36870,285.96
"7747",32987,28,51491,445
"7748",14072,19,71436,392
"7749",18113,274,399697,2420
"7750",8506,9,35028,204.52
"7751",27034,33,56758,1269.67
"7752",32728,18,15083,78.22
"7753",23628,578,2418437,15304.18
"7754",11873,62,110654,778
"7755",31257,33,70589,199
"7756",22261,61,126474,939.32
"7757",29173,7,38954,170
"7758",21957,48,74533,476.47
"7759",33509,586,1707842,5929.68
"7760",27584,14,28044,287.86
"7761",32705,14,28609,293.01
"7762",33434,8,16409,131.58
"7763",32963,7,16067,132.89
"7764",32726,19,43428,439.75
"7765",20536,112,206705,1701.7
"7766",33637,18,66108,0
"7767",27016,70,102785,2250.04
"7768",14546,35,103991,394
"7769",32306,4,10371,0
"7770",32040,37,286605,0
"7771",6500,1529,4112926,61301.98
"7772",12020,152,471986,2852.18
"7773",1931,11,15826,114.89
"7774",18259,114,285882,1722.48
"7775",32650,17,30595,153.49
"7776",11442,22,34594,286.15
"7777",29391,9,20451,145.61
"7778",32276,159,580328,2696
"7779",9098,7,21795,161.01
"7780",32634,0,4158264,0
"7781",32743,9,19769,416.76
"7782",5866,12,45012,231
"7783",32631,10,47560,420
"7784",23713,52,60578,498.02
"7785",32170,391,169500,516
"7786",29554,63,200057,624
"7787",90251,65,182863,1236
"7788",14646,93,170285,1101
"7789",30755,79,127580,903
"7790",22052,325,1113307,9317.07
"7791",29442,7,29815,59
"7792",29089,14,50000,252
"7793",30626,30,62714,481
"7794",110,19,41248,362.64
"7795",9367,44,105525,607
"7796",27840,3,5078,0
"7797",29510,19,96244,302
"7798",26485,16,55604,347.26
"7799",18199,61,257933,1187
"7800",28654,207,507590,4017
"7801",15446,28,87018,250
"7802",15793,10,15725,109
"7803",8536,13,21985,184.07
"7804",28399,18,92238,205
"7805",33221,16,247402,491
"7806",22691,11,21120,250
"7807",9970,11,21080,143.47
"7808",10451,123,315414,1124
"7809",29532,5,19311,35
"7810",8888,17,34093,239.2
"7811",15561,40,49710,318.47
"7812",26267,11,17350,164.17
"7813",33497,353,14693,0
"7814",1063,46,49173,392.51
"7815",3368,10,37501,165
"7816",26549,15,52950,276
"7817",90253,39,183032,921
"7818",23244,8,12993,90
"7819",28179,30,119713,393
"7820",27560,15,19030,130
"7821",29708,224,513424,3285
"7822",10179,14,32944,286.91
"7823",31109,7,25246,127
"7824",17080,115,145379,908.6
"7825",20152,33,56231,373
"7826",90258,26,80353,593.63
"7827",26567,12,61266,345.86
"7828",26846,29,51992,400
"7829",31867,7,12132,102
"7830",27805,16,55695,51
"7831",20624,102,127331,1106.36
"7832",12254,80,125178,1009.77
"7833",21621,190,238487,2325
"7834",30656,4,16624,44
"7835",18355,119,322272,1389.12
"7836",90259,50,139674,769
"7837",29539,31,89578,100
"7838",15985,585,1825918,13852.81
"7839",33028,19,45791,360
"7840",18776,55,64655,419.34
"7841",28603,79,129771,925
"7842",16468,7,11943,77.79
"7843",90147,35,95374,823.87
"7844",20364,21,27796,206.45
"7845",518,47,66458,1007
"7846",17411,8,10346,57.72
"7847",31188,26,78012,427
"7848",31097,25,58406,296
"7849",18890,45,87712,496.07
"7850",8850,83,99042,774
"7851",28679,341,828896,2803
"7852",27683,35,197428,191
"7853",14558,136,216851,1724
"7854",29449,8,23793,18
"7855",16007,347,1484033,9147.34
"7856",13244,30,107899,246
"7857",23020,50,87457,524
"7858",16733,62,132825,1007
"7859",23756,32,50059,427.59
"7860",24428,11,29053,174.34
"7861",30908,41,170624,674
"7862",18710,42,49606,337.27
"7863",20959,105,191802,1122
"7864",31483,125,311474,1433
"7865",15771,39,58634,459.15
"7866",13381,8,12024,91.62
"7867",26854,18,27362,212
"7868",29290,935,4013130,23200
"7869",18384,15,22378,179.12
"7870",16659,71,114877,974
"7871",8349,49,84694,477
"7872",18266,98,138314,307
"7873",13754,458,808876,6960
"7874",22647,10,12954,113.85
"7875",32436,58,80661,470
"7876",9991,49,116123,1006.14
"7877",27688,62,248542,225
"7878",15242,45,80061,470.9
"7879",22777,29,82471,575.46
"7880",15286,48,126480,755.35
"7881",19589,21,29349,248.57
"7882",24743,118,202920,1505.12
"7883",24458,245,116468,505.4
"7884",24185,580,1141404,9734.56
"7885",26436,88,133086,1020.18
"7886",20620,47,313016,1734.47
"7887",3689,158,654783,4424.34
"7888",17935,193,530411,2766.33
"7889",32391,7,29134,71
"7890",14140,121,286529,2020.16
"7891",28710,111,405453,0
"7892",26890,13,22406,146.05
"7893",27119,25,124061,737.89
"7894",19458,221,695579,5966.9
"7895",33216,58,94936,950.6
"7896",27498,13,36557,316
"7897",33803,6,10479,10
"7898",27273,86,119873,968.31
"7899",17097,45,80164,676.78
"7900",24030,16,22644,150.88
"7901",15830,108,163083,1444.98
"7902",18229,41,94876,769.31
"7903",21734,25,47467,325
"7904",20666,52,68246,497
"7905",22557,36,77546,650.62
"7906",33382,12,40841,378.39
"7907",32647,109,212603,1189
"7908",9246,80,147281,1008.45
"7909",28178,336,1302411,8816
"7910",515,154,248459,2046
"7911",25767,22,32343,227
"7912",2468,60,136518,924.72
"7913",20866,31,47719,404.47
"7914",27911,298,1243506,6413
"7915",30792,93,142956,1146
"7916",28566,32,52782,390
"7917",16133,22,49991,223
"7918",13411,22,47362,419.7
"7919",1415,19,34393,214
"7920",8094,25,50910,424.41
"7921",17944,132,432504,2960.46
"7922",14410,20,19415,69
"7923",17658,96,244082,1696
"7924",24702,21,56905,225.52
"7925",1104,27,141701,867
"7926",1840,31,87501,739.31
"7927",23451,26,112116,537.58
"7928",25286,28,79315,415.73
"7929",22722,28,88034,459.17
"7930",15946,25,68211,396.49
"7931",24900,19,21561,108.05
"7932",25792,16,47042,190.59
"7933",19142,43,165960,861.58
"7934",16309,320,235785,6607
"7935",9289,24,78575,529.53
"7936",2997,78,265155,1468.41
"7937",15534,21,55834,267.03
"7938",17921,29,81110,482.04
"7939",21353,26,62725,303.6
"7940",24001,24,93318,434.35
"7941",3005,113,339522,2168.72
"7942",19214,31,62039,294.97
"7943",19120,22,50330,367.29
"7944",3011,1594,1760812,15810.41
"7945",2171,11,34080,243.35
"7946",19841,28,53747,347.12
"7947",3020,66,206486,1416.73
"7948",23243,26,64966,358.15
"7949",4341,774,1035083,10220.6
"7950",22435,19,37492,170.85
"7951",19109,44,137078,993.55
"7952",12863,44,135685,1030.74
"7953",2180,46,146558,3548
"7954",3024,66,185209,1139.53
"7955",1110,41,123954,695
"7956",24639,19,41937,192
"7957",3667,107,270201,2083.79
"7958",13849,132,219298,1776.14
"7959",4448,2379,4565181,78641.74
"7960",2190,40,121409,2466.01
"7961",5351,72,267677,4996
"7962",18754,41,156376,767.08
"7963",19052,9,19738,154.8
"7964",355,18,73803,474.34
"7965",17858,41,164025,898.29
"7966",19368,27,69495,378.03
"7967",8862,87,298788,4781.57
"7968",16352,74,245412,1644.74
"7969",5125,143,499301,8410.57
"7970",5192,103,407558,12264.14
"7971",5146,93,349996,7893.88
"7972",5237,360,505167,10780
"7973",5195,55,231370,1041
"7974",5213,102,353131,2222
"7975",5208,4606,15097106,284271.92
"7976",22049,23,86027,351.77
"7977",1836,58,116723,848.9
"7978",3042,52,140213,982.75
"7979",5457,850,2369396,49120.89
"7980",3922,498,1055879,16265.59
"7981",18949,46,110155,573.36
"7982",17067,45,93948,790.56
"7983",13127,38,84410,518.52
"7984",16936,28,73806,544.66
"7985",5233,27,105339,363
"7986",9643,45,96630,859.52
"7987",4377,31,79977,752.66
"7988",14946,59,152642,1439.36
"7989",15277,952,2699955,49417
"7990",19296,32,106635,476.11
"7991",23560,20,42813,228.58
"7992",11262,36,101857,730.59
"7993",11263,27,88062,504.92
"7994",18586,20,67326,379.73
"7995",778,31,68746,556.09
"7996",11630,36,87982,627.32
"7997",33580,6,26025,31
"7998",5344,53,149429,2451.89
"7999",11227,13,55464,326.19
"8000",18694,748,1263337,11664.63
"8001",2224,8,28639,172
"8002",2210,139,383665,3092.84
"8003",14579,39,106116,788.63
"8004",26555,44,130270,1074.7
"8005",26234,76,117815,775.51
"8006",20919,31,29044,133
"8007",31910,33,77755,625
"8008",29875,73,343470,968
"8009",32642,110,527661,2958
"8010",8295,34,75675,620.69
"8011",24681,4,4485,33.16
"8012",18498,225,419351,3207
"8013",8355,8,28263,197.4
"8014",10666,80,169095,1341.59
"8015",28658,61,158212,481
"8016",22173,49,69084,722.48
"8017",33517,313,1595179,0
"8018",20226,52,70497,623
"8019",33457,14,25745,179
"8020",11300,4,8372,40.6
"8021",32195,13,74945,596.5
"8022",10320,16,23287,170.64
"8023",25604,13,22018,153
"8024",32297,4,13314,16
"8025",27889,37,179349,100
"8026",26538,22,26440,219
"8027",24156,462,817445,7254.04
"8028",28359,212,920249,2270
"8029",27218,31,44007,364.54
"8030",23502,32,59861,410
"8031",32491,62,42951,153
"8032",11769,6,14657,89
"8033",30111,48,220854,329
"8034",18143,59,80928,600
"8035",15052,4,10398,11.83
"8036",16806,4,16868,89.39
"8037",31317,12,31965,74
"8038",14574,10,21353,207.86
"8039",16364,38,89999,566
"8040",30699,5,20030,120
"8041",21393,14,18467,134.8
"8042",10568,4,5583,43.62
"8043",3371,5,4924,23.47
"8044",29776,808,1911573,19533
"8045",13838,67,93959,426
"8046",21017,33,51100,250
"8047",30644,5,16124,24
"8048",4442,24,44651,140.17
"8049",4067,32,89700,388.79
"8050",4063,42,72298,364.47
"8051",6010,38,93347,268.95
"8052",15611,25,43135,323.53
"8053",5994,11,13847,63.83
"8054",13416,18,25999,197.08
"8055",22324,7,7507,65.83
"8056",10818,7,16740,93
"8057",12291,52,114031,992.75
"8058",915,522,1471270,10193.62
"8059",993,1508,3869456,31130.83
"8060",10938,74,124328,790.4
"8061",13856,172,337621,1743.24
"8062",18667,46,113174,892.66
"8063",14458,72,159844,1107.11
"8064",991,166,346490,3094.01
"8065",995,48,93525,734.67
"8066",10939,140,291889,2632.9
"8067",10943,35,81003,510.79
"8068",12812,73,147418,1270.12
"8069",10554,53,98302,915.11
"8070",12906,187,408222,2899.27
"8071",1016,207,408674,2988.08
"8072",12182,103,270671,1144.69
"8073",23370,549,1177630,8540.28
"8074",27599,14,19400,183.98
"8075",6776,122,176644,1445.16
"8076",4393,428,1068094,8303
"8077",27558,22,33044,271
