"","cert","numemp","asset","RBCT2"
"1779",29644,115,204825,1552
"1780",6954,23,40321,282.02
"1781",15956,153,304825,2627
"1782",25804,55,125031,1041.45
"1783",9055,61,95048,881.15
"1784",20738,34,63156,430.61
"1785",32345,26,110097,657.17
"1786",15638,609,1135019,8967.44
"1787",31121,19,44054,80
"1788",18853,30,60298,377.77
"1789",14688,8,9296,74.67
"1790",18820,6,7754,78.48
"1791",25591,10,15278,125.57
"1792",14694,12,16455,103
"1793",5992,7,7003,50.18
"1794",28535,344,1317906,8080
"1795",28204,159,404137,2693
"1796",30996,224,571536,5167
"1797",26853,3,14268,42
"1798",21924,82,104076,699
"1799",22361,57,106589,951
"1800",22493,91,167442,1899
"1801",22301,10,19498,89.1
"1802",28212,95,169268,703
"1803",28111,40,116478,438
"1804",32707,10,16286,181.32
"1805",10976,23,56967,436
"1806",18262,1438,2702689,22378.91
"1807",32965,24,54869,283
"1808",15067,3,6393,12.87
"1809",12854,252,437555,3248
"1810",19904,49,60249,427.69
"1811",10527,466,727664,6264.42
"1812",1057,50,83464,640.99
"1813",21982,12,21955,143
"1814",3788,196,380363,3065.34
"1815",31545,10,41418,219
"1816",25330,30,35996,341.72
"1817",25610,48,78575,440
"1818",18233,42,75288,506.36
"1819",17966,10,17730,78.41
"1820",7439,96,246559,1997.96
"1821",27234,45,73708,649.22
"1822",9204,127,151847,1172.19
"1823",15815,242,396299,3641.39
"1824",14806,108,211161,1567.61
"1825",12691,21,44165,236
"1826",529,16,29237,150
"1827",33242,27,47787,139
"1828",16593,414,723666,3699.47
"1829",11772,56,86660,733.92
"1830",20222,19,62288,396.72
"1831",11967,42,151928,867.62
"1832",17612,32,74344,405.21
"1833",17009,32,41874,303.42
"1834",11000,111,193897,1591.03
"1835",13787,16,36323,245.7
"1836",15824,202,282596,1907.37
"1837",16502,78,116577,821.66
"1838",19048,2487,5142515,44701.46
"1839",33461,40,64127,483.44
"1840",20762,14,32353,543.84
"1841",23811,9,48642,187.24
"1842",20024,43,119560,872.31
"1843",33809,1,7449,0
"1844",2033,1569,2739986,22257
"1845",26646,88,222408,1577.35
"1846",27352,13,13824,129.45
"1847",28263,34,108564,154
"1848",27910,25,79901,284
"1849",28425,65,173505,122
"1850",30664,12,43178,148
"1851",19887,3393,9073186,226617.84
"1852",26664,3,12139,97.69
"1853",27032,24,53879,519.46
"1854",17961,54,90578,608
"1855",11729,18,27088,149
"1856",28442,122,397098,2592
"1857",31156,7,50167,76
"1858",26938,30,34823,290.68
"1859",22527,20,29213,175
"1860",4702,74,110443,778.45
"1861",22396,60,170948,877
"1862",26197,20,39661,294
"1863",4091,158,232024,1134.44
"1864",4727,22,56646,296
"1865",16545,23,32896,96.84
"1866",929,64,107359,1011.06
"1867",6984,234,445221,3977.33
"1868",33522,31,62361,237
"1869",4078,10,12502,65.2
"1870",17308,528,1229185,12714.93
"1871",29773,180,479398,2859
"1872",19657,53,62961,479.51
"1873",31794,25,69748,394
"1874",1095,50,87017,709.6
"1875",23579,59,79170,697.47
"1876",6095,63,110920,771.63
"1877",10903,9,33023,265.91
"1878",14706,15,27369,204
"1879",1552,86,235128,681
"1880",8487,47,24041,183.52
"1881",9856,29,35585,314.08
"1882",72,26,53460,342
"1883",1550,23,58518,323
"1884",11670,36,95154,601.62
"1885",10113,24,28354,181.65
"1886",18616,21,26148,251.43
"1887",21225,47,97391,783.37
"1888",19363,87,135519,1046.47
"1889",31975,22,45037,301
"1890",31048,0,34364,48
"1891",17764,59,332945,1042
"1892",33184,1588,3019524,25939.23
"1893",26282,36,133976,853.64
"1894",27117,30,82514,606
"1895",19198,184,162425,1549.1
"1896",18387,106,220955,1702.54
"1897",147,54,96035,660.84
"1898",5015,111,145596,1210.42
"1899",19943,257,489812,3765.93
"1900",19993,16,31297,227.7
"1901",18837,15,27353,211.45
"1902",28362,49,114929,894
"1903",13447,28,54649,533.17
"1904",32267,49,142990,1098
"1905",33244,32,60696,602.54
"1906",23714,17,31056,206.15
"1907",30428,52,183225,128
"1908",28353,30,79957,0
"1909",23812,30,78746,573.2
"1910",24342,11,13381,92.83
"1911",28860,10,60545,248
"1912",26374,10,33403,411.07
"1913",7455,153,359074,2465
"1914",1993,8,16753,135.53
"1915",20042,39,70904,639
"1916",30210,3,6387,6
"1917",13251,7,22807,140.48
"1918",8417,94,162038,1420.67
"1919",6714,71,123455,998.22
"1920",26221,29,54495,418.31
"1921",7356,64,72837,527.02
"1922",26386,48,58101,450.57
"1923",17835,305,467313,1371.31
"1924",14384,16,36225,264.61
"1925",11570,6,13257,75.95
"1926",12220,9,29002,181
"1927",29672,48,219882,1135
"1928",27991,0,26739,163
"1929",6754,281,445620,3790.45
"1930",26660,8,16476,39
"1931",27086,17,21580,171.28
"1932",23894,15,17110,81
"1933",32166,66,182869,829
"1934",18660,27,32739,244.09
"1935",23267,15,15089,101
"1936",27440,27,65009,529
"1937",20159,62,79891,598.75
"1938",23137,20,60893,357
"1939",32498,179,173188,733
"1940",27722,72,248894,1702.74
"1941",30720,54,143542,634
"1942",27833,201,678344,0
"1943",30653,81,373072,1316
"1944",10037,113,171670,1483
"1945",24455,20,33051,249.12
"1946",18755,224,387903,3649.71
"1947",22112,47,184381,1976.54
"1948",28932,1370,5015088,31906
"1949",23422,90,84162,823.2
"1950",26185,18,36572,260
"1951",19192,237,537820,4637.93
"1952",26413,252,1061729,9296
"1953",29001,273,1121662,5834
"1954",33531,0,6442,0
"1955",31425,21,61704,0
"1956",8431,36,70242,483.19
"1957",15427,18,42362,256.67
"1958",14009,40,135394,681.86
"1959",26548,12,24715,174.64
"1960",7434,182,474398,10560.19
"1961",628,26586,110375000,4661111.25
"1962",1658,12,22858,166
"1963",1003,243,527211,2503
"1964",12733,161,256163,1178.8
"1965",14719,51,76919,398.6
"1966",24216,153,1391324,5323.66
"1967",23890,43,147463,496
"1968",11403,33,56375,239.55
"1969",12890,131,213696,865.13
"1970",14947,67,93485,530.65
"1971",6312,1935,5488122,125915
"1972",22947,46,60949,318.58
"1973",20433,43,50929,242.66
"1974",26489,49,67720,433.47
"1975",26328,27,697899,22757
"1976",597,235,393539,2918.13
"1977",31203,48,95205,418
"1978",951,27,130839,453
"1979",8537,54,119504,590
"1980",33612,63,84499,0
"1981",31015,14,53070,141
"1982",28684,53,119120,789
"1983",6862,84,119086,887.38
"1984",17991,144,437767,3400.18
"1985",9920,17,26922,94
"1986",19813,24,27840,219.18
"1987",30220,36,141689,195
"1988",28259,75,289159,344
"1989",10872,6,9970,75.28
"1990",26885,6,48130,371.22
"1991",26239,43,73514,707.54
"1992",15861,16,40129,296.55
"1993",13956,10,18102,81
"1994",27946,28,174030,450
"1995",32324,1833,4775417,179271
"1996",25719,17,22330,197.48
"1997",20522,5,6526,35
"1998",29791,1,1146,0
"1999",9075,113,191155,1062.87
"2000",14267,40,106996,111.74
"2001",21012,40,45173,261.82
"2002",90179,74,209130,1314
"2003",15546,33,61510,431.75
"2004",20366,12,23415,123
"2005",27483,65,286544,1935
"2006",32209,22,75575,69
"2007",21716,275,648046,5953.08
"2008",12322,11,31968,245.42
"2009",770,51,80026,436
"2010",1909,14,24318,182
"2011",10216,12,23597,188
"2012",21955,32,51367,439.83
"2013",14149,709,1168419,11342.6
"2014",33188,22,91360,422
"2015",17340,16,30392,151.45
"2016",14717,31,77086,514.43
"2017",27594,18,33086,213.77
"2018",28346,15,42850,30
"2019",28157,28,66032,292
"2020",11313,12,20052,128.87
"2021",10446,12,33554,164.36
"2022",33640,13,17181,0
"2023",11642,1266,2252366,18213.58
"2024",24029,616,2995947,2150
"2025",27391,115,636197,7145.94
"2026",25663,84,265981,2291.08
"2027",25295,742,1446884,88919.82
"2028",26211,1496,4524443,59559.16
"2029",7307,1624,5727925,21491
"2030",23360,3767,5776483,68745.71
"2031",28251,6103,12617886,148512
"2032",7213,59768,168567000,6647600
"2033",21995,33,72639,423.22
"2034",27056,22,44647,387.07
"2035",7799,188,523447,3166.95
"2036",1715,46,188578,423
"2037",10363,89,171154,1062.56
"2038",8788,8,21083,130
"2039",893,65,228023,1316
"2040",1051,13,15286,58.28
"2041",1748,25,55021,425
"2042",18608,26,45784,258
"2043",186,48,62159,617.35
"2044",262,22,52770,408.23
"2045",324,70,119396,988.97
"2046",4153,61,140191,771
"2047",8194,16,38218,265
"2048",11134,27,51290,464.05
"2049",12309,17,26642,139.81
"2050",17258,13,24787,78
"2051",24581,45,79613,658.13
"2052",22004,83,112422,735.36
"2053",19510,49,100713,641
"2054",20137,36,37676,260
"2055",14851,114,177384,1314
"2056",5712,15,22450,159.49
"2057",9647,92,120962,955.52
"2058",8789,13,20865,112.52
"2059",8770,6,10487,89.08
"2060",153,50,74172,442.55
"2061",1695,50,74198,378.98
"2062",1704,74,148013,1025
"2063",1754,8,16031,86.6
"2064",26784,22,37757,198
"2065",22601,9,9074,73
"2066",6103,18,37316,327.59
"2067",8758,20,28314,171.68
"2068",1159,6,9239,71.97
"2069",11432,24,35601,269.59
"2070",13083,45,82350,477
"2071",17809,68,117830,641
"2072",16681,14,39996,169
"2073",16817,115,224210,865
"2074",19869,16,26583,187.18
"2075",15310,95,163839,1130.52
"2076",21311,54,76138,690.31
"2077",1521,26,52528,425.5
"2078",27353,20,60049,500
"2079",14293,14,25303,147.54
"2080",9777,46,75740,469
"2081",10218,44,121532,668
"2082",18620,38,65324,471.65
"2083",2232,26,70497,485.6
"2084",15675,40,58568,501.37
"2085",6100,6,10255,47
"2086",5903,80,190846,1701.89
"2087",17454,27,39941,278.57
"2088",16780,40,61331,453.6
"2089",16417,31,37235,588.1
"2090",1376,58,97137,493.09
"2091",1972,15,36299,233.02
"2092",9182,36,61935,386.94
"2093",5469,13,35015,173.75
"2094",8028,15,25884,171.86
"2095",19744,24,34744,202.84
"2096",16762,20,42049,362.58
"2097",27153,30,40742,319.27
"2098",8899,13,34684,349.18
"2099",6049,45,111189,244
"2100",4533,108,295233,1780.26
"2101",15743,28,70909,206.87
"2102",16257,26,37627,172
"2103",21593,37,57752,468.97
"2104",16536,33,56580,303.29
"2105",823,62,156592,1156
"2106",1142,31,56433,341.72
"2107",12665,158,257939,1225.56
"2108",10317,40,90649,509
"2109",5861,243,493065,4216.22
"2110",33074,31,46297,367
"2111",16591,129,193671,1703.22
"2112",19679,41,80895,358
"2113",8796,22,71925,186
"2114",10595,12,20742,153.63
"2115",22717,37,67419,430.02
"2116",21227,65,140526,1004.29
"2117",1648,10,14962,81
"2118",8908,11,19147,39
"2119",14667,215,255637,2265.22
"2120",10843,9,20029,42
"2121",26684,40,74757,642.94
"2122",15180,12,87840,689.86
"2123",20454,6,12219,46
"2124",1956,32,61239,432
"2125",25092,37,74717,639.85
"2126",2749,79,106177,576.71
"2127",82,116,206918,1354.29
"2128",1711,64,134420,952.06
"2129",20161,94,104415,952.12
"2130",15591,26,40328,223
"2131",863,73,136058,859.86
"2132",9702,1537,2945236,21396
"2133",23285,178,479479,3749.62
"2134",8581,20,27877,133.21
"2135",1677,23,51292,345.62
"2136",22954,14,26468,190.81
"2137",13055,93,153883,1218.63
"2138",14488,25,43247,359.42
"2139",8200,43,103635,706.11
"2140",16126,18,33195,202
"2141",9802,7,17919,131.36
"2142",33482,35,64462,393
"2143",33511,9,14291,103
"2144",27221,18,28758,709
"2145",1628,8,14576,133
"2146",8572,18,20942,153.01
"2147",9499,11,21665,163.47
"2148",8294,24,50509,289
"2149",6092,10,17577,139.42
"2150",33623,20,25044,167
"2151",23341,23,37808,240
"2152",10336,29,37964,324
"2153",17033,18,17184,80.43
"2154",23349,12,15733,123
"2155",23987,47,96945,950.88
"2156",9476,6,13810,79.35
"2157",19420,34,56042,393.33
"2158",12545,120,278150,2160.82
"2159",15155,71,122693,798
"2160",5778,184,338508,2957.51
"2161",31900,8,59004,76
"2162",986,883,1327252,8404
"2163",1229,103,135352,652
"2164",33753,14,18244,85
"2165",33739,14,19148,126
"2166",12079,30,35368,232
"2167",265,16,31171,237.14
"2168",12165,55,68108,627.33
"2169",16852,13,42330,270
"2170",30577,842,4649948,37525
"2171",29119,360,1756706,9909
"2172",29740,18,76240,32
"2173",29367,215,553882,1235
"2174",28172,43,163557,1055
"2175",27841,6,28995,11
"2176",30926,32,78797,382
"2177",28060,28,70141,50
"2178",33518,22,24478,0
"2179",29131,21,49404,162
"2180",30005,163,427021,3158
"2181",28832,71,205874,1073
"2182",30920,22,48112,111
"2183",33495,25,47384,179
"2184",27797,67,131952,911.42
"2185",22733,19,28511,213
"2186",22830,32,24117,188.06
"2187",9809,29,74650,563.9
"2188",24541,34,45862,359.1
"2189",3731,128,234139,1815.87
"2190",10815,21,40997,110
"2191",6417,855,2463440,21670.14
"2192",20054,22,57119,197
"2193",17353,8,13964,77.29
"2194",5782,51,88575,665.97
"2195",3852,28,45737,320.7
"2196",939,15,35933,244.8
"2197",20872,42,49923,408.49
"2198",1949,12,47701,142
"2199",16863,59,127395,1122.03
"2200",29864,9,29647,172
"2201",22759,31,41470,261
"2202",24085,25,57806,390
"2203",20964,49,64016,391.02
"2204",14189,103,205235,1182.72
"2205",14897,12,32873,200.1
"2206",8521,13,26031,163.38
"2207",12473,5,20142,210.14
"2208",18770,38,48983,180
"2209",4433,44,128463,377
"2210",32855,10,11546,62
"2211",25222,15,22731,118.39
"2212",26541,19,31961,231.77
"2213",20954,80,137384,991
"2214",23213,40,58941,406.68
"2215",27406,22,73959,292
"2216",14779,44,93382,492.83
"2217",5574,66,103730,469.81
"2218",15760,35,111767,663.32
"2219",14507,57,90895,606.86
"2220",26381,22,37245,245.69
"2221",18830,32,67841,346.66
"2222",5018,76,140286,1038.56
"2223",3158,11,21366,98.03
"2224",15770,33,152370,793.97
"2225",6760,66,124108,922.42
"2226",4549,83,164227,1559.49
"2227",3250,104,252064,1056.72
"2228",17203,169,387327,2170
"2229",5757,66,107726,625
"2230",24059,25,31877,257.8
"2231",3127,45,120890,598.32
"2232",26612,112,289425,1848
"2233",21746,15,35851,129
"2234",2718,87,141798,1026.29
"2235",7796,91,163757,1311.41
"2236",27465,20,40989,365.08
"2237",24760,64,179529,532
"2238",23450,12,23580,126.88
"2239",10531,19,24687,160.79
"2240",27749,39,70940,150
"2241",30270,21,55484,360
"2242",30150,37,145966,79
"2243",31184,99,224816,639
"2244",14785,11,17419,90.08
"2245",12128,9,20220,74
"2246",11761,4,15669,66
"2247",10125,29,59986,205
"2248",16954,917,3618609,28050.07
"2249",10319,31,38031,272.19
"2250",14169,45,76124,635.64
"2251",28713,157,541848,4438
"2252",31753,192,453170,3414
"2253",28350,246,746174,2613
"2254",29572,15,34672,38
"2255",33203,19,33258,60
"2256",28428,59,143284,154
"2257",32343,22,132500,363
"2258",30098,21,61788,209
"2259",30316,120,264150,705
"2260",28173,34,209184,1389.72
"2261",10667,49,79759,581.79
"2262",33316,27,32570,297.35
"2263",26589,10,18677,110.32
"2264",11150,25,43477,240.09
"2265",5822,15,38177,269
"2266",1146,12,30097,190.13
"2267",2467,24,52675,403
"2268",12303,43,84039,316.94
"2269",13032,7,11748,80.98
"2270",14668,46,116012,892.78
"2271",18356,15,42355,230.05
"2272",18724,5,5495,53.84
"2273",17214,39,83161,488.12
"2274",16934,17,37279,126.36
"2275",21906,52,76043,644.21
"2276",9047,18,38149,247
"2277",9015,10,15404,74.27
"2278",6194,14,21480,174
"2279",16586,6,10906,88.42
"2280",14521,29,75448,282
"2281",17667,12,12864,102
"2282",17602,11,13261,130.44
"2283",18148,7,15728,66
"2284",20100,28,34251,225.67
"2285",19849,18,25654,196.69
"2286",19753,9,11053,93.25
"2287",22657,22,71629,161
"2288",8338,9,11428,107.02
"2289",1718,11,14860,85.84
"2290",1985,6,11391,89.17
"2291",2330,15,33830,210.77
"2292",11759,23,48853,326.16
"2293",11903,13,26702,142.12
"2294",15225,21,39585,302
"2295",15519,7,14965,55.23
"2296",26720,17,43252,306.43
"2297",22523,15,32439,229.95
"2298",14031,34,77373,488.76
"2299",12501,17,30621,229.03
"2300",12789,10,29562,241.52
"2301",13198,10,27130,275
"2302",19806,28,37006,228.4
"2303",16581,13,18521,126
"2304",16753,38,94194,329
"2305",5810,14,28048,172.85
"2306",8727,22,37453,179
"2307",1006,38,64657,336.82
"2308",1364,18,39226,194.4
"2309",1559,28,48040,431.53
"2310",2469,25,48787,350
"2311",11778,25,40935,316.86
"2312",15055,20,52416,315
"2313",5830,33,57468,390.51
"2314",23260,11,15194,50
"2315",10211,4,5191,41.11
"2316",12631,19,51775,268
"2317",1402,22,62700,612.18
"2318",1513,7,13200,61
"2319",16295,98,146545,985.6
"2320",10430,3,8700,67.26
"2321",1182,77,151426,1124.84
"2322",19180,16,40408,369
"2323",16736,7,10645,68.17
"2324",1400,19,33810,244.8
"2325",1918,12,19132,110.9
"2326",10957,19,28841,238.95
"2327",16633,7,8425,60.11
"2328",9422,8,23770,144.09
"2329",10474,23,55017,365
"2330",6186,27,47660,441.38
"2331",10327,28,37886,162
"2332",931,14,32610,224.75
"2333",13439,11,31922,247.02
"2334",18054,32,59918,333
"2335",13107,115,161926,686
"2336",1933,13,23575,132
"2337",15333,26,59695,507.78
"2338",9423,6,14333,75.66
"2339",11341,27,61395,476.09
"2340",10167,39,107540,461
"2341",1232,44,69942,402.44
"2342",22627,13,19122,126.84
"2343",5760,18,37362,254.13
"2344",8543,8,18112,108.58
"2345",14741,15,38511,309
"2346",10582,7,11144,60.43
"2347",15599,7,16167,155.06
"2348",15918,11,24372,192.01
"2349",10170,14,30311,190
"2350",1118,14,27037,191.5
"2351",15691,6,20762,82
"2352",25727,84,108848,1181.21
"2353",20818,44,70464,420
"2354",1013,84,191882,1633.03
"2355",8033,162,118946,751.02
"2356",16955,611,968096,6256.68
"2357",11871,29,77377,421.76
"2358",16418,40,77845,521.37
"2359",5853,14,25551,170.77
"2360",5840,50,171720,1345.71
"2361",15587,25,39007,201
"2362",20125,8,12778,60.15
"2363",8738,65,132118,915.82
"2364",17830,15,41168,174
"2365",23523,20,31064,226.48
"2366",14734,32,58841,464.91
"2367",8311,28,53770,338.04
"2368",9337,9,20433,138
"2369",8292,124,302447,1773
"2370",90196,132,294727,1711
"2371",17283,125,196449,1745.48
"2372",32918,25,43555,179
"2373",27358,18,35416,239
"2374",30449,80,272032,2376
"2375",25103,43,83677,383
"2376",5047,105,159036,1111
"2377",18035,358,731827,6558.7
"2378",21521,133,279224,2162
"2379",33492,30,42101,372.29
"2380",26300,181,127897,740
"2381",12608,61,76046,2497.54
"2382",5396,15,45798,403.05
"2383",6108,115,246507,1436.37
"2384",17875,67,83720,568
"2385",23895,26,43111,309.66
"2386",18580,25,30219,234.08
"2387",15142,63,149131,1167.42
"2388",12897,233,381656,1799
"2389",16095,28,36810,347.87
"2390",22389,18,28007,239.14
"2391",22131,8,15766,67
"2392",26471,18,33822,240.63
"2393",26482,6,23520,147
"2394",22713,84,118731,1250.56
"2395",21839,40,76069,594.38
"2396",24367,22,34680,230.23
"2397",17281,1504,2856985,26180.85
"2398",26286,20,27139,249.96
"2399",23178,38,53836,144
"2400",7075,65,170578,1071.62
"2401",13749,69,145620,794.9
"2402",4287,378,924161,5777.12
"2403",17702,32,58460,516.16
"2404",18990,36,59903,397.35
"2405",15711,78,132618,811.14
"2406",20234,381,812241,5301.07
"2407",23261,26,32607,222.35
"2408",21111,39,75178,547.54
"2409",19408,41,100232,535
"2410",24626,28,52896,154
"2411",30264,27,93007,199
"2412",29886,18,33315,80
"2413",10534,29,60173,1084.64
"2414",90265,75,228498,1533
"2415",14479,10,24436,233.04
"2416",2402,27,54016,328.52
"2417",11763,12,51491,171
"2418",16438,11,24518,146
"2419",14511,13,23220,126.31
"2420",26495,15,39383,496.89
"2421",26675,43,34134,411.85
"2422",21412,31,44275,330.26
"2423",19858,32,38140,274.83
"2424",20893,24,25155,185.99
"2425",25797,165,316888,2973.28
"2426",9486,80,81475,463
"2427",1022,44,124717,706.14
"2428",18038,71,170456,1322.16
"2429",16247,7,9665,15
"2430",14980,36,77400,524.5
"2431",14581,10,29068,235.41
"2432",26680,19,23323,182.85
"2433",2444,30,50040,290.96
"2434",29764,23,62250,97
"2435",10821,16,43675,184
"2436",21127,20,18038,117
"2437",30846,32,71080,316
"2438",32903,24,44186,391
"2439",409,15,24272,64.32
"2440",20394,6,7671,52.8
"2441",15690,40,107559,661
"2442",23593,30,48170,130
"2443",26250,23,43176,323.57
"2444",11116,72,140840,822
"2445",8518,5,10127,60
"2446",406,13,32586,142
"2447",29993,64,105328,334
"2448",1691,124,227169,1847.25
"2449",30333,23,86499,83
"2450",27995,5,21953,0
"2451",9517,20,30180,191.43
"2452",28013,2,7602,15
"2453",21570,35,42452,313
"2454",1421,12,16892,130.09
"2455",28467,4,9814,39
"2456",28633,55,368562,480
"2457",304,13,32933,191.36
"2458",307,27,41610,1355.82
"2459",90181,59,125796,992.22
"2460",19323,28,55865,467.43
"2461",1099,13,35858,328.15
"2462",16520,41,63193,361.7
"2463",27055,21,41991,243
"2464",31862,13,26226,80
"2465",30282,16,55339,266
"2466",23030,55,105546,921.15
"2467",27677,96,254780,1585.77
"2468",13163,30,58024,490.16
"2469",27639,84,233610,564
"2470",18411,14,19217,125.27
"2471",23681,101,155734,1481.96
"2472",31477,1801,8304596,134495
"2473",30757,225,1556711,778
"2474",24047,19,37078,162.49
"2475",30683,150,330280,2254
"2476",33613,85,149256,0
"2477",23375,79,181390,1610.6
"2478",30085,14,100571,191
"2479",26951,34,74449,761.62
"2480",33532,34,26852,0
"2481",14520,7,12441,120.97
"2482",8018,113,280657,790
"2483",27613,22,39609,373.63
"2484",22090,16,25126,166.01
"2485",152,34,50785,407.05
"2486",19649,44,58466,543.99
"2487",19749,14,14226,112.53
"2488",90182,23,74719,495.76
"2489",15999,180,382218,2308
"2490",11660,73,117853,963.37
"2491",18855,7,12581,105.34
"2492",22599,625,1475077,12850.05
"2493",15480,26,42175,272.94
"2494",8140,17,27636,80
"2495",28429,751,3474451,4747
"2496",27041,18,158867,0
"2497",26916,10,16359,97
"2498",14914,4,7661,60
"2499",28103,15,109528,254
"2500",18223,12,39414,115
"2501",17337,75,321115,2148
"2502",9609,1170,2041868,17757.03
"2503",20293,48,83309,568.21
"2504",26935,210,135357,506
"2505",22782,43,42104,268
"2506",30634,148,227120,1655
"2507",26556,21,38099,266.92
"2508",28481,39,102457,534
"2509",28450,23,78899,283
"2510",24094,29,27553,220
"2511",18664,757,1593466,15741.73
"2512",33535,7,40400,206
"2513",31361,534,672966,2272
"2514",27323,15,53794,492.56
"2515",22006,29,45440,158
"2516",33111,12,15715,34
"2517",3010,2190,2726156,21962.44
"2518",18681,19,42827,225.8
"2519",18735,23,43910,233.94
"2520",22061,22,56717,258.32
"2521",33128,31,98932,389
"2522",18896,20,30977,199
"2523",32476,68,42416,191
"2524",1342,56,65900,246.08
"2525",33610,349,734214,0
"2526",5677,42,45801,345.09
"2527",7671,85,140781,886
"2528",27803,38,108201,189
"2529",28629,291,1131376,7157
"2530",28093,487,2348278,15058
"2531",21308,13,23451,189.93
"2532",22312,16,24169,131
"2533",19031,227,716526,3529
"2534",22469,44,53750,454
"2535",28480,6,12857,89
"2536",32284,6,34856,22
"2537",28834,368,1160838,9193
"2538",28310,69,157853,3927
"2539",32386,8,29014,39
"2540",21894,41,80160,796.32
"2541",15010,27,47373,295
"2542",873,2204,1316056,12851.35
"2543",29775,89,97019,129
"2544",249,18,30719,1219.68
"2545",21052,25,52154,374.39
"2546",6679,83,104539,761.37
"2547",29416,6,23941,5
"2548",12305,17,56906,394.3
"2549",983,7146,22317093,491583.33
"2550",33187,102,89319,552
"2551",1493,1084,2033146,18671.09
"2552",1596,0,2240,0
"2553",22894,316,793970,8233.37
"2554",5734,727,1402485,11793
"2555",24843,186,26619,306.86
"2556",17854,20,41230,166
"2557",22584,304,666397,9941.72
"2558",18083,39,79658,524.96
"2559",23772,24,98981,617
"2560",17484,95,146775,1439.36
"2561",18100,208,298664,2092
"2562",27596,11,37410,190
"2563",22268,42,45347,271.66
"2564",1955,31,80532,378.74
"2565",27457,22,46542,360.09
"2566",1425,31,81037,391.34
"2567",1957,71,133103,927.2
"2568",1154,1337,2222115,16063.5
"2569",1644,39,105917,498.25
"2570",26427,57,2990,23.53
"2571",26346,64,94097,866.08
"2572",1657,84,203846,901.9
"2573",13072,389,684508,4396.3
"2574",20253,59,111158,544.69
"2575",8577,124,343927,1995.85
"2576",13730,1264,2451856,19513.84
"2577",3652,14,31674,99.93
"2578",26628,37,48622,98.76
"2579",930,30,93061,429.53
"2580",6755,280,519333,3422
"2581",15689,98,196222,1473.51
"2582",17129,30,59248,296.66
"2583",21140,729,1268943,7482
"2584",24998,28,37258,172.44
"2585",3726,207,363996,2574.98
"2586",25253,7,8853,56.17
"2587",1631,191,353505,2476.46
"2588",4725,86,147082,768.43
"2589",13278,76,121637,951
"2590",26255,85,109345,990.11
"2591",25293,55,186674,988
"2592",21002,68,219876,1207
"2593",26533,33,73377,614.06
"2594",23334,24,41836,260
"2595",24553,29,40547,337.51
"2596",33433,12,44321,414
"2597",32318,369,180904,1292.55
"2598",14036,29,51000,335
"2599",22796,118,226621,2452.94
"2600",22953,153,301096,1908
"2601",14844,68,113694,661
"2602",15419,6,11190,95.37
"2603",12246,8,21626,146.21
"2604",9310,38,70967,404
"2605",22354,60,95892,650.89
"2606",13892,8,22662,100.52
"2607",190,77,184859,1627.54
"2608",274,62,96330,678
"2609",12518,23,59955,180
"2610",11777,79,180797,773.48
"2611",18584,81,139717,1162.95
"2612",8660,74,160480,990
"2613",22472,48,78569,679
"2614",90,38,73504,432
"2615",15848,57,132302,1073.08
"2616",4154,114,233644,827
"2617",18332,30,34176,326.77
"2618",104,25,41253,302.12
"2619",9356,28,49008,194
"2620",22813,119,261798,1005
"2621",25019,44,99611,996.13
"2622",27275,80,112463,866
"2623",33024,22,53685,502
"2624",16409,12,23912,110
"2625",10038,50,92822,717.96
"2626",15741,13,31832,227.58
"2627",27292,108,775568,2300
"2628",9811,19,62276,302.98
"2629",21650,32,62666,1174.76
"2630",27409,18,54990,335
"2631",6174,77,152705,1317.75
"2632",16246,21,24386,206.28
"2633",20233,179,396732,3784
"2634",30341,567,4856258,21428
"2635",25013,37,56475,299
"2636",1209,60,128480,538.97
"2637",4310,464,1047808,6257.26
"2638",16641,122,250508,1860
"2639",16320,82,284283,2442.65
"2640",18902,33,54060,235.71
"2641",10548,25,43344,187
"2642",19024,53,88314,646.81
"2643",14333,88,228110,1444.53
"2644",32218,21,77127,215
"2645",231,27,70790,315.17
"2646",1217,26,43940,207.07
"2647",16553,19,53512,399
"2648",17171,5,8001,69.38
"2649",10330,16,26479,211.92
"2650",1986,6,22453,110.86
"2651",17687,19,26212,149
"2652",16188,5,6238,38.88
"2653",15634,24,37284,345.54
"2654",13819,9,23602,204.51
"2655",13732,34,71178,640.48
"2656",2409,50,70386,483.85
"2657",9771,111,255148,2202.45
"2658",26208,51,72486,513
"2659",12195,17,39095,206.37
"2660",12392,24,44574,316.39
"2661",9932,22,74638,636.19
"2662",1129,86,149033,829
"2663",24611,68,117243,693.76
"2664",9791,26,81842,423.83
"2665",7812,673,2214128,15677.65
"2666",33243,38,85563,595
"2667",31239,9,17876,46
"2668",26593,8,42108,140
"2669",30024,619,1183747,6337
"2670",33584,28,26410,0
"2671",22229,13,10090,54.54
"2672",26930,25,96654,652.24
"2673",27072,7,14178,166.79
"2674",27251,26,54632,334.5
"2675",1587,20,29590,201
"2676",1687,9,22234,112.8
"2677",57,154,228280,1160
"2678",17108,64,127941,543
"2679",12387,27,41880,225
"2680",14649,8,31126,219.37
"2681",8975,31,40937,329.93
"2682",25752,12,12906,106.58
"2683",23067,28,55640,330.94
