"","numemp","asset","RBCT2"
"15448",10,15875,105
"23309",52,104370,988.51
"16419",34,55659,441.02
"4788",7,14687,67.88
"23406",178,948076,6777.83
"33619",57,145985,1196
"11706",23,25238,150
"27552",38,77161,415
"1673",77,39110,372.63
"19713",25,28472,233.34
"6646",31,61406,207
"26977",26,39170,263
"28738",69,259478,1708
"20662",9,21470,119
"19593",16,20294,190.14
"9087",742,1771450,20797.6
"22536",40,55838,270
"22543",6,16076,91
"27789",66,228632,1799.52
"27136",258,458536,4160.83
"8841",27,79198,588
"27831",60,190781,589
"32257",78,109716,600
"30332",10,32964,121
"30619",12,44598,263
"19795",32,98928,990.49
"22051",152,478660,1570
"27942",53,243544,1222
"25002",29,57619,328
"32266",50,515811,1090
"26668",14,22669,179.37
"21109",54,73132,632.8
"14936",17,49603,295.66
"23064",6,11817,56
"18489",94,162294,1451.89
"26568",30,94615,659
"14311",12,37146,294
"32304",6,20981,10
"7506",177,460225,3192.21
"22658",36,88748,867.87
"9812",6,18250,84
"26202",20,30710,210.01
"5682",20,52998,452.51
"28380",60,110577,896.51
"26973",30,39456,332.77
"10922",13,12748,95
"33914",22,56095,205
"8251",15,38622,210
"8822",11,22994,180
"13435",125,140597,1099.08
"33104",105,328940,616
"31372",25,35733,57
"29472",30,90469,200
"33535",39,105895,1257.91
"33979",1,1979839,72100
"28923",250,980063,5327
"25332",64,244436,2173.1
"13693",81,314843,2991.68
"91005",16,251083,2233.28
"27197",5,13664,83.84
"19600",35,58199,296.53
"15696",34,42886,374.82
"19158",134,445504,3901
"10361",74,99792,639
"29087",32,140278,549
"29849",59,104265,703
"32106",1089,3313058,23973
"17230",108,312099,2026
"230",14,26803,243.45
"34106",14,8682,6
"29349",24,55895,252
"17622",31,53780,435.46
"9831",56,127669,891.41
"4061",9,13259,113.57
"29561",12,43502,0
"13080",50,125920,678.98
"2773",63,219349,1294
"10326",81,154949,775.04
"23032",23,42294,223.92
"6058",76,221988,1050
"26984",56,137460,1007
"1078",95,275845,2257
"8583",27,45693,222.7
"15062",23,43125,305.63
"9296",26,57922,466.1
"23124",17,46858,981.18
"30196",65,172928,0
"33468",28,52094,429
"163",249,462091,3431.33
"3640",25,50928,293
"33684",NA,360564,0
"32474",234,312737,2378
"15699",26,46910,389.57
"15426",8,12321,114.44
"23091",232,372647,2515
"18545",148,243778,1795
"31751",8,24412,90
"23403",32,91182,571
"19590",32,63096,402
"8276",12,29280,96
"14498",8,19367,136
"27711",33,90374,389
"10173",10,29205,173
"9465",38,133863,1012.56
"11892",64,102830,561
"903",186,604371,3131
"622",441,1993799,4832
"14531",388,872435,7142.47
"33197",61,174479,1088
"28701",29,132749,330
"6423",176,1065226,8323.61
