"","rbc1rwaj","rbcrwaj"
"4829",18.6637445951549,19.9143686379367
"33785",91.2828947368421,91.2828947368421
"57899",10.4063793896642,11.6577212084036
"22039",17.4477633902295,21.1006474396704
"16419",19.2511053674281,20.5027617785592
"30367",16.187263877541,17.0462084232432
"57298",12.5651817305562,13.5434315374806
"3881",13.2538666482129,13.2798173073596
"32487",18.6433430515063,19.6773566569485
"58485",13.6553528289043,14.9126436474781
"57657",11.8712632244293,13.1260944801931
"35456",10.8707741122978,12.1244336860699
"11706",12.1805705442773,12.88916943251
"27552",11.1324155625479,11.9974318073656
"34393",23.2089644896946,24.459895703998
"57611",27.3109243697479,28.4697750067769
"1673",20.721456484822,22.0157269807061
"58548",12.3210574002025,13.4594681021159
"6646",16.183965054375,17.4227601583474
"3564",14.1730087076184,15.1599960948215
"26977",16.8903908553579,18.0913656375803
"57633",13.4293316637972,14.683410188184
"9087",13.88081213137,15.1456741460776
"57626",11.6317281145398,12.8808424344597
"22543",26.7991203457951,27.7091074543111
"8426",15.1591975368977,16.4274020134884
"57869",9.71731566306742,10.3021109847048
"31249",11.9899469205166,13.0670625794494
"9751",18.6257689417834,19.2891381825049
"91005",30.0447423705438,30.9844925188832
"27831",31.0467490370246,32.2075817213581
"35029",9.90030874530372,11.1548190306141
"32257",24.9104870687104,25.4142747233237
"30332",30.8794214454592,32.1311019424227
"30619",19.8249651919416,21.0837382434007
"19795",12.7275958447098,13.9812915003958
"11694",14.3367041111033,15.5966588041134
"26549",12.7596545934277,13.8102662508995
"19600",45.9487729472437,47.2132297935162
"4061",10.6176202250459,11.8697853997805
"58727",10.5259629417619,11.7780837600755
"35189",10.3852230807107,11.6396343699554
"58562",16.2105644139706,17.464259143828
"14936",11.309271054494,12.0944612060938
"7506",12.7483177178918,14.0089560728506
"18489",12.8057010882752,14.0514212281064
"90140",17.9113308316954,19.2221097146941
"14311",11.0696451102699,11.9155515274298
"32304",36.0301284891449,37.2795746566238
"58697",15.5951822305647,16.850026939187
"9812",25.8576533650983,26.4770696843359
"28380",14.2836974247567,15.182064919873
"27015",13.8114367040489,14.4580627000976
"8251",13.7008981711936,14.8198246942972
"8822",12.2767352475695,13.0486741384322
"18152",17.5972071137646,18.6420096637911
"57072",6.23633858553211,6.40312438491262
"10375",14.6900297161594,15.8520340198791
"34885",12.1911405342739,13.4418972874535
"57264",5.75624609044413,7.00776391801891
"35267",379.206465833946,379.206465833946
"3304",9.97148759190103,11.2245049604796
"35314",17.9337598795634,19.2196713084933
"13947",15.9340373961219,17.1849030470914
"17230",24.3640001819091,25.4275622659815
"34106",14.4856282077703,15.7446933788677
"9831",19.802385858238,21.0523190565825
"17622",16.4051343431425,17.6672582442528
"3931",11.2667373381209,12.5023027474605
"13080",30.7057726609372,31.9563807361764
"20093",12.23536670993,13.3811357688461
"6058",12.4093040223751,13.6682385050871
"58629",11.7598254026232,12.5941612678344
"197",14.4989965741623,15.7629077050942
