"","numemp","asset","RBCT2"
"15448",9,19127,147
"23309",68,142035,1282.1
"16419",44,63427,528
"4788",7,15580,75.71
"31826",37,75026,487
"33619",78,264666,1973
"11706",20,30444,112
"27552",38,104486,670
"34393",6,26804,143
"1673",150,69366,887.41
"19713",39,74200,664.73
"6646",30,60413,259
"26977",35,54006,315
"20662",10,23476,110
"19593",16,20415,199.8
"9087",836,2421110,25056.1
"22536",28,66681,383
"22543",6,19461,126
"27789",76,282781,2232.7
"8426",91,172418,2112
"31249",48,73489,444
"27136",338,961567,6859.66
"8841",24,80297,602.71
"9751",32,70416,652
"27831",57,185176,1130
"32257",111,159979,576
"30332",13,33564,81
"30619",14,41464,269
"19795",38,130909,1400.27
"22051",179,549192,2470
"27942",62,311904,1323
"25002",30,78450,403
"27093",9,46557,445.58
"32266",54,543036,2284
"14936",18,53145,376
"18489",99,192209,1947.46
"26568",32,102416,623
"14311",13,43753,325
"32304",6,21865,22
"7506",161,477270,3239
"22658",51,128628,1138
"9812",6,20131,134
"26202",16,41403,344.09
"5682",20,60862,453
"28380",70,142146,1163.95
"26973",27,46299,399.86
"10922",13,15825,108
"33914",24,90938,380
"8251",17,50654,240
"8822",10,23519,189.04
"13435",80,176697,1513.01
"33104",106,286391,1576.65
"31372",20,36470,187
"29472",42,110646,338
"33535",146,212884,2130.03
"18664",1482,1493079,59934
"28923",250,982587,5174
"25332",62,220801,2150
"31217",44,94725,697
"91005",15,227009,1957.95
"27197",22,111545,688
"19600",36,62317,341.41
"15696",33,67360,365
"10361",80,114207,648
"29087",41,158387,511
"29849",58,111971,757
"34525",220,653982,1944
"32106",1239,3762618,27807
"17230",123,317920,1937
"34106",21,32638,271.96
"29349",28,71936,236
"17622",32,73556,610.4
"9831",57,139548,938
"4061",8,15864,148.73
"29561",16,44688,150
"13080",46,123196,670.67
"2773",240,532583,3973
"23032",20,40240,238
"20093",28,30966,139
"34388",24,25233,129
"6058",97,232428,1130.85
"1078",214,581611,4800
"29376",11,39806,226
"8583",23,43887,284.46
"15062",22,40337,281.37
"34427",10,15438,113.87
"9296",25,58774,562.03
"10106",44,123604,609
"11569",197,298835,2004.68
"34566",8,15979,53
"23124",22,66430,1191.67
"34473",18,26524,180
"30196",68,183657,1399
"33468",37,65081,556.74
"33684",NA,571371,0
"15699",25,57473,522
"15426",11,14912,147.09
"10790",11,28653,171
"23091",326,535682,3664
"18545",156,287684,2459
"31751",8,25301,75
"19590",42,73770,440
"8276",12,30901,111
"27711",38,99307,432
"10173",10,31844,195
"9465",35,144496,1088.21
"11892",61,120710,513
"903",199,560975,3554.81
"622",466,2197945,7169
"14531",465,1127442,8960
"34302",24,28044,150
"3831",80,275216,2000
"4415",146,464827,3692
"33197",94,277359,2024
"28701",35,140341,0
"6423",188,1133844,9324.59
"14341",62,231293,1623
"9266",140,664520,3671
"3735",320,1700982,9103
"15082",31,149393,557
"12780",18,44405,326
"29320",99,212024,2146
"15225",30,83214,552
"15178",29,71896,430
"3706",127,484691,1889
"5310",106,305108,2151
"27267",27,111219,980.93
"29031",131,315907,898
"29738",263,912833,3448
"6782",51,53285,276
"26213",64,134439,1034
"20726",27,57021,482.9
"20557",35,67490,638.58
"27501",179,376289,2268
"22968",90,196641,1249
"26248",52,203981,2020.7
"21614",41,78653,487
"19594",41,65284,544.35
"19838",43,122728,1105.11
"19234",27,46269,360.96
"17906",44,67824,410
"34063",4,10012,70
"20156",74,156672,1028
"20537",68,145009,1231.39
"21919",59,84359,569
"10973",24,58629,481
"4624",23,53986,435.22
"18609",135,238026,1678
"34232",8,14407,93
"26498",137,651217,5198.05
"20639",140,274823,1613
"10892",13,21991,112
